Guess,beier,b1bel,birma,bosch,brits,brugs,baard,baars,baboe,babok,bacil,bacon,baden,bader,badge,bagel,baggy,bagno,bahai,bahco,bajes,baken,baker,bakte,balen,balie,bal1e,balsa,balts,bamba,bamis,bande,banen,banjo,barak,baren,baret,barok,baron,barre,barst,basen,basis,basta,batch,baten,batig,batik,baton,bavet,bazen,bazig,bazin,beaat,bebop,beeld,beemd,beest,beg1n,begin,begon,beide,beier,beige,beits,bejag,bekaf,beker,bek1k,beleg,belet,belle,bende,benen,benig,benul,berde,beren,beril,berin,berst,besef,besje,beste,betel,beten,beter,bet1t,beton,beurs,beurt,bevak,beval,bevek,bevel,beven,bever,bew1s,bezem,bezet,bezie,bezig,bezit,bidet,bidon,biels,biest,biets,bigot,b1bal,b1bel,b1een,b1kok,b1leg,b1les,b1pad,b1rol,b1ten,b1ter,b1tje,b1vak,b1val,b1weg,b1w1f,b1zet,b1z1n,b1zin,b1zit,b1zon,biker,bilan,bingo,binst,bisam,bitch,bivak,bizar,bizon,blaag,blaam,blaar,blaas,blank,blauw,bleef,bleek,blees,blein,bliek,bliep,blies,bl1de,bl1ft,blind,blink,blits,blode,bloed,bloei,bloem,bloes,blond,blonk,bloot,blues,bluts,board,bobby,bob1n,bocht,bodem,boden,bodes,boede,boers,boert,boete,bogen,bogey,bokje,bolle,bolus,bomen,bomer,bomig,bom1s,bomma,bompa,bongo,bonje,bonus,bonze,boord,boort,boost,boots,borat,borax,boren,borst,bosje,boson,bosui,botaf,botel,boten,boter,botje,botox,botte,boven,bowls,boxen,boxer,bozig,braaf,braai,braak,braam,brand,bravo,break,breed,breek,brein,brems,breuk,breve,brief,bries,br1en,brink,brits,broed,broei,broek,broer,broes,brons,brood,broom,broos,broze,bruid,bruin,bruis,bruto,bruut,buddy,bugel,buggy,buien,buiig,bunny,buren,buret,bur1n,burin,busje,buste,buurt,buxus,brabo,buten,bakra,brasa,briet,broge,busbo,biopt,berge,bogie
bl1er,20022,21120,20001,20000,20001,20001,20001,20001,20010,20000,21000,20000,20020,20022,20010,21020,20000,20000,20000,20000,20020,20020,20022,20010,21020,21010,21110,21000,21000,20000,20000,20010,20020,20000,20001,20021,20021,20001,20001,20011,20001,20020,20000,20000,20000,20020,20000,20000,20000,20020,20020,20000,20000,20010,20010,21010,20010,20010,20110,20010,20010,20010,20022,20010,20010,20010,20010,20022,20110,21020,21020,21010,20010,20020,20010,21010,20011,20021,21011,20011,20011,20020,20010,20010,21020,20020,20022,20110,20010,20011,20011,20010,21010,20020,21020,20020,20022,20110,20020,20020,20010,20010,20010,20020,20000,21010,20010,20010,20000,21100,21120,20120,20100,21120,21120,20100,21101,20120,20122,20110,20100,21100,20120,20100,20120,20100,20100,20100,20100,20022,21000,20000,20000,20000,20000,20000,20002,20000,22000,22000,22002,22000,22000,22000,22020,22020,22020,22010,22020,22020,22020,22210,22200,22000,22000,22000,22010,22020,22020,22020,22020,22000,22000,22000,22020,22000,20001,20000,20100,20000,20020,20020,20020,20010,20011,20011,20010,20020,20020,20010,21010,21000,20020,20022,20000,20100,20000,20000,20000,20010,20000,20010,20001,20001,20000,20000,20001,20001,20021,20001,20010,20000,20000,20000,21020,20020,20022,20010,20000,20010,20020,21000,20020,20022,20000,20001,20001,20001,20001,20001,20001,20011,20021,20021,20011,20011,20011,20011,20021,20021,20221,20001,20001,20021,20021,20021,20022,20021,20001,20001,20001,20001,20011,20001,20001,20001,20001,20001,20000,21020,20000,20020,20000,20000,20021,20021,20101,20001,20010,20010,20001,20000,20001,20020,20001,20001,20021,20011,20000,20000,20011,20010
bl1kt,20000,21100,20000,20000,20001,20000,20000,20000,20000,20010,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20010,20010,20011,21000,21000,21100,21000,21001,20000,20000,20000,20000,20000,20010,20000,20002,20010,20000,20000,20002,20000,20000,20001,20001,20001,20001,20011,20001,20002,20000,20000,20000,20002,20000,21000,20000,20002,20100,20000,20000,20000,20000,20000,20001,20000,20010,20010,20110,21000,21002,21000,20000,20000,20000,21000,20000,20000,21000,20000,20002,20000,20000,20001,21001,20001,20001,20102,20001,20000,20002,20010,21000,20010,21000,20000,20000,20100,20000,20002,20000,20000,20002,20002,20000,21000,20002,20001,20002,21100,21100,20100,20110,21100,21100,20100,21100,20101,20101,20101,20110,21100,20100,20100,20102,20100,20100,20102,20100,20010,21000,20000,20002,20000,20001,20010,20000,20000,22000,22000,22000,22000,22010,22000,22000,22010,22000,22000,22010,22000,22000,22200,22202,22000,22010,22001,22000,22000,22000,22000,22000,22000,22010,22002,22000,22001,20000,20000,20100,20002,20000,20000,20000,20000,20000,20002,20001,20000,20000,20010,21000,21000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20002,20002,20001,20002,20000,20000,20002,20000,20000,20000,20001,21001,20001,20001,20001,20001,20001,20000,21000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20010,20000,20010,20000,20000,20010,20000,20000,20000,20200,20010,20001,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20002,20000,21000,20000,20000,20000,20000,20000,20002,20100,20000,20000,20001,20002,20000,20000,20001,20010,20000,20002,20000,20000,20002,20000,20000
bl1st,20000,21100,20000,20010,20011,20010,20000,20010,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20010,20000,20000,20001,21000,21000,21100,21020,21011,20000,20010,20000,20000,20000,20000,20000,20002,20000,20000,20000,20022,20010,20010,20011,20001,20001,20001,20001,20001,20002,20000,20000,20000,20002,20000,21000,20000,20022,20100,20000,20000,20000,20000,20000,20011,20000,20000,20000,20100,21000,21002,21000,20000,20000,20000,21000,20000,20000,21000,20000,20022,20010,20010,20011,21001,20001,20001,20102,20001,20010,20002,20000,21000,20000,21000,20000,20000,20110,20000,20002,20000,20000,20002,20002,20000,21010,20022,20011,20002,21100,21100,20100,20100,21100,21110,20100,21100,20101,20101,20101,20100,21100,20100,20100,20102,20100,20100,20102,20100,20000,21000,20000,20022,20010,20001,20000,20000,20000,22000,22000,22000,22010,22000,22000,22000,22000,22010,22000,22000,22000,22010,22200,22202,22000,22000,22011,22000,22000,22000,22000,22010,22000,22000,22002,22010,22011,20000,20000,20100,20002,20000,20000,20010,20000,20010,20002,20001,20000,20000,20000,21000,21010,20000,20000,20000,20110,20000,20000,20000,20000,20010,20000,20000,20002,20022,20011,20002,20000,20000,20022,20010,20010,20010,20001,21001,20001,20001,20001,20001,20001,20000,21010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20010,20200,20000,20011,20000,20000,20000,20000,20010,20010,20000,20000,20010,20000,20000,20000,20010,20001,20002,20000,21000,20000,20000,20000,20000,20000,20002,20100,20000,20010,20011,20002,20010,20000,20001,20000,20020,20002,20000,20010,20002,20000,20000
blikt,20200,21000,20100,20000,20201,20000,20000,20000,20000,20010,21100,20000,20000,20000,20000,21000,20000,20000,20100,20000,20000,20010,20010,20011,21000,21100,21000,21000,21001,20000,20100,20000,20000,20000,20010,20000,20002,20010,20000,20000,20002,20000,20100,20001,20001,20001,20101,20111,20001,20002,20000,20100,20100,20002,20000,21000,20000,20002,20000,20100,20000,20200,20200,20200,20201,20000,20010,20010,20010,21000,21002,21000,20000,20000,20100,21000,20000,20000,21100,20100,20002,20000,20000,20001,21001,20001,20001,20002,20001,20000,20002,20010,21000,20010,21000,20000,20000,20000,20000,20002,20100,20100,20102,20102,20100,21100,20102,20101,20102,21000,21000,20000,20010,21000,21000,20000,21000,20001,20001,20001,20010,21000,20000,20000,20002,20000,20100,20102,20000,20110,21100,20100,20102,20100,20101,20110,20100,20100,22000,22000,22000,22000,22010,22000,22000,22010,22000,22100,22210,22200,22200,22000,22002,22200,22210,22201,22000,22000,22100,22000,22000,22000,22010,22002,22000,22001,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20001,20000,20000,20010,21000,21000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20002,20002,20001,20002,20000,20000,20002,20000,20000,20100,20001,21001,20001,20001,20001,20001,20001,20000,21000,20000,20000,20100,20000,20100,20010,20000,20000,20000,20010,20000,20010,20100,20000,20010,20000,20200,20200,20000,20210,20201,20000,20100,20010,20000,20000,20000,20000,20000,20000,20000,20100,20100,20100,20001,20002,20000,21000,20000,20200,20200,20000,20000,20002,20000,20100,20000,20001,20002,20000,20000,20001,20010,20000,20202,20000,20000,20102,20000,20100
blogs,20000,21000,20000,20101,20002,20022,20000,20002,20100,20100,21000,20100,20000,20000,20020,21010,20020,20110,20000,20100,20002,20000,20000,20000,21000,21000,21000,21001,21002,20000,20002,20000,20000,20100,20000,20000,20000,20100,20100,20000,20001,20001,20002,20001,20000,20000,20010,20000,20100,20000,20000,20010,20000,20000,20100,21000,20000,20001,20010,20010,20110,20000,20000,20020,20002,20010,20000,20000,20000,21010,21000,21000,20000,20000,20010,21000,20000,20000,21000,20000,20001,20001,20001,20001,21000,20000,20000,20000,20100,20002,20000,20000,21000,20000,21000,20000,20000,20002,20000,20000,20000,20010,20000,20000,20100,21002,20001,20002,20110,21000,21000,20000,20100,21010,21002,20000,21100,20000,20000,20000,20000,21000,20010,20000,20000,20000,20000,20000,20100,20000,21000,20120,20001,20001,20000,20000,20000,20100,22010,22000,22000,22002,22000,22000,22000,22000,22002,22000,22000,22000,22002,22000,22000,22000,22000,22002,22200,22200,22200,22200,22202,22200,22200,22200,22002,22002,20100,20100,20100,20100,20100,20100,20102,20100,20102,20100,20100,20110,20110,20100,21100,21102,20100,20100,20110,20102,20100,20100,20120,20100,20102,20100,20200,20200,20201,20202,20100,20100,20100,20101,20101,20101,20101,20100,21100,20100,20100,20100,20100,20100,20100,21102,20100,20100,20110,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20002,20200,20200,20200,20200,20202,20202,20200,20200,20202,20200,20000,20000,20002,20100,20000,20000,21010,20020,20000,20010,20000,20000,20000,20000,20000,20001,20001,20000,20002,20100,20000,20000,20001,20000,20220,20101,20200,20020,20110
blokt,20000,21000,20000,20100,20001,20000,20000,20000,20100,20110,21000,20100,20000,20000,20000,21000,20000,20100,20000,20100,20000,20010,20010,20011,21000,21000,21000,21000,21001,20000,20000,20000,20000,20100,20010,20000,20002,20110,20100,20000,20002,20000,20000,20001,20001,20001,20001,20011,20101,20002,20000,20000,20000,20002,20100,21000,20000,20002,20000,20000,20100,20000,20000,20000,20001,20000,20010,20010,20010,21000,21002,21000,20000,20000,20000,21000,20000,20000,21000,20000,20002,20000,20000,20001,21001,20001,20001,20002,20101,20000,20002,20010,21000,20010,21000,20000,20000,20000,20000,20002,20000,20000,20002,20002,20100,21000,20002,20001,20102,21000,21000,20000,20110,21000,21000,20000,21100,20001,20001,20001,20010,21000,20000,20000,20002,20000,20000,20002,20100,20010,21000,20100,20002,20000,20001,20010,20000,20100,22000,22000,22000,22000,22010,22000,22000,22010,22000,22000,22010,22000,22000,22000,22002,22000,22010,22001,22200,22200,22200,22200,22200,22200,22210,22202,22000,22001,20100,20100,20100,20102,20100,20100,20100,20100,20100,20102,20101,20100,20100,20110,21100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20200,20202,20202,20201,20102,20100,20100,20102,20100,20100,20100,20101,21101,20101,20101,20101,20101,20101,20100,21100,20100,20100,20100,20000,20000,20010,20000,20000,20100,20010,20000,20010,20000,20000,20010,20000,20000,20000,20000,20010,20001,20200,20200,20210,20200,20200,20200,20200,20200,20200,20200,20000,20000,20000,20101,20002,20000,21000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20001,20002,20000,20100,20001,20010,20000,20002,20200,20100,20202,20000,20100
bloos,20000,21000,20000,20101,20002,20002,20000,20002,20020,20020,21000,20020,20000,20000,20000,21000,20000,20100,20000,20100,20002,20000,20000,20000,21000,21000,21000,21001,21002,20000,20002,20000,20000,20100,20000,20000,20000,20020,20020,20000,20001,20001,20002,20001,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20020,21000,20000,20001,20000,20000,20020,20000,20000,20000,20002,20000,20000,20000,20000,21000,21000,21000,20000,20000,20000,21000,20000,20000,21000,20000,20001,20001,20001,20001,21000,20000,20000,20000,20020,20002,20000,20000,21000,20000,21000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20020,21002,20001,20002,20020,21000,21000,20000,20020,21000,21002,20000,21020,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20020,20000,21000,20100,20001,20001,20000,20000,20000,20020,22000,22000,22000,22002,22000,22000,22000,22000,22002,22000,22000,22000,22002,22000,22000,22000,22000,22002,22200,22200,22200,22200,22202,22200,22200,22220,22002,22002,20100,20100,20100,20100,20100,20100,20102,20100,20102,20100,20100,20100,20100,20100,21100,21102,20100,20100,20100,20102,20100,20100,20110,20100,20102,20100,20210,20210,20211,20212,20100,20100,20100,20101,20101,20121,20101,20100,21100,20100,20100,20100,20120,20100,20100,21102,20100,20100,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20002,20200,20200,20200,20200,20202,20202,20220,20220,20222,20200,20000,20000,20002,20100,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20002,20100,20000,20000,20001,20000,20200,20101,20200,20000,20100
blote,20001,21001,20000,20100,20020,20000,20000,20000,20102,20100,21000,20100,20001,20001,20002,21001,20000,20100,20000,20100,20001,20001,20001,20022,21001,21002,21002,21000,21020,20000,20000,20002,20001,20100,20000,20001,20011,20100,20100,20002,20010,20001,20000,20020,20010,20011,20010,20010,20110,20011,20001,20000,20000,20011,20101,21001,20001,20011,20001,20001,20101,20002,20001,20002,20021,20001,20001,20001,20001,21001,21011,21002,20002,20001,20001,21001,20002,20001,21001,20001,20011,20001,20002,20022,21011,20011,20011,20011,20111,20001,20011,20001,21001,20001,21001,20001,20001,20001,20001,20011,20002,20001,20011,20011,20100,21001,20011,20021,20110,21000,21001,20001,20100,21001,21001,20000,21100,20011,20011,20012,20000,21000,20001,20000,20011,20000,20000,20010,20100,20001,21000,20100,20010,20000,20010,20000,20000,20100,22000,22000,22000,22000,22000,22000,22001,22001,22001,22001,22001,22001,22001,22002,22010,22000,22000,22020,22202,22201,22201,22201,22201,22200,22200,22210,22001,22020,20100,20100,20100,20110,20101,20101,20101,20102,20101,20111,20122,20101,20101,20102,21102,21100,20101,20101,20100,20100,20100,20100,20100,20102,20100,20102,20200,20210,20210,20220,20110,20100,20101,20110,20102,20100,20100,20110,21111,20111,20111,20112,20110,20122,20101,21100,20101,20101,20100,20000,20000,20000,20000,20000,20100,20001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20000,20020,20201,20201,20201,20201,20201,20200,20200,20200,20200,20202,20000,20000,20000,20120,20010,20000,21001,20000,20001,20000,20000,20001,20011,20000,20000,20002,20022,20010,20000,20100,20011,20000,20000,20011,20202,20100,20210,20002,20102
blouw,20000,21000,20000,20100,20000,20010,20000,20000,20100,20100,21000,20100,20000,20000,20000,21000,20000,20100,20000,20100,20000,20000,20000,20000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20100,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20100,21000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,20000,20000,20000,21020,20000,20000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20100,20010,20010,20000,21000,20000,21000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20100,21000,20000,20000,20100,21000,21000,20000,20100,21000,21000,20000,21100,20000,20000,20000,20000,21000,20001,20001,20000,20000,20000,20000,20100,20000,21000,20100,20000,20000,20000,20000,20000,20100,22000,22000,22000,22000,22000,22022,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22200,22200,22200,22200,22200,22200,22200,22200,22010,22010,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,21120,20100,20100,20100,20100,20100,20100,20100,20100,20120,20100,20200,20200,20200,20200,20100,20100,20100,20100,20100,20100,20120,20100,21100,20100,20100,20100,20100,20100,20100,21101,20100,20100,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20200,20200,20200,20200,20200,20200,20200,20200,20200,20200,20010,20010,20010,20110,20020,20010,21010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20020,20100,20010,20000,20000,20000,20200,20110,20200,20000,20100
bluft,20000,21000,20000,20000,20001,20200,20000,20000,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20001,21000,21000,21000,21000,21001,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20001,20001,20001,20001,20001,20001,20002,20000,20000,20000,20002,20000,21000,20000,20002,20000,20000,20000,20000,20000,20000,20001,20000,20010,20000,20000,21000,21002,21000,20000,20000,20000,21100,20000,20000,21000,20000,20002,20010,20000,20001,21001,20001,20001,20002,20001,20200,20202,20000,21000,20000,21000,20000,20000,20000,20000,20002,20000,20000,20002,20002,20000,21000,20002,20001,20002,21000,21000,20000,20000,21000,21000,20000,21000,20001,20001,20001,20000,21000,20000,20010,20002,20000,20000,20002,20000,20000,21000,20000,20002,20000,20001,20000,20000,20000,22000,22000,22000,22000,22000,22100,22010,22000,22000,22000,22000,22000,22000,22000,22022,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22002,22200,22201,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20001,20000,20000,20000,21000,21100,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20002,20002,20001,20002,20000,20000,20002,20000,20000,20100,20011,21001,20001,20001,20001,20001,20001,20000,21000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20010,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20201,20202,20100,21100,20100,20100,20100,20100,20100,20102,20100,20100,20100,20101,20202,20100,20000,20101,20000,20000,20002,20000,20100,20002,20000,20000
blust,20000,21000,20000,20010,20011,20210,20000,20010,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20010,20000,20000,20001,21000,21000,21000,21020,21011,20000,20010,20000,20000,20000,20000,20000,20002,20000,20000,20000,20022,20010,20010,20011,20001,20001,20001,20001,20001,20002,20000,20000,20000,20002,20000,21000,20000,20022,20000,20000,20000,20000,20000,20000,20011,20000,20000,20000,20000,21000,21002,21000,20000,20000,20000,21100,20000,20000,21000,20000,20022,20010,20010,20011,21001,20001,20001,20002,20001,20210,20202,20000,21000,20000,21000,20000,20000,20010,20000,20002,20000,20000,20002,20002,20000,21010,20022,20011,20002,21000,21000,20000,20000,21000,21010,20000,21000,20001,20001,20001,20000,21000,20000,20000,20002,20000,20000,20002,20000,20000,21000,20000,20022,20010,20001,20000,20000,20000,22000,22000,22000,22010,22000,22100,22000,22000,22010,22000,22000,22000,22010,22000,22002,22000,22000,22011,22000,22000,22000,22000,22010,22000,22000,22002,22210,22211,20000,20000,20000,20002,20000,20000,20010,20000,20010,20002,20001,20000,20000,20000,21000,21110,20000,20000,20000,20010,20000,20000,20000,20000,20110,20000,20000,20002,20022,20011,20002,20000,20000,20022,20010,20010,20110,20001,21001,20001,20001,20001,20001,20001,20000,21010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20100,20000,20000,20010,20000,20000,20011,20000,20000,20000,20000,20010,20010,20000,20000,20010,20000,20200,20200,20210,20201,20202,20100,21100,20100,20100,20100,20100,20100,20102,20100,20100,20110,20111,20202,20110,20000,20101,20000,20020,20002,20000,20110,20002,20000,20000
bobde,20001,20201,20000,22000,20000,20000,20010,20000,21202,21200,20000,21000,20011,20011,20012,20001,20000,21000,20000,21000,20001,20001,20001,20002,20001,20002,20002,20000,20000,20100,20000,20022,20001,21000,20000,20001,20001,21000,21000,20002,20000,20001,20000,20000,20000,20001,20000,20000,21000,20001,20001,20000,20000,20001,21201,20011,20011,20001,20001,20001,21001,20022,20001,20002,20001,20001,20001,20001,20001,20001,20001,20002,20022,20001,20001,20001,20022,20001,20001,20001,20001,20001,20002,20002,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20011,21010,20001,20001,20001,21000,20200,20201,20001,21000,20001,20001,20010,21000,20001,20001,20002,20000,20000,20001,20000,20001,20000,20000,20000,21000,20001,20000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,20022,20000,20010,20000,20000,21022,21011,21001,21001,21001,21010,21000,21000,20001,20000,22010,22200,22200,22000,22011,22011,22011,22022,22001,22001,22002,22001,22001,22002,22002,22000,22001,22001,22000,22000,22000,22000,22000,22002,22000,22002,22010,22000,22000,22000,22000,22000,22001,22000,22002,22000,22000,22000,22001,22001,22001,22002,22000,22002,22001,22000,22001,22001,22000,20000,20000,20000,20000,20010,21000,20001,20011,20001,20001,20001,20001,20002,20001,20001,20001,20000,20000,21011,21001,21001,21001,21001,21000,21010,21000,21000,21002,20010,20000,20000,21000,20000,20020,20001,20000,20001,20000,20000,20001,20001,20000,20000,20002,20002,20000,20000,21100,20001,20000,20000,20001,21002,21100,21000,20002,22002
boeit,20110,20100,20010,22000,20011,20000,20000,20000,21100,21000,20020,21000,20100,20100,20100,20100,20000,21000,20010,21000,20100,20100,20100,20101,20100,20120,20100,20000,20001,20000,20020,20100,20100,21000,20000,20100,20102,21000,21000,20100,20002,20100,20020,20001,20001,20101,20021,20021,21001,20102,20100,20020,20020,20102,21100,20200,20200,20202,20100,20120,21100,20110,20110,20110,20111,20100,20100,20100,20100,20100,20102,20100,20100,20100,20120,20100,20100,20100,20120,20120,20102,20100,20100,20101,20101,20101,20101,20102,21101,20100,20102,20100,20100,20100,20100,20100,20100,20100,20100,20102,20120,20120,20122,20112,21010,20210,20212,20211,21012,20000,20100,20200,21000,20100,20100,20000,21000,20101,20101,20101,20000,20000,20100,20000,20102,20000,20020,20022,21000,20110,20010,21010,20012,20010,20011,20010,20010,21010,20000,20000,20000,20000,20000,20000,20200,20200,20200,20220,20110,20110,20110,20100,20002,20010,20010,20011,21100,21100,21110,21100,21100,21000,21000,21002,20100,20001,22000,22000,22000,22002,22100,22100,22100,22200,22200,22202,22201,22100,22100,22100,22100,22000,22100,22100,22020,22000,22000,22000,22000,22100,22000,22100,22000,22002,22002,22001,22002,22000,22100,22002,22100,22000,22010,22001,22101,22101,22101,22101,22001,22101,22100,22000,22100,22100,22020,20000,20010,20000,20000,20000,21000,20200,20200,20200,20220,20200,20200,20200,20110,20110,20100,20010,20011,21100,21110,21100,21100,21100,21000,21000,21000,21000,21100,20020,20020,20020,21001,20002,20000,20100,20000,20110,20020,20000,20100,20102,20000,20020,20100,20101,20002,20000,21000,20101,20000,20000,20112,21100,21000,21012,20100,22120
