Guess,riagg,rooms,rabat,rabbi,racen,racer,radar,raden,rader,rad1s,radio,radix,radja,radon,rafel,ragen,rakel,raken,raket,rally,rambo,ramee,ramen,ramin,ramsj,ranch,range,ranja,rapen,rappe,rapte,rasta,ratel,ratio,raven,rav1n,rayon,razen,reaal,ready,realo,rebbe,rebel,rebus,reces,recht,recto,reden,reder,reeds,reeks,reeuw,regel,regen,regie,regio,reien,reiki,reine,rekel,reken,rekke,relax,remix,renen,renet,rente,repel,repen,repro,resem,reset,reten,retor,retro,reuma,reuze,reven,revue,rezen,riant,ribbe,ribes,r1dek,r1den,r1der,r1gen,r1ken,r1kop,r1les,r1men,r1nse,r1pad,r1pen,r1pte,r1ten,r1t1d,r1tje,r1vak,r1ven,r1weg,r1zen,r1zig,rioja,riool,risee,ritme,ritus,rivet,rob1n,robot,roden,rodeo,roede,roest,rogge,roken,roker,roman,romen,romer,romig,ronde,rondo,rooie,rooms,rotan,roten,rotje,rotor,rotte,rouge,route,roven,rover,rozen,rozet,rozig,roz1n,ruche,rugby,ruide,ruien,rul1s,rumba,ruste,ruwen,ruwte,ruzie,r1mer,riziv,riyal,r1bak,r1hal,r1l1n,r1dag,rowan
rapst,21000,20010,22002,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22020,22000,22000,22000,22200,22200,22201,22011,22001,22001,22000,22000,22000,22000,21000,21000,21000,20000,20000,20010,20010,20002,20001,20000,20000,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20001,20200,20200,20200,20010,20012,20001,20001,20001,21000,20000,20000,20000,20000,21002,20000,20010,20000,20000,20000,20000,20000,20100,20010,20000,20020,21200,20200,20201,20001,20001,20001,21000,20000,20000,20000,20000,21000,20000,20010,20001,20011,20002,20000,20002,20000,20000,20000,20022,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20010,21001,20001,20001,20001,20001,20000,20001,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20010,21000,20011,20000,20001,20000,20000,20000,21000,21000,21000,20000,21000,21000
raspt,21000,20100,22002,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22100,22000,22000,22000,22010,22020,22011,22201,22001,22001,22000,22000,22000,22000,21000,21000,21000,20000,20000,20100,20100,20002,20001,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20001,20010,20010,20010,20200,20202,20001,20001,20001,21000,20000,20000,20000,20000,21002,20000,20100,20000,20000,20000,20000,20000,20010,20100,20000,20100,21010,20010,20011,20001,20001,20001,21000,20000,20000,20000,20000,21000,20000,20200,20001,20101,20002,20000,20002,20000,20000,20000,20102,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20100,21001,20001,20001,20001,20001,20000,20001,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20100,21000,20201,20000,20001,20000,20000,20000,21000,21000,21000,20000,21000,21000
rasse,21000,20100,22000,22000,22001,22001,22000,22001,22001,22100,22000,22000,22000,22000,22001,22001,22001,22001,22001,22000,22000,22002,22001,22000,22020,22000,22002,22000,22001,22002,22002,22200,22001,22000,22001,22000,22000,22001,21001,21001,21001,20002,20001,20101,20101,20001,20001,20001,20001,20101,20101,20001,20001,20001,20002,20001,20001,20001,20002,20001,20001,20002,21001,20001,20001,20001,20002,20001,20001,20001,20201,20201,20001,20001,20001,21001,20002,20001,20002,20001,21000,20002,20101,20001,20001,20001,20001,20001,20000,20101,20001,20022,21000,20001,20002,20001,20000,20002,21000,20001,20001,20001,20000,21000,20000,20202,20002,20100,20001,20000,20000,20001,20001,20002,20021,20002,20001,20001,21000,20001,20001,20000,20002,20000,20002,20100,21000,20001,20002,20000,20002,20002,20002,20001,20001,20001,20001,20000,20000,20002,20000,20002,20001,20100,21000,20202,20001,20002,20002,20001,20000,21000,21000,21000,20000,21000,21000
raten,21000,20000,22100,22000,22022,22020,22000,22022,22020,22000,22000,22000,22000,22002,22020,22022,22020,22022,22120,22000,22000,22020,22022,22002,22000,22001,22011,22001,22022,22010,22110,22100,22220,22200,22022,22002,22002,22022,21010,21010,21010,20010,20020,20010,20020,20110,20110,20022,20020,20010,20010,20010,20020,20022,20010,20010,20022,20010,20011,20020,20022,20010,21010,20010,20022,20121,20111,20020,20022,20010,20020,20120,20222,20210,20210,21010,20010,20022,20010,20022,21101,20010,20020,20020,20022,20020,20022,20022,20000,20020,20022,20011,21000,20022,20110,20222,20200,20210,21000,20022,20020,20022,20000,21000,20000,20020,20210,20200,20120,20002,20100,20022,20020,20010,20110,20010,20022,20020,21002,20022,20020,20000,20011,20001,20010,20000,21202,20222,20210,20200,20210,20010,20110,20022,20020,20022,20120,20000,20002,20010,20000,20010,20022,20000,21000,20110,20022,20110,20010,20020,20000,21000,21000,21000,20002,21000,21002
ratst,21000,20010,22002,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22100,22110,22200,22200,22000,22000,22000,22000,21000,21000,21000,20000,20000,20010,20010,20002,20100,20000,20000,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20100,20000,20000,20000,20010,20012,20200,20200,20200,21000,20000,20000,20000,20000,21002,20000,20010,20000,20000,20000,20000,20000,20000,20010,20000,20020,21000,20000,20100,20200,20200,20200,21000,20000,20000,20000,20000,21000,20000,20010,20200,20210,20002,20000,20002,20000,20000,20000,20022,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20010,21200,20200,20200,20200,20201,20000,20100,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20010,21000,20110,20000,20100,20000,20000,20000,21000,21000,21000,20000,21000,21000
ratte,21000,20000,22100,22000,22001,22001,22000,22001,22001,22000,22000,22000,22000,22000,22001,22001,22001,22001,22101,22000,22000,22002,22001,22000,22000,22000,22002,22000,22001,22002,22022,22020,22201,22200,22001,22000,22000,22001,21001,21001,21001,20002,20001,20001,20001,20101,20021,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20002,20001,20001,20002,21001,20001,20001,20101,20022,20001,20001,20001,20001,20101,20201,20201,20201,21001,20002,20001,20002,20001,21100,20002,20001,20001,20001,20001,20001,20001,20000,20001,20001,20002,21000,20001,20022,20201,20200,20202,21000,20001,20001,20001,20000,21000,20000,20002,20202,20200,20101,20000,20100,20001,20001,20002,20101,20002,20001,20001,21000,20001,20001,20000,20002,20000,20002,20000,21200,20201,20202,20200,20222,20002,20022,20001,20001,20001,20101,20000,20000,20002,20000,20002,20001,20000,21000,20022,20001,20022,20002,20001,20000,21000,21000,21000,20000,21000,21000
rauwe,21000,20000,22000,22000,22001,22001,22000,22001,22001,22000,22000,22000,22000,22000,22001,22001,22001,22001,22001,22000,22000,22002,22001,22000,22000,22000,22002,22000,22001,22002,22002,22000,22001,22000,22001,22000,22000,22001,21001,21001,21001,20002,20001,20101,20001,20001,20001,20001,20001,20001,20001,20111,20001,20001,20002,20001,20001,20001,20002,20001,20001,20002,21001,20001,20001,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,21201,20202,20001,20102,20001,21000,20002,20001,20001,20001,20001,20001,20001,20000,20001,20001,20002,21000,20001,20002,20001,20000,20002,21000,20001,20011,20001,20000,21000,20000,20002,20002,20100,20001,20000,20000,20001,20001,20002,20001,20002,20001,20001,21000,20001,20001,20000,20002,20000,20002,20000,21000,20001,20002,20000,20002,20202,20202,20001,20001,20001,20001,20000,20000,20102,20100,20102,20101,20100,21100,20102,20111,20112,20102,20001,20000,21000,21000,21000,20000,21000,21010
ravot,21000,20010,22002,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22020,22000,22000,22000,22000,22002,22000,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22001,22001,22011,22200,22200,22020,22000,21000,21000,21010,20000,20000,20000,20000,20002,20011,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,21000,20000,20000,20002,20001,20000,20000,20010,20000,20002,20001,20021,20011,21000,20000,20200,20200,20000,21002,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,21000,20000,20001,20001,20001,20001,21200,20200,20000,20000,20000,21010,20020,20000,20001,20001,20202,20010,20022,20010,20010,20010,20012,20010,20010,20010,21010,20010,20010,20010,20010,20010,20010,20010,21011,20011,20011,20021,20011,20010,20011,20210,20210,20010,20012,20010,20010,20000,20000,20000,20000,20000,21000,20001,20000,20001,20000,20000,20100,21000,21000,21000,20000,21000,21010
recta,20001,20000,20011,20001,21201,21201,20001,21001,21001,20001,20001,20001,20002,20001,21001,21001,21001,21001,21011,20001,20001,21001,21001,20001,20001,20101,21001,20002,21001,21001,21021,20022,21011,20011,21001,20001,20001,21001,22001,22001,22001,22000,22000,22000,22200,22210,22220,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22010,22020,22000,22000,22000,22000,22010,22010,22010,22010,22002,22000,22000,22000,22000,20011,21000,21000,21000,21000,21000,21000,21000,20000,21000,21000,21000,20001,21000,21020,21010,20010,21010,20001,21000,21000,21000,20000,20002,20000,21000,21010,20010,21010,20000,20010,21000,21000,21000,21010,21000,21000,21000,20001,21000,21000,20000,21000,20000,21000,20000,20011,21010,21010,20010,21020,21000,21020,21000,21000,21000,21010,20000,20000,21200,20000,21000,21000,20000,20002,21020,21000,21020,21000,21000,20000,20001,20001,20001,20000,20001,20001
redde,20000,20000,20000,20000,21000,21000,20200,21200,21200,20200,20200,20200,20200,20200,21000,21000,21000,21000,21000,20000,20000,21002,21000,20000,20000,20000,20002,20000,21000,20002,20002,20000,21000,20000,21000,20000,20000,21000,22000,22020,22000,22002,22001,22000,22001,22000,22000,22201,22201,22021,22001,22001,22001,22001,22002,22000,22001,22000,22002,22001,22001,22002,22000,22000,22001,22001,22002,22001,22001,22000,22001,22001,22001,22000,22000,22000,22002,22001,22002,22001,20000,20002,21000,21200,21200,21200,21000,21000,20000,21000,21000,20002,20100,21000,20002,21000,20100,20002,20000,21000,21000,21000,20000,20000,20000,21002,20002,20000,21000,20000,20000,21200,21200,21022,21000,20002,21000,21000,20000,21000,21000,20000,20022,20020,20002,20000,20000,21000,20002,20000,20002,20002,20002,21000,21000,21000,21000,20000,20000,20002,20000,20022,21000,20000,20000,20002,21000,20002,20002,21000,20000,20000,20000,20000,20000,20200,20000
redes,20000,20002,20000,20000,20020,20020,20200,20220,20220,20202,20200,20200,20200,20200,20020,20020,20020,20020,20020,20000,20000,21020,20020,20000,20001,20000,21000,20000,20020,21000,21000,20001,20020,20000,20020,20000,20000,20020,22000,22100,22000,22010,22020,22002,22022,22000,22000,22220,22220,22112,22012,22010,22020,22020,22010,22000,22020,22000,22010,22020,22020,22010,22000,22000,22020,22020,22010,22020,22020,22000,22021,22021,22020,22000,22000,22000,22010,22020,22010,22020,20000,21000,20022,20220,20220,20220,20020,20020,20000,20022,20020,21001,20100,20020,21000,20020,20100,21000,20000,20020,20020,20020,20000,20000,20000,21021,21000,20002,20020,20000,20000,20220,20220,21110,21001,21000,20020,20020,20000,20020,20020,20000,21100,20100,21000,20002,20000,20020,21000,20000,21000,21000,21000,20020,20020,20020,20020,20000,20000,21000,20000,21100,20020,20002,20000,21001,20020,21000,21000,20020,20000,20000,20000,20000,20000,20200,20000
reeft,20000,20000,20002,20000,21000,21000,20000,21000,21000,20000,20000,20000,20000,20000,21010,21000,21000,21000,21002,20000,20000,21100,21000,20000,20000,20000,21000,20000,21000,21000,21001,20001,21001,20001,21000,20000,20000,21000,22000,22000,22000,22100,22100,22000,22100,22002,22001,22100,22100,22200,22200,22200,22100,22100,22100,22000,22100,22000,22100,22100,22100,22100,22000,22000,22100,22102,22101,22100,22100,22000,22100,22102,22101,22001,22001,22000,22100,22100,22100,22100,20002,21000,21000,21000,21000,21000,21000,21000,20000,21000,21000,21000,20000,21000,21001,21001,20001,21001,20000,21000,21000,21000,20000,20000,20000,21100,21001,20001,21002,20000,20002,21000,21000,21200,20202,21000,21000,21000,20000,21000,21000,20000,21000,20000,21000,20000,20001,21001,21001,20001,21001,21000,21001,21000,21000,21000,21002,20000,20000,21000,20000,21000,21000,20000,20000,21001,21000,21001,21000,21000,20000,20000,20000,20000,20000,20000,20000
reent,20000,20000,20002,20000,21010,21000,20000,21010,21000,20000,20000,20000,20000,20010,21000,21010,21000,21010,21002,20000,20000,21100,21010,20010,20000,20010,21010,20010,21010,21000,21001,20001,21001,20001,21010,20010,20010,21010,22000,22000,22000,22100,22100,22000,22100,22002,22001,22110,22100,22200,22200,22200,22100,22110,22100,22000,22110,22000,22120,22100,22110,22100,22000,22000,22110,22112,22111,22100,22110,22000,22100,22102,22111,22001,22001,22000,22100,22110,22100,22110,20022,21000,21000,21000,21010,21000,21010,21010,20000,21000,21010,21010,20000,21010,21001,21011,20001,21001,20000,21010,21000,21010,20000,20000,20000,21100,21001,20001,21002,20010,20002,21010,21000,21200,20202,21000,21010,21000,20010,21010,21000,20000,21010,20010,21000,20000,20011,21011,21001,20001,21001,21000,21001,21010,21000,21010,21002,20000,20010,21000,20000,21000,21010,20000,20000,21001,21010,21001,21000,21000,20000,20000,20000,20000,20010,20000,20010
reept,20000,20000,20002,20000,21000,21000,20000,21000,21000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21002,20000,20000,21100,21000,20000,20000,20000,21000,20000,21010,21020,21011,20001,21001,20001,21000,20000,20000,21000,22000,22000,22000,22100,22100,22000,22100,22002,22001,22100,22100,22200,22200,22200,22100,22100,22100,22000,22100,22000,22100,22100,22100,22100,22000,22000,22100,22102,22101,22110,22110,22010,22100,22102,22101,22001,22001,22000,22100,22100,22100,22100,20002,21000,21000,21000,21000,21000,21000,21000,20010,21000,21000,21000,20010,21010,21011,21001,20001,21001,20000,21000,21000,21000,20000,20000,20000,21100,21001,20001,21002,20000,20002,21000,21000,21200,20202,21000,21000,21000,20000,21000,21000,20000,21000,20000,21000,20000,20001,21001,21001,20001,21001,21000,21001,21000,21000,21000,21002,20000,20000,21000,20000,21000,21000,20000,20000,21001,21000,21001,21000,21000,20000,20000,20000,20000,20000,20000,20000
regde,20100,20000,20000,20000,21000,21000,20010,21010,21010,20010,20010,20010,20010,20010,21000,21200,21000,21000,21000,20000,20000,21002,21000,20000,20000,20000,20102,20000,21000,20002,20002,20000,21000,20000,21000,20000,20000,21000,22000,22020,22000,22002,22001,22000,22001,22000,22000,22011,22011,22021,22001,22001,22201,22201,22202,22200,22001,22000,22002,22001,22001,22002,22000,22000,22001,22001,22002,22001,22001,22000,22001,22001,22001,22000,22000,22000,22002,22001,22002,22001,20000,20002,21000,21010,21010,21010,21200,21000,20000,21000,21000,20002,20010,21000,20002,21000,20010,20002,20000,21000,21100,21000,20100,20000,20000,21002,20002,20000,21000,20000,20000,21010,21010,21022,21000,20202,21000,21000,20000,21000,21000,20100,20022,20020,20002,20000,20000,21000,20002,20000,20002,20102,20002,21000,21000,21000,21000,20100,20000,20002,20200,20022,21000,20000,20000,20002,21000,20002,20002,21000,20000,20000,20000,20000,20000,20110,20000
reide,20100,20000,20000,20100,21000,21000,20010,21010,21010,20010,20110,20110,20010,20010,21000,21000,21000,21000,21000,20000,20000,21002,21000,20100,20000,20000,20002,20000,21000,20002,20002,20000,21000,20100,21000,20000,20000,21000,22000,22020,22000,22002,22001,22000,22001,22000,22000,22011,22011,22021,22001,22001,22001,22001,22102,22100,22201,22200,22202,22001,22001,22002,22000,22100,22001,22001,22002,22001,22001,22000,22001,22001,22001,22000,22000,22000,22002,22001,22002,22001,20100,20102,21100,21010,21010,21010,21000,21000,20000,21000,21000,20002,20010,21000,20002,21000,20010,20002,20000,21000,21000,21000,20100,20100,20100,21102,20102,20100,21100,20000,20000,21010,21010,21022,21000,20002,21000,21000,20000,21000,21000,20100,20022,20020,20102,20000,20000,21000,20002,20000,20002,20002,20002,21000,21000,21000,21000,20100,20000,20002,20000,20222,21200,20000,20000,20002,21000,20002,20102,21000,20100,20100,20000,20000,20000,20010,20000
reikt,20100,20000,20002,20100,21000,21000,20000,21000,21000,20000,20100,20100,20000,20000,21000,21000,21010,21010,21012,20000,20000,21000,21000,20100,20000,20000,21000,20000,21000,21000,21001,20001,21001,20101,21000,20000,20000,21000,22000,22000,22000,22000,22000,22000,22000,22002,22001,22000,22000,22000,22020,22000,22000,22000,22100,22100,22200,22220,22200,22010,22010,22020,22000,22100,22000,22002,22001,22000,22000,22000,22000,22002,22001,22001,22001,22000,22000,22000,22000,22000,20102,21100,21100,21010,21000,21000,21000,21010,20010,21000,21000,21000,20000,21000,21001,21001,20001,21001,20010,21000,21000,21000,20100,20100,20100,21100,21101,20101,21102,20000,20002,21000,21000,21000,21002,21000,21010,21010,20000,21000,21000,20100,21000,20000,21100,20000,20001,21001,21001,20001,21001,21000,21001,21000,21000,21000,21002,20100,20000,21000,20000,21200,21200,20000,20000,21001,21000,21001,21100,21000,20100,20100,20010,20000,20000,20000,20000
reilt,20100,20000,20002,20100,21000,21000,20000,21000,21000,20000,20100,20100,20000,20000,21010,21000,21010,21000,21002,20020,20000,21000,21000,20100,20000,20000,21000,20000,21000,21000,21001,20001,21011,20101,21000,20000,20000,21000,22010,22000,22020,22000,22010,22000,22000,22002,22001,22000,22000,22000,22000,22000,22010,22000,22100,22100,22200,22200,22200,22010,22000,22000,22010,22100,22000,22002,22001,22010,22000,22000,22000,22002,22001,22001,22001,22000,22000,22000,22000,22000,20102,21100,21100,21000,21000,21000,21000,21000,20000,21010,21000,21000,20000,21000,21001,21001,20001,21001,20000,21000,21000,21000,20100,20100,20110,21100,21101,20101,21102,20000,20002,21000,21000,21000,21002,21000,21000,21000,20000,21000,21000,20100,21000,20000,21100,20000,20001,21001,21001,20001,21001,21000,21001,21000,21000,21000,21002,20100,20000,21000,20000,21200,21200,20010,20000,21001,21000,21001,21100,21000,20100,20110,20000,20010,20010,20000,20000
reist,20100,20010,20002,20100,21000,21000,20000,21000,21000,20010,20100,20100,20000,20000,21000,21000,21000,21000,21002,20000,20000,21000,21000,20100,20020,20000,21000,20000,21000,21000,21001,20011,21001,20101,21000,20000,20000,21000,22000,22000,22000,22000,22000,22010,22010,22002,22001,22000,22000,22010,22010,22000,22000,22000,22100,22100,22200,22200,22200,22000,22000,22000,22000,22100,22000,22002,22001,22000,22000,22000,22010,22012,22001,22001,22001,22000,22000,22000,22000,22000,20102,21100,21110,21000,21000,21000,21000,21000,20000,21010,21000,21020,20000,21000,21001,21001,20001,21001,20000,21000,21000,21000,20100,20100,20100,21110,21101,20111,21102,20000,20002,21000,21000,21000,21022,21000,21000,21000,20000,21000,21000,20100,21000,20000,21100,20010,20001,21001,21001,20001,21001,21000,21001,21000,21000,21000,21002,20100,20000,21000,20000,21200,21200,20010,20000,21011,21000,21001,21100,21000,20100,20100,20000,20000,20000,20000,20000
rekje,20000,20000,20000,20000,21000,21000,20000,21000,21000,20000,20000,20000,20020,20000,21000,21000,21200,21200,21200,20000,20000,21002,21000,20000,20010,20000,20002,20020,21000,20002,20002,20000,21000,20000,21000,20000,20000,21000,22000,22000,22000,22002,22001,22000,22001,22000,22000,22001,22001,22001,22101,22001,22001,22001,22002,22000,22001,22100,22002,22201,22201,22202,22000,22000,22001,22001,22002,22001,22001,22000,22001,22001,22001,22000,22000,22000,22002,22001,22002,22001,20000,20002,21000,21100,21000,21000,21000,21200,20200,21000,21000,20002,20000,21000,20002,21000,20000,20022,20100,21000,21000,21000,20000,20020,20000,21002,20002,20000,21000,20000,20000,21000,21000,21002,21000,20002,21200,21200,20000,21000,21000,20000,20002,20000,20002,20000,20000,21000,20022,20000,20002,20002,20002,21000,21000,21000,21000,20000,20000,20002,20000,20002,21000,20000,20000,20002,21000,20002,20002,21000,20000,20000,20100,20000,20000,20000,20000
rekte,20000,20000,20010,20000,21000,21000,20000,21000,21000,20000,20000,20000,20000,20000,21000,21000,21200,21200,21210,20000,20000,21002,21000,20000,20000,20000,20002,20000,21000,20002,20022,20020,21010,20010,21000,20000,20000,21000,22000,22000,22000,22002,22001,22000,22001,22010,22020,22001,22001,22001,22101,22001,22001,22001,22002,22000,22001,22100,22002,22201,22201,22202,22000,22000,22001,22011,22022,22001,22001,22000,22001,22011,22011,22010,22010,22000,22002,22001,22002,22001,20010,20002,21000,21100,21000,21000,21000,21200,20200,21000,21000,20002,20000,21000,20022,21010,20010,20012,20100,21000,21000,21000,20000,20000,20000,21002,20012,20010,21010,20000,20010,21000,21000,21002,21010,20002,21200,21200,20000,21000,21000,20000,20002,20000,20002,20000,20010,21010,20012,20010,20022,20002,20022,21000,21000,21000,21010,20000,20000,20002,20000,20002,21000,20000,20000,20022,21000,20022,20002,21000,20000,20000,20100,20000,20000,20000,20000
