Guess,lapse,lat1n,leeuw,laaie,laars,label,laden,lader,lagen,lager,lakei,laken,lamel,lamet,lamme,lands,lange,langs,lapel,laren,large,largo,larie,larve,laser,lasso,laste,latei,laten,later,latex,lat1n,latuw,lavas,laven,lavet,lazen,lazer,lease,lebbe,leden,leder,ledig,leers,leest,leeuw,legen,leger,leges,legio,leien,leken,lelie,lel1k,lemen,lemma,lende,lenen,lener,lenig,lente,lento,lenze,lepel,lepra,leren,lesbo,leste,leute,leuze,leven,lever,lezen,lezer,liaan,liane,libel,licht,lieve,l1den,l1der,l1fje,l1ken,l1kwa,l1men,l1mer,l1mig,l1nen,l1ven,l1vig,l1zen,l1zig,liman,limbo,limes,limit,linde,linie,links,linze,lipje,liter,litho,lobby,locus,loden,loens,logee,logen,logos,loipe,loken,loket,lokus,lolly,lomig,lonen,loods,loops,lopen,loper,lorre,loser,losse,loten,lotje,lotto,lotus,loven,lover,lozen,lucht,luide,luien,luier,lullo,lumme,lunch,lunet,lupus,lutje,luwen,luwte,lycra,lymfe,lysol,lumen,level
leidt,21000,20001,22000,21100,20000,21000,21010,21010,21000,21000,21100,21000,21000,21002,21000,20020,21000,20000,21000,21000,21000,20000,21100,21000,21000,20000,21001,21101,21001,21001,21001,20001,20001,20000,21000,21002,21000,21000,22000,22000,22010,22010,22110,22000,22002,22000,22000,22000,22000,22100,22200,22000,22100,22000,22000,22000,22020,22000,22000,22100,22001,22001,22000,22000,22000,22000,22000,22001,22001,22000,22000,22000,22000,22000,20100,21100,21100,20102,21100,21010,21010,21000,21000,20000,21000,21000,20100,21000,21000,20100,21000,20100,20100,20100,21100,20102,21120,21100,20100,21100,21100,21101,20101,20000,20000,21010,21000,21000,21000,20000,21200,21000,21002,20000,20000,20100,21000,20020,20000,21000,21000,21000,21000,21000,21001,21001,20001,20001,21000,21000,21000,20002,21220,21200,21200,20000,21000,20000,21002,20000,21001,21000,21001,20000,21000,20000,21000,22000
lekke,20002,20000,22001,20002,20000,21000,21000,21000,21000,21000,21200,21200,21000,21000,20002,20000,20002,20000,21000,21000,20002,20000,20002,20002,21000,20000,20002,21000,21000,21000,21000,20000,20000,20000,21000,21000,21000,21000,22002,22002,22001,22001,22000,22001,22001,22001,22001,22001,22001,22000,22001,22201,22002,22100,22001,22000,22002,22001,22001,22000,22002,22000,22002,22001,22000,22001,22000,22002,22002,22002,22001,22001,22001,22001,20000,20002,21000,20000,21002,21000,21000,20002,21200,20200,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21000,20000,20002,20002,20020,20002,20002,21000,20000,20000,20000,21000,21000,21002,21000,20000,20002,21200,21200,20200,20000,20000,21000,20000,20000,21000,21000,20002,21000,20002,21000,20002,20000,20000,21000,21000,21000,20000,20002,21000,21000,20000,20002,20000,21000,20000,20002,21000,20002,20000,20002,20000,21000,22001
lekst,21020,20001,22000,21000,20010,21000,21000,21000,21000,21000,21200,21200,21000,21002,21000,20010,21000,20010,21000,21000,21000,20000,21000,21000,21010,20020,21011,21001,21001,21001,21001,20001,20001,20010,21000,21002,21000,21000,22020,22000,22000,22000,22000,22010,22022,22000,22000,22000,22010,22000,22000,22200,22000,22100,22000,22000,22000,22000,22000,22000,22001,22001,22000,22000,22000,22000,22010,22011,22001,22000,22000,22000,22000,22000,20000,21000,21000,20002,21000,21000,21000,21000,21200,20200,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21010,20002,21000,21000,20110,21000,21000,21001,20001,20000,20010,21000,21010,21000,21000,20010,21000,21200,21202,20210,20000,20000,21000,20010,20010,21000,21000,21000,21010,21020,21001,21001,20001,20011,21000,21000,21000,20002,21000,21000,21000,20000,21000,20000,21002,20010,21001,21000,21001,20000,21000,20010,21000,22000
lekte,20002,20010,22001,20002,20000,21000,21000,21000,21000,21000,21200,21200,21000,21010,20002,20000,20002,20000,21000,21000,20002,20000,20002,20002,21000,20000,20022,21010,21010,21010,21010,20010,20010,20000,21000,21010,21000,21000,22002,22002,22001,22001,22000,22001,22011,22001,22001,22001,22001,22000,22001,22201,22002,22100,22001,22000,22002,22001,22001,22000,22022,22020,22002,22001,22000,22001,22000,22022,22022,22002,22001,22001,22001,22001,20000,20002,21000,20010,21002,21000,21000,20002,21200,20200,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21000,20010,20002,20002,20100,20002,20002,21010,20010,20000,20000,21000,21000,21002,21000,20000,20002,21200,21210,20200,20000,20000,21000,20000,20000,21000,21000,20002,21000,20002,21010,20012,20020,20010,21000,21000,21000,20010,20002,21000,21000,20000,20002,20000,21010,20000,20012,21000,20022,20000,20002,20000,21000,22001
lelde,20002,20000,22001,20002,20000,21100,21010,21010,21000,21000,21000,21000,21100,21000,20002,20020,20002,20000,21100,21000,20002,20000,20002,20002,21000,20000,20002,21000,21000,21000,21000,20000,20000,20000,21000,21000,21000,21000,22002,22002,22011,22011,22010,22001,22001,22001,22001,22001,22001,22000,22001,22001,22202,22200,22001,22000,22022,22001,22001,22000,22002,22000,22002,22101,22000,22001,22000,22002,22002,22002,22001,22001,22001,22001,20000,20002,21100,20000,21002,21010,21010,20002,21000,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21000,20000,20022,20002,20000,20002,20002,21000,20000,20000,20000,21010,21000,21002,21000,20000,20002,21000,21000,20000,20200,20000,21000,20020,20000,21000,21000,20002,21000,20002,21000,20002,20000,20000,21000,21000,21000,20000,20022,21000,21000,20200,20002,20000,21000,20000,20002,21000,20002,20000,20002,20100,21000,22101
lengt,21000,20101,22000,21000,20000,21000,21100,21000,21110,21010,21000,21100,21000,21002,21000,20200,21220,20220,21000,21100,21020,20020,21000,21000,21000,20000,21001,21001,21101,21001,21001,20101,20001,20000,21100,21002,21100,21000,22000,22000,22100,22000,22010,22000,22002,22000,22110,22010,22010,22010,22100,22100,22000,22000,22100,22000,22200,22200,22200,22210,22201,22201,22200,22000,22000,22100,22000,22001,22001,22000,22100,22000,22100,22000,20100,21100,21000,20002,21000,21100,21000,21000,21100,20000,21100,21000,20010,21200,21100,20010,21100,20010,20100,20000,21000,20002,21200,21200,20200,21200,21000,21001,20001,20000,20000,21100,21100,21010,21110,20010,21000,21100,21002,20000,20000,20010,21200,20000,20000,21100,21000,21000,21000,21000,21101,21001,20001,20001,21100,21000,21100,20002,21000,21100,21000,20000,21000,20200,21202,20000,21001,21100,21001,20000,21000,20000,21100,22000
leper,21200,20000,22010,21000,20001,20020,20020,20022,20020,20022,20020,20020,20020,20020,21000,20000,21000,20000,20220,20021,21001,20001,21001,21001,20022,20000,21000,20020,20020,20022,20020,20000,20000,20000,20020,20020,20020,20022,22010,22010,22020,22022,22000,22011,22010,22010,22020,22022,22020,22000,22020,22020,22010,22000,22020,22000,22010,22020,22022,22000,22010,22000,22010,22220,22201,22021,22000,22010,22010,22010,22020,22022,22020,22022,20000,21000,20020,20000,21010,20020,20022,21000,20020,20000,20020,20022,20000,20020,20020,20000,20020,20000,20000,20000,20020,20000,21000,21000,20000,21000,21200,20022,20000,20000,20000,20020,21000,21020,20020,20000,21100,20020,20020,20000,20000,20000,20020,20000,20100,20220,20222,21001,20022,21000,20020,21000,20000,20000,20020,20022,20020,20000,21000,20020,20022,20000,21000,20000,20020,20200,21000,20020,21000,20001,21000,20000,20020,22020
lepte,20202,20010,22001,20002,20000,21000,21000,21000,21000,21000,21000,21000,21000,21010,20002,20000,20002,20000,21200,21000,20002,20000,20002,20002,21000,20000,20022,21010,21010,21010,21010,20010,20010,20000,21000,21010,21000,21000,22002,22002,22001,22001,22000,22001,22011,22001,22001,22001,22001,22000,22001,22001,22002,22000,22001,22000,22002,22001,22001,22000,22022,22020,22002,22201,22200,22001,22000,22022,22022,22002,22001,22001,22001,22001,20000,20002,21000,20010,21002,21000,21000,20002,21000,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21000,20010,20002,20002,20000,20002,20202,21010,20010,20000,20000,21000,21000,21002,21000,20000,20102,21000,21010,20000,20000,20000,21000,20000,20100,21200,21200,20002,21000,20002,21010,20012,20020,20010,21000,21000,21000,20010,20002,21000,21000,20000,20002,20000,21010,20200,20012,21000,20022,20000,20002,20000,21000,22001
lesje,20102,20000,22001,20002,20100,21000,21000,21000,21000,21000,21000,21000,21000,21000,20002,20100,20002,20100,21000,21000,20002,20000,20002,20002,21200,20200,20202,21000,21000,21000,21000,20000,20000,20100,21000,21000,21000,21000,22102,22002,22001,22001,22000,22101,22101,22001,22001,22001,22101,22000,22001,22001,22002,22000,22001,22000,22002,22001,22001,22000,22002,22000,22002,22001,22000,22001,22200,22202,22002,22002,22001,22001,22001,22001,20000,20002,21000,20000,21002,21000,21000,20022,21000,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21100,20000,20002,20002,20100,20002,20022,21000,20000,20000,20100,21000,21100,21002,21000,20100,20002,21000,21000,20100,20000,20000,21000,20100,20100,21000,21000,20002,21200,20202,21000,20022,20000,20100,21000,21000,21000,20000,20002,21000,21000,20000,20002,20000,21000,20100,20022,21000,20002,20000,20002,20200,21000,22001
lette,20002,20200,22001,20002,20000,21000,21000,21000,21000,21000,21000,21000,21000,21100,20002,20000,20002,20000,21000,21000,20002,20000,20002,20002,21000,20000,20022,21200,21200,21200,21200,20200,20200,20000,21000,21100,21000,21000,22002,22002,22001,22001,22000,22001,22101,22001,22001,22001,22001,22000,22001,22001,22002,22000,22001,22000,22002,22001,22001,22000,22022,22020,22002,22001,22000,22001,22000,22022,22022,22002,22001,22001,22001,22001,20000,20002,21000,20100,21002,21000,21000,20002,21000,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21000,20100,20002,20002,20000,20002,20002,21200,20200,20000,20000,21000,21000,21002,21000,20000,20002,21000,21100,20000,20000,20000,21000,20000,20000,21000,21000,20002,21000,20002,21200,20202,20220,20200,21000,21000,21000,20100,20002,21000,21000,20000,20002,20000,21100,20000,20202,21000,20022,20000,20002,20000,21000,22001
leuke,20002,20000,22101,20002,20000,21000,21000,21000,21000,21000,21010,21010,21000,21000,20002,20000,20002,20000,21000,21000,20002,20000,20002,20002,21000,20000,20002,21000,21000,21000,21000,20000,20100,20000,21000,21000,21000,21000,22002,22002,22001,22001,22000,22001,22001,22101,22001,22001,22001,22000,22001,22011,22002,22010,22001,22000,22002,22001,22001,22000,22002,22000,22002,22001,22000,22001,22000,22002,22202,22202,22001,22001,22001,22001,20000,20002,21000,20000,21002,21000,21000,20002,21010,20010,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21000,20000,20002,20002,20020,20002,20002,21000,20000,20000,20100,21000,21000,21002,21000,20000,20002,21010,21010,20110,20000,20000,21000,20000,20000,21000,21000,20002,21000,20002,21000,20002,20000,20100,21000,21000,21000,20100,20102,21100,21100,20100,20102,20100,21100,20100,20102,21100,20102,20000,20002,20000,21100,22001
leuks,21001,20000,22100,21000,20002,21000,21000,21000,21000,21000,21010,21010,21000,21000,21000,20002,21000,20002,21000,21000,21000,20000,21000,21000,21001,20001,21001,21000,21000,21000,21000,20000,20100,20002,21000,21000,21000,21000,22001,22000,22000,22000,22000,22002,22001,22100,22000,22000,22002,22000,22000,22010,22000,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22001,22200,22200,22000,22000,22000,22000,20000,21000,21000,20000,21000,21000,21000,21000,21010,20010,21000,21000,20000,21000,21000,20000,21000,20000,20000,20000,21002,20000,21000,21000,20022,21000,21000,21000,20000,20000,20102,21000,21002,21000,21000,20002,21000,21010,21010,20112,20000,20000,21000,20002,20002,21000,21000,21000,21001,21001,21000,21000,20000,20102,21000,21000,21000,20100,21100,21100,21100,20100,21100,20100,21100,20102,21100,21100,21100,20000,21000,20001,21100,22000
leunt,21000,20011,22100,21000,20000,21000,21010,21000,21010,21000,21000,21010,21000,21002,21000,20010,21010,20010,21000,21010,21000,20000,21000,21000,21000,20000,21001,21001,21011,21001,21001,20011,20101,20000,21010,21002,21010,21000,22000,22000,22010,22000,22000,22000,22002,22100,22010,22000,22000,22000,22010,22010,22000,22000,22010,22000,22010,22010,22010,22010,22011,22011,22010,22000,22000,22010,22000,22001,22201,22200,22010,22000,22010,22000,20010,21020,21000,20002,21000,21010,21000,21000,21010,20000,21010,21000,20000,21010,21010,20000,21010,20000,20010,20000,21000,20002,21010,21010,20010,21010,21000,21001,20001,20000,20100,21010,21020,21000,21010,20000,21000,21010,21002,20100,20000,20000,21010,20000,20000,21010,21000,21000,21000,21000,21011,21001,20001,20101,21010,21000,21010,20102,21100,21110,21100,20100,21100,20110,21112,20100,21101,21110,21101,20000,21000,20000,21110,22000
leurt,21000,20001,22100,21000,20020,21000,21000,21010,21000,21010,21000,21000,21000,21002,21000,20000,21000,20000,21000,21010,21010,20010,21010,21010,21010,20000,21001,21001,21001,21011,21001,20001,20101,20000,21000,21002,21000,21010,22000,22000,22000,22010,22000,22020,22002,22100,22000,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22000,22001,22001,22000,22000,22020,22010,22000,22001,22201,22200,22000,22010,22000,22010,20000,21000,21000,20002,21000,21000,21010,21000,21000,20000,21000,21010,20000,21000,21000,20000,21000,20000,20000,20000,21000,20002,21000,21000,20000,21000,21000,21011,20001,20000,20100,21000,21000,21000,21000,20000,21000,21000,21002,20100,20000,20000,21000,20000,20000,21000,21010,21020,21010,21000,21001,21001,20001,20101,21000,21010,21000,20102,21100,21100,21110,20100,21100,20100,21102,20100,21101,21100,21101,20020,21000,20000,21100,22000
lidje,20002,20000,20001,21002,20000,20001,20201,20201,20001,20001,21001,20001,20001,20001,20002,20100,20002,20000,20001,20001,20002,20000,21002,20002,20001,20000,20002,21001,20001,20001,20001,20000,20000,20000,20001,20001,20001,20001,20002,20002,20201,20201,21201,20001,20001,20001,20001,20001,20001,21001,21001,20001,21002,20001,20001,20001,20102,20001,20001,21001,20002,20001,20002,20001,20001,20001,20001,20002,20002,20002,20001,20001,20001,20001,22000,22002,22001,22000,22002,20201,20201,20022,20001,20000,20001,20001,21000,20001,20001,21000,20001,21000,22000,22000,22001,22000,22102,22002,22000,22002,22022,22001,22000,20000,20000,20201,20001,20002,20001,20000,21002,20001,20001,20000,20000,21000,20001,20100,20000,20001,20001,20002,20001,20002,20001,20022,20000,20000,20001,20001,20001,20000,21102,21001,21001,20000,20002,20000,20001,20000,20022,20001,20002,20000,20002,20000,20001,20001
liefs,20101,20000,20200,21100,20002,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20002,20100,20002,20100,20100,20100,20000,21100,20100,20101,20001,20101,21100,20100,20100,20100,20000,20000,20002,20100,20100,20100,20100,20101,20100,20100,20100,21100,20202,20201,20200,20100,20100,20102,21100,21100,20100,21100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20101,20101,20100,20100,20100,20100,20100,20100,22000,22100,22100,22000,22200,20100,20100,20110,20100,20000,20100,20100,21000,20100,20100,21000,20100,21000,22000,22000,22102,22000,22100,22100,22002,22100,22100,22100,22000,20000,20002,20100,20202,20100,20100,20002,21100,20100,20100,20002,20000,21000,20100,20002,20002,20100,20100,20100,20101,20101,20100,20100,20000,20002,20100,20100,20100,20000,21100,21100,21100,20000,20100,20000,20100,20002,20100,20100,20100,20000,20120,20001,20100,20100
liegt,20100,20001,20200,21100,20000,20100,20100,20100,20110,20110,21100,20100,20100,20102,20100,20000,20120,20020,20100,20100,20120,20020,21100,20100,20100,20000,20101,21101,20101,20101,20101,20001,20001,20000,20100,20102,20100,20100,20100,20100,20100,20100,21110,20200,20202,20200,20110,20110,20110,21110,21100,20100,21100,20100,20100,20100,20100,20100,20100,21110,20101,20101,20100,20100,20100,20100,20100,20101,20101,20100,20100,20100,20100,20100,22000,22100,22100,22002,22200,20100,20100,20100,20100,20000,20100,20100,21010,20100,20100,21010,20100,21010,22000,22000,22100,22002,22100,22100,22000,22100,22100,22101,22001,20000,20000,20100,20200,20110,20110,20010,21100,20100,20102,20000,20000,21010,20100,20000,20000,20100,20100,20100,20100,20100,20101,20101,20001,20001,20100,20100,20100,20002,21100,21100,21100,20000,20100,20000,20102,20000,20101,20100,20101,20000,20100,20000,20100,20100
l1fde,20002,21000,20001,20002,20000,20001,20011,20011,20001,20001,20001,20001,20001,20001,20002,20020,20002,20000,20001,20001,20002,20000,20002,20002,20001,20000,20002,20001,20001,20001,20001,21000,20000,20000,20001,20001,20001,20001,20002,20002,20011,20011,20011,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,21001,20001,20001,20022,20001,20001,20001,20002,20001,20002,20001,20001,20001,20001,20002,20002,20002,20001,20001,20001,20001,20000,20002,20001,20000,20002,22011,22011,22202,22001,22000,22001,22001,22000,22001,22001,22000,22001,22000,20000,20000,20001,20000,20022,20002,20000,20002,20002,20001,20000,20000,20000,20011,20001,20002,20001,20000,20002,20001,20001,20000,20000,20000,20001,20020,20000,20001,20001,20002,20001,20002,20001,20002,20000,20000,20001,20001,20001,20000,20022,20001,20001,20000,20002,20000,20001,20000,20002,20001,20002,20000,20102,20000,20001,20001
l1mde,20002,21000,20001,20002,20000,20001,20011,20011,20001,20001,20001,20001,20201,20201,20202,20020,20002,20000,20001,20001,20002,20000,20002,20002,20001,20000,20002,20001,20001,20001,20001,21000,20000,20000,20001,20001,20001,20001,20002,20002,20011,20011,20011,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,21001,20201,20201,20022,20001,20001,20001,20002,20001,20002,20001,20001,20001,20001,20002,20002,20002,20001,20001,20001,20001,20000,20002,20001,20000,20002,22011,22011,22002,22001,22000,22201,22201,22200,22001,22001,22000,22001,22000,20200,20200,20201,20200,20022,20002,20000,20002,20002,20001,20000,20000,20000,20011,20001,20002,20001,20000,20002,20001,20001,20000,20000,20200,20001,20020,20000,20001,20001,20002,20001,20002,20001,20002,20000,20000,20001,20001,20001,20000,20022,20001,20001,20000,20202,20000,20001,20000,20002,20001,20002,20000,20202,20000,20201,20001
l1nde,20002,21100,20001,20002,20000,20001,20111,20011,20101,20001,20001,20101,20001,20001,20002,20220,20202,20200,20001,20101,20002,20000,20002,20002,20001,20000,20002,20001,20101,20001,20001,21100,20000,20000,20101,20001,20101,20001,20002,20002,20111,20011,20011,20001,20001,20001,20101,20001,20001,20001,20101,20101,20002,21001,20101,20001,20222,20201,20201,20201,20202,20201,20202,20001,20001,20101,20001,20002,20002,20002,20101,20001,20101,20001,20100,20102,20001,20000,20002,22111,22011,22002,22101,22000,22101,22001,22000,22201,22101,22000,22101,22000,20100,20000,20001,20000,20222,20202,20200,20202,20002,20001,20000,20000,20000,20111,20101,20002,20101,20000,20002,20101,20001,20000,20000,20000,20201,20020,20000,20101,20001,20002,20001,20002,20101,20002,20000,20000,20101,20001,20101,20000,20022,20101,20001,20000,20002,20200,20201,20000,20002,20101,20002,20000,20002,20000,20101,20001
likje,20002,20000,20001,21002,20000,20001,20001,20001,20001,20001,21201,20201,20001,20001,20002,20000,20002,20000,20001,20001,20002,20000,21002,20002,20001,20000,20002,21001,20001,20001,20001,20000,20000,20000,20001,20001,20001,20001,20002,20002,20001,20001,21001,20001,20001,20001,20001,20001,20001,21001,21001,20201,21002,20101,20001,20001,20002,20001,20001,21001,20002,20001,20002,20001,20001,20001,20001,20002,20002,20002,20001,20001,20001,20001,22000,22002,22001,22000,22002,20001,20001,20022,20201,20200,20001,20001,21000,20001,20001,21000,20001,21000,22000,22000,22001,22000,22002,22002,22100,22002,22022,22001,22000,20000,20000,20001,20001,20002,20001,20000,21002,20201,20201,20200,20000,21000,20001,20000,20000,20001,20001,20002,20001,20002,20001,20022,20000,20000,20001,20001,20001,20000,21002,21001,21001,20000,20002,20000,20001,20000,20022,20001,20002,20000,20002,20000,20001,20001
likte,20002,20010,20001,21002,20000,20001,20001,20001,20001,20001,21201,20201,20001,20011,20002,20000,20002,20000,20001,20001,20002,20000,21002,20002,20001,20000,20022,21011,20011,20011,20011,20010,20010,20000,20001,20011,20001,20001,20002,20002,20001,20001,21001,20001,20011,20001,20001,20001,20001,21001,21001,20201,21002,20101,20001,20001,20002,20001,20001,21001,20022,20021,20002,20001,20001,20001,20001,20022,20022,20002,20001,20001,20001,20001,22000,22002,22001,22010,22002,20001,20001,20002,20201,20200,20001,20001,21000,20001,20001,21000,20001,21000,22000,22000,22001,22010,22002,22002,22100,22002,22002,22011,22010,20000,20000,20001,20001,20002,20001,20000,21002,20201,20211,20200,20000,21000,20001,20000,20000,20001,20001,20002,20001,20002,20011,20012,20020,20010,20001,20001,20001,20010,21002,21001,21001,20000,20002,20000,20011,20000,20012,20001,20022,20000,20002,20000,20001,20001
