Guess,kaaps,kamer,kenia,keuls,khmer,koerd,koran,kozak,kaard,kaars,kaart,kaats,kabas,kabel,kadee,kaden,kader,kadet,kaffa,kafir,kajak,kakel,kaken,kaker,kalen,kalig,kalis,kalle,kalot,kamen,kamer,kamig,kand1,kanen,kanis,kanji,kanon,kapel,kapen,kaper,kapje,kapok,kapot,kappa,karaf,karen,karet,karig,karma,karos,karot,karst,karw1,kasba,kassa,kaste,kater,katje,kauri,kavel,kazak,kazen,kazer,kebab,kebon,kefir,kegel,kegge,keken,keker,kelen,kelim,kemel,kenau,kendo,kenen,kepen,keper,kepie,kerel,keren,kerks,kerst,ketel,keten,ketje,keurs,keuze,kevel,keven,kever,kevie,kezen,kidde,kieuw,k1ken,k1ker,k1ven,k1ver,kille,kilte,kimme,kinds,kinky,kiosk,klaaf,klaar,klaas,klamp,klank,klant,klare,klats,klauw,kled1,kleed,kleef,klein,klerk,klets,kleun,kleur,kliek,klier,kling,klink,kloef,kloek,kloet,klojo,klomp,klonk,klont,kloof,klooi,kloon,kloot,klote,klove,kluft,kluif,kluis,kluit,kluns,kluts,kluut,knaak,knaap,knauw,kneep,kneus,knier,knoei,knoet,knook,knoop,knorf,knots,koala,kobbe,kocht,kodak,kodde,koers,koest,koets,kogel,kogge,koine,koken,koker,koket,kokos,kolen,kolom,kolos,komaf,komen,kom1n,komma,komst,kon1n,koord,kopal,kopen,koper,kopie,kopra,koran,koren,korps,korre,korst,koste,koten,koter,koude,kovel,kozak,kozen,koz1n,kraag,kraai,kraak,kraal,kraam,kraan,krach,kramp,krank,krans,krant,krats,krauw,kreeg,kreek,krees,kreet,kreng,krent,kreuk,kriek,kriel,krill,krimi,krimp,kring,kroeg,kroep,kroes,krols,kromp,kroon,kroop,kroos,kroot,kruid,kruif,kruik,kruim,kruin,kruis,kruit,kubbe,kubus,kudde,kuier,kuise,kuist,kulas,kunde,kunst,kuras,kuren,kwaad,kwaal,kwade,kwant,kwark,kwart,kwast,kwats,kweek,kween,kwelm,kwets,kwiek,kwint,kwips,kawai,krapa,kliko
kwelt,20000,20100,20100,20120,20100,20200,20000,20000,20000,20000,20002,20001,20000,20110,20100,20100,20100,20102,20000,20000,20000,20110,20100,20100,20110,20010,20010,20120,20012,20100,20100,20000,20000,20100,20000,20000,20000,20110,20100,20100,20100,20000,20002,20000,20000,20100,20102,20000,20000,20000,20002,20002,21000,20000,20000,20101,20101,20101,20000,20110,20000,20100,20100,20100,20100,20100,20110,20100,20100,20100,20110,20110,20110,20100,20100,20100,20100,20100,20100,20110,20100,20100,20102,20111,20101,20101,20100,20100,20110,20100,20100,20100,20100,20100,21200,20100,20100,20100,20100,20120,20111,20100,20000,20000,20000,20010,20010,20010,20010,20010,20012,20110,20011,21010,20210,20210,20210,20210,20210,20211,20210,20210,20110,20110,20010,20010,20110,20110,20112,20010,20010,20010,20012,20010,20010,20010,20012,20111,20110,20012,20010,20010,20012,20010,20011,20012,20000,20000,21000,20200,20200,20100,20100,20102,20000,20000,20000,20001,20020,20100,20002,20000,20100,20200,20202,20201,20110,20100,20100,20100,20100,20102,20000,20110,20010,20010,20000,20100,20000,20000,20002,20000,20000,20010,20100,20100,20100,20000,20000,20100,20000,20100,20002,20101,20101,20101,20100,20110,20000,20100,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20002,20001,21000,20200,20200,20200,20202,20200,20202,20200,20100,20110,20020,20000,20000,20000,20100,20100,20100,20020,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20002,20100,20000,20100,20100,20100,20002,20010,20100,20002,20000,20100,22000,22010,22100,22002,22000,22002,22002,22001,22200,22200,22220,22201,22100,22002,22000,21000,20000,20010
kw1lt,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20002,20001,20000,20010,20000,20000,20000,20002,20000,20000,20000,20010,20000,20000,20010,20010,20010,20020,20012,20000,20000,20000,20100,20000,20000,20000,20000,20010,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20002,20002,21100,20000,20000,20001,20001,20001,20000,20010,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20010,20010,20010,20000,20000,20000,20000,20000,20000,20010,20000,20000,20002,20011,20001,20001,20000,20000,20010,20000,20000,20000,20000,20000,21000,20100,20100,20100,20100,20020,20011,20000,20000,20000,20000,20010,20010,20010,20010,20010,20012,20010,20011,21010,20110,20010,20010,20010,20010,20011,20010,20010,20010,20010,20010,20010,20010,20010,20012,20010,20010,20010,20012,20010,20010,20010,20012,20011,20010,20012,20010,20010,20012,20010,20011,20012,20000,20000,21000,20000,20000,20000,20000,20002,20000,20000,20000,20001,20020,20000,20002,20000,20000,20000,20002,20001,20010,20000,20000,20000,20000,20002,20000,20010,20010,20010,20000,20000,20100,20000,20002,20100,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20002,20001,20001,20001,20000,20010,20000,20000,20100,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20002,20001,21000,20000,20000,20000,20002,20000,20002,20000,20000,20010,20020,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20002,20010,20000,20002,20000,20000,22000,22010,22000,22002,22000,22002,22002,22001,22000,22000,22020,22001,22000,22002,22000,21000,20000,20010
kw1nt,20000,20000,20010,20000,20000,20000,20010,20000,20000,20000,20002,20001,20000,20000,20000,20010,20000,20002,20000,20000,20000,20000,20010,20000,20010,20000,20000,20000,20002,20010,20000,20000,20110,20010,20010,20010,20010,20000,20010,20000,20000,20000,20002,20000,20000,20010,20002,20000,20000,20000,20002,20002,21100,20000,20000,20001,20001,20001,20000,20000,20000,20010,20000,20000,20010,20000,20000,20000,20010,20000,20010,20000,20000,20010,20010,20010,20010,20000,20000,20000,20010,20000,20002,20001,20011,20001,20000,20000,20000,20010,20000,20000,20010,20000,21000,20110,20100,20110,20100,20000,20001,20000,20010,20010,20000,20000,20000,20000,20000,20020,20022,20000,20001,21000,20100,20000,20000,20010,20000,20001,20010,20000,20000,20000,20020,20020,20000,20000,20002,20000,20000,20020,20022,20000,20000,20010,20002,20001,20000,20002,20000,20000,20002,20020,20001,20002,20010,20010,21010,20010,20010,20010,20010,20012,20010,20010,20010,20011,20000,20000,20002,20000,20000,20000,20002,20001,20000,20000,20020,20010,20000,20002,20000,20010,20000,20000,20000,20010,20110,20000,20002,20110,20000,20000,20010,20000,20000,20000,20010,20010,20000,20000,20002,20001,20011,20001,20000,20000,20000,20010,20110,20000,20000,20000,20000,20000,20010,20000,20000,20020,20020,20022,20001,21000,20000,20000,20000,20002,20020,20022,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20010,20000,20000,20002,20000,20000,20000,20000,20010,20000,20002,20000,20000,20000,20000,20000,20002,20000,20010,20012,20000,20010,22000,22000,22000,22022,22000,22002,22002,22001,22000,22010,22000,22001,22000,22022,22000,21000,20000,20000
kades,22002,22020,21010,20012,20020,20110,21000,21000,22100,22002,22000,22002,22002,22020,22220,22220,22220,22220,22000,22000,22000,22020,22020,22020,22020,22000,22002,22010,22000,22020,22020,22000,22100,22020,22002,22000,22000,22020,22020,22020,22010,22000,22000,22000,22000,22020,22020,22000,22000,22002,22000,22001,22000,22001,22001,22011,22020,22010,22000,22020,22000,22020,22020,21010,20010,20010,20020,20010,20020,20020,20020,20010,20020,21010,20110,20020,20020,20020,20010,20020,20020,20012,20011,20020,20020,20010,20012,20010,20020,20020,20020,20010,20020,20210,20010,20020,20020,20020,20020,20010,20010,20010,20102,20000,20001,21000,21000,21002,21000,21000,21000,21010,21002,21000,20110,20120,20020,20010,20010,20012,20010,20010,20020,20020,20000,20000,20020,20020,20020,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20000,20000,20002,20000,20002,20002,20000,21000,21000,21000,20020,20012,20020,20020,20020,20000,20000,20000,20002,21000,20010,20000,21200,20210,20012,20011,20012,20020,20010,20010,20020,20020,20020,20002,20020,20000,20002,21000,20020,20000,21000,20001,20000,20100,21000,20020,20020,20010,21000,21000,20020,20002,20010,20001,20011,20020,20020,20110,20020,21000,20020,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21002,21000,21002,21000,20020,20020,20022,20020,20010,20010,20010,20020,20020,20000,20000,20000,20000,20020,20020,20022,20002,20000,20000,20000,20002,20000,20100,20000,20000,20000,20000,20002,20000,20010,20002,20210,20020,20011,20001,21002,20110,20001,21002,20020,21100,21000,21110,21000,21000,21000,21001,21002,20020,20020,20010,20012,20020,20000,20002,22000,21000,20000
karts,22002,22100,21000,20002,20100,20100,21200,21000,22100,22102,22110,22022,22002,22000,22000,22000,22100,22010,22000,22100,22000,22000,22000,22100,22000,22000,22002,22000,22010,22000,22100,22000,22000,22000,22002,22000,22000,22000,22000,22100,22000,22000,22010,22000,22200,22200,22210,22200,22200,22202,22210,22211,22200,22001,22001,22021,22110,22010,22100,22000,22000,22000,22100,21000,20000,20100,20000,20000,20000,20100,20000,20000,20000,21000,20000,20000,20000,20100,20000,20200,20200,20202,20211,20010,20010,20010,20102,20000,20000,20000,20100,20000,20000,20000,20000,20000,20100,20000,20100,20000,20020,20000,20002,20000,20001,21000,21100,21002,21000,21000,21010,21100,21022,21000,20000,20000,20000,20000,20100,20022,20000,20100,20000,20100,20000,20000,20000,20000,20010,20000,20000,20000,20010,20000,20000,20000,20010,20020,20000,20010,20000,20002,20010,20002,20022,20010,21000,21000,21000,20000,20002,20100,20000,20010,20000,20000,20100,20022,21000,20000,20010,21000,20000,20102,20011,20022,20000,20000,20000,20000,20100,20010,20002,20000,20000,20002,21000,20000,20000,21000,20011,20000,20100,21000,20000,20100,20000,21100,21200,20200,20202,20200,20211,20021,20010,20110,20000,20000,21000,20000,20000,21100,21100,21100,21100,21100,21100,21100,21100,21100,21102,21110,21122,21100,20100,20100,20102,20110,20100,20110,20100,20100,20100,20100,20100,20100,20100,20100,20100,20102,20102,20100,20100,20100,20102,20110,20100,20100,20100,20100,20100,20102,20110,20000,20002,20000,20100,20001,20011,21002,20000,20011,21202,20200,21000,21000,21000,21010,21100,21110,21011,21022,20000,20000,20000,20022,20000,20010,20002,22000,21100,20000
kickt,20000,20000,21000,20000,20000,20000,20000,20010,20000,20000,20002,20001,20000,20000,20000,20000,20000,20002,20000,21000,20010,20010,20010,20010,20000,21000,21000,20000,20002,20000,20000,21000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20010,20002,20000,20000,20000,20002,21000,20000,20000,20002,20002,20000,20000,20000,20001,20001,20001,21000,20000,20010,20000,20000,20000,20000,21000,20000,20000,20010,20010,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20020,20002,20001,20001,20001,20000,20000,20000,20000,20000,21000,20000,22000,22000,20010,20010,20000,20000,22000,22001,22000,22000,22020,22010,20000,20000,20000,20000,20010,20002,20000,20001,20000,20000,20000,20000,21000,20010,20001,20000,20000,21010,21000,21000,21010,20000,20010,20002,20000,20000,20010,20002,20000,21000,20000,20002,20001,20000,20002,21000,21000,21002,20000,20001,20002,20010,20000,20000,20000,20000,21000,21000,20002,20010,20000,20000,20001,20000,20000,20202,20010,20000,20000,20002,20001,20000,20000,21000,20010,20010,20012,20010,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20002,20001,20001,20001,20000,20000,20010,20000,20000,20000,21000,20010,20000,20000,20000,20100,20000,20010,20000,20002,20001,20000,20000,20010,20000,20002,20000,20002,20010,21010,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20002,21000,21000,21010,21000,21000,21000,21002,20000,20000,20000,21000,21000,21002,20000,20000,20002,20000,20000,20000,20000,20000,20002,20010,20002,20002,20001,20010,20000,20000,20001,21010,21002,21000,21000,20000,21020
kiept,20020,20100,21100,20100,20100,20200,20000,20000,20000,20000,20002,20001,20000,20100,20100,20100,20100,20102,20000,21000,20000,20100,20100,20100,20100,21000,21000,20100,20002,20100,20100,21000,20000,20100,21000,21000,20000,20110,20110,20110,20110,20010,20012,20020,20000,20100,20102,21000,20000,20000,20002,20002,20000,20000,20000,20101,20101,20101,21000,20100,20000,20100,20100,20100,20100,21100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20110,20110,21110,20100,20100,20100,20102,20101,20101,20101,20100,20100,20100,20100,20100,21100,20100,22100,22200,20100,20100,20100,20100,22100,22101,22100,22000,22000,22000,20000,20000,20000,20010,20000,20002,20100,20001,20000,20200,20200,20200,21200,20200,20201,20200,20200,21100,21100,21000,21000,20100,20100,20102,20000,20010,20000,20002,20000,21000,20000,20002,20101,20100,20002,21000,21000,21002,20000,20001,20002,20000,20010,20000,20210,20200,21100,21100,20102,20000,20010,20000,20001,20000,20100,20002,20000,20100,20200,20202,20201,20100,20100,21100,20100,20100,20102,20000,20100,20000,20000,20000,20100,20000,20000,20002,20000,20000,20010,20110,20110,21110,20010,20000,20100,20020,20100,20002,20101,20101,20101,20100,20100,20000,20100,20000,20000,21000,20000,20000,20000,20000,20000,20010,20000,20000,20002,20001,20000,20200,20200,20200,20202,20200,20202,20200,21100,21100,21000,21000,21010,21000,20100,20110,20100,20000,20010,20000,20010,20000,20002,21000,21000,21000,21000,21000,21000,21002,20100,20000,20100,21100,21100,21002,20000,20100,20002,20000,20100,20000,20000,20100,20002,20000,20002,20002,20001,20200,20200,20200,20201,21100,21002,21020,21000,20020,21000
kilts,20002,20000,21000,20102,20000,20000,20000,20000,20000,20002,20010,20022,20002,20100,20000,20000,20000,20010,20000,21000,20000,20100,20000,20000,20200,21200,21202,20200,20210,20000,20000,21000,20000,20000,21002,21000,20000,20100,20000,20000,20000,20000,20010,20000,20000,20000,20010,21000,20000,20002,20010,20011,20000,20001,20001,20021,20010,20010,21000,20100,20000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20200,21200,20100,20000,20000,20000,20000,20000,21000,20100,20000,20002,20011,20110,20010,20010,20002,20000,20100,20000,20000,21000,20000,22000,22000,20000,20000,20000,20000,22200,22220,22000,22002,22000,22001,20100,20100,20102,20100,20100,20110,20100,20122,20100,20100,20100,20100,21100,20100,20122,20100,20100,21100,21100,21100,21100,20100,20100,20110,20100,20100,20100,20110,20100,21100,20100,20110,20120,20100,20110,21100,21102,21110,20102,20122,20110,20000,20000,20000,20000,20002,21000,21000,20010,20000,20000,20000,20022,20100,20000,20010,20000,20000,20002,20011,20022,20100,20000,21000,20000,20000,20010,20002,20200,20200,20202,20000,20000,20000,20000,20011,20000,20000,20100,20000,20000,21000,20000,20000,20000,20002,20000,20011,20021,20010,20010,20000,20100,20000,20000,20000,20000,21000,20000,20100,20000,20000,20000,20000,20000,20002,20010,20022,20000,20000,20000,20002,20010,20000,20010,20000,21000,21100,21100,21000,21000,21000,20000,20000,20002,20102,20000,20000,20000,20002,20010,21000,21000,21000,21000,21000,21002,21010,20000,20002,20000,21000,21001,21011,20202,20000,20011,20002,20000,20000,20100,20000,20010,20000,20010,20011,20022,20000,20000,20100,20022,21000,21010,21002,21000,20000,21100
kipje,20100,20001,21001,20001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20001,20002,20001,20001,20001,20000,21000,20010,20001,20001,20001,20001,21000,21000,20002,20000,20001,20001,21000,20000,20001,21000,21020,20000,20201,20201,20201,20222,20200,20200,20200,20000,20001,20001,21000,20000,20000,20000,20000,20000,20000,20000,20002,20001,20022,21000,20001,20000,20001,20001,20001,20001,21001,20001,20002,20001,20001,20001,21001,20001,20001,20001,20001,20201,20201,21202,20001,20001,20001,20001,20001,20001,20022,20001,20002,20001,20001,20001,21002,20001,22002,22001,20001,20001,20001,20001,22002,22002,22002,22000,22000,22000,20000,20000,20000,20100,20000,20000,20002,20000,20000,20001,20001,20001,21001,20001,20001,20001,20001,21001,21001,21000,21000,20001,20001,20001,20020,20100,20000,20000,20000,21000,20000,20000,20002,20002,20000,21000,21000,21000,20000,20000,20000,20000,20100,20000,20101,20001,21001,21001,20001,20000,20100,20000,20000,20000,20002,20000,20000,20002,20001,20001,20001,20001,20002,21002,20001,20001,20001,20000,20001,20000,20000,20000,20001,20000,20000,20000,20000,20000,20200,20201,20201,21202,20200,20000,20001,20100,20002,20000,20002,20001,20001,20002,20001,20000,20001,20000,20000,21000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20001,20001,20001,20001,20001,20001,20001,21001,21001,21000,21000,21100,21000,20001,20101,20001,20000,20100,20000,20100,20000,20000,21000,21000,21000,21000,21000,21000,21000,20002,20000,20002,21001,21002,21000,20000,20002,20000,20000,20001,20000,20000,20002,20000,20000,20000,20000,20000,20001,20001,20001,20001,21001,21000,21100,21000,20100,21000
klust,20010,20000,20000,21210,20000,20000,20000,20000,20000,20010,20002,20011,20010,21000,20000,20000,20000,20002,20000,20000,20000,21000,20000,20000,21000,21000,21010,21000,21002,20000,20000,20000,20000,20000,20010,20000,20000,21000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20010,20002,20022,20000,20010,20020,20011,20001,20001,20200,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,21000,21000,21000,20100,20000,20000,20000,20000,20000,21000,20000,20010,20022,21001,20001,20001,20210,20200,21000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,21000,21001,20000,20010,20000,20020,22000,22000,22010,22000,22000,22002,22000,22011,22100,22000,22000,22000,22000,22000,22011,22100,22100,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22002,22000,22000,22000,22002,22001,22000,22202,22200,22210,22202,22210,22211,22202,20000,20000,20100,20000,20110,20000,20000,20002,20000,20000,20000,20011,21000,20000,20002,20000,20000,20010,20022,20011,21000,20000,20000,20000,20000,20002,20010,21000,21000,21010,20000,20000,20000,20000,20022,20000,20000,21000,20000,20000,20000,20000,20000,20000,20010,20000,20022,20011,20001,20001,20200,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20010,20002,20011,20100,20000,20000,20010,20002,20000,20002,20100,20000,21000,21000,20000,20000,20000,20000,20000,20010,21010,20000,20000,20000,20010,20002,20200,20200,20200,20200,20200,20210,20202,20100,20110,20100,20100,20120,20122,21110,20100,20122,20110,20100,20000,21000,20000,20002,20000,20002,20022,20011,20000,20000,21000,20011,20000,20002,20010,20000,20000,22000
kouds,20002,20000,20000,20202,20000,22010,22000,22000,20010,20002,20000,20002,20002,20000,20010,20010,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,21000,20000,20000,20000,20020,20000,20002,20000,21000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,21002,21000,20001,20000,20001,20001,20001,20000,20000,20200,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20100,21020,20000,20000,20000,20000,20000,20000,20002,20001,20000,20000,20000,20202,20200,20000,20000,20000,20000,20000,20020,20100,20000,20000,20000,20000,20000,20000,20000,20022,20000,21001,20000,20000,20002,20000,20000,20000,20000,20002,20100,20020,20010,20000,20000,20000,20002,20100,20100,20000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20200,20200,20202,20200,20202,20202,20200,20000,20000,20100,20000,20102,20000,21000,21000,21000,21000,21000,21002,22000,22000,22000,22010,22020,22002,22001,22002,22000,22000,22000,22000,22000,22000,22002,22000,22000,22002,22000,22000,22000,22000,22001,22000,22010,22000,22000,22000,22000,22000,22000,22000,22002,22000,22001,22001,22000,22000,22220,22000,22000,22000,22000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20002,20100,20000,20000,20002,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,21000,21000,21002,21002,21000,21000,21000,21002,21000,20210,20200,20200,20200,20200,20202,20200,20100,20102,20120,20100,20101,20101,20102,20120,20101,20102,20100,20010,20000,20020,20000,20000,20000,20001,20002,20000,20000,20000,20002,20000,20000,20002,20000,20000,21000
kroel,20000,21020,20010,20011,21020,21110,21100,20100,21000,21000,21000,20000,20000,20022,20020,20020,21020,20020,20000,21000,20000,20022,20020,21020,20021,20001,20001,20011,20101,20020,21020,20000,20000,20020,20000,20000,20100,20022,20020,21020,20010,20100,20100,20000,21000,21020,21020,21000,21000,21100,21100,21000,21000,20000,20000,20010,21020,20010,21000,20022,20000,20020,21020,20010,20110,21010,20022,20010,20020,21020,20021,20011,20022,20010,20110,20020,20020,21020,20010,21022,21020,21010,21010,20022,20020,20010,21010,20010,20022,20020,21020,20010,20020,20010,20010,20020,21020,20020,21020,20011,20011,20010,20000,20000,20200,20001,21001,20001,20001,20001,20001,21011,20001,20001,20011,20021,20021,20011,21011,20011,20011,21011,20021,21021,20001,20001,20221,20221,20221,20201,20201,20201,20201,20201,20201,20201,20201,20211,20211,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20020,20010,21020,20220,20220,20200,20200,21200,20200,20101,20110,20100,20100,20110,21110,20110,20110,20122,20110,20110,20120,21120,20120,20100,20121,20101,20101,20100,20120,20100,20100,20100,20100,21200,20102,20120,21120,20110,21100,21100,21120,21100,21110,21100,20110,20120,21120,20110,20122,20100,20120,20100,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22020,22020,22020,22010,22010,22010,22020,22022,22002,22000,22000,22000,22220,22220,22220,22201,22200,22200,22200,22200,22200,22000,22000,22000,22000,22000,22000,22000,20010,20000,20010,21020,20010,20000,20001,20010,20000,21000,21020,20000,20002,20010,20000,21000,21000,20000,20000,20020,20020,20011,20010,20020,20000,20000,20000,22000,20101
knust,20010,20000,21000,20210,20000,20000,21000,20000,20000,20010,20002,20011,20010,20000,20000,21000,20000,20002,20000,20000,20000,20000,21000,20000,21000,20000,20010,20000,20002,21000,20000,20000,21000,21000,21010,21000,21000,20000,21000,20000,20000,20000,20002,20000,20000,21000,20002,20000,20000,20010,20002,20022,20000,20010,20020,20011,20001,20001,20200,20000,20000,21000,20000,20000,21000,20000,20000,20000,21000,20000,21000,20000,20000,21100,21000,21000,21000,20000,20000,20000,21000,20010,20022,20001,21001,20001,20210,20200,20000,21000,20000,20000,21000,20000,20100,21000,20000,21000,20000,20000,20001,20000,21010,21000,20020,20000,20000,20010,20000,21000,21002,20000,20011,20100,20000,20000,20000,21000,20000,20011,21100,20100,20000,20000,21000,21000,20000,20000,20002,20000,20000,21000,21002,20000,20000,21000,20002,20001,20000,20202,20200,20210,20202,21210,20211,20202,22000,22000,22100,22000,22110,22000,22000,22002,22000,22000,22000,22011,20000,20000,20002,20000,20000,20010,20022,20011,20000,20000,21000,21000,20000,20002,20010,21000,20000,20010,20000,21000,21000,20000,20022,21000,20000,20000,21000,20000,20000,20000,21000,21000,20010,20000,20022,20011,21001,20001,20200,20000,20000,21000,21000,20000,20000,20000,20000,20000,21000,20000,20000,21000,21010,21002,20011,20100,20000,20000,20010,20002,21000,21002,20100,20000,20000,20000,20000,20000,21000,20000,20000,20010,20010,20000,21000,20000,20010,20002,20200,20200,20200,20200,21200,20210,20202,20100,20110,20100,20100,20120,20122,20110,21100,21122,20110,21100,20000,20000,20000,21002,20000,20002,20022,20011,20000,21000,20000,20011,20000,21002,20010,20000,20000,20000
