Guess,gents,ghana,gouds,griek,gaard,gabbe,gaden,gaffe,gagel,gaine,gajes,galei,galon,galop,gamba,gamel,gamen,gamer,gamma,gapen,gaper,garde,garen,garoe,garve,gaten,gaven,gazel,gazen,gazet,gazon,gebak,gebbe,gebed,gebel,gebit,gebod,gedag,gedoe,geduw,geest,geeuw,gegil,geh1g,gehol,geien,ge1kt,gejou,gekef,gek1f,gekir,gekko,gekte,gelag,gelal,gelee,gelei,gelen,gelid,gelig,gel1k,gelik,gelui,geluk,gelul,geluw,gemak,gemet,gemis,gemok,gemor,gemot,genet,genie,genot,genre,genus,gepuf,gerei,geren,gerst,gesar,gesco,gesel,gesis,gesol,geste,getal,getik,getob,getto,geuze,geval,gevat,gevel,geven,gever,gevl1,gevr1,gewag,gewas,gewei,gew1d,gewin,gewis,gezag,gezel,gezet,gezin,gibus,gigue,g1pen,gilde,gilet,ginds,ginst,gipsy,giraf,glans,gleed,gleis,gleuf,glimp,globe,gloed,gloop,gloor,gneis,gnoom,goden,godin,goede,gogme,gojim,golem,gonje,gorig,gouwe,gozer,graad,graaf,graag,graai,graal,graan,graat,grauw,green,greep,grein,grens,grief,griek,griel,griep,gries,griet,grift,gr1ns,grill,grime,grind,grint,griot,groef,groei,groen,groep,groet,grond,groot,grote,gruis,guano,guave,gummi,gunst,guppy,gyros,ger1m,geram,gebal,geoha,gomma,gauss
geeks,22002,20000,20002,21010,20000,21000,21000,21000,21000,21000,21002,21000,20000,20000,20000,21000,21000,21000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,22010,22100,22100,22100,22000,22000,22000,22100,22000,22201,22200,22000,22000,22000,22100,22020,22000,22110,22010,22010,22020,22110,22000,22000,22100,22100,22100,22000,22000,22010,22010,22000,22010,22000,22000,22010,22100,22002,22010,22000,22000,22100,22100,22000,22100,22002,22000,22100,22100,22001,22001,22001,22101,22002,22001,22101,22000,22010,22000,22000,22100,22000,22000,22100,22100,22100,22000,22000,22000,22002,22100,22000,22000,22002,22000,22100,22100,22000,20002,21000,21000,21000,21000,20002,20001,20001,20000,20002,21200,20202,20200,20000,21000,21000,20000,20000,20202,20000,21000,20000,21200,21000,20000,21000,21000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21200,21200,20200,20202,21000,21010,21000,21000,21002,21000,20000,20002,20000,21000,20000,20000,20000,21000,21000,21000,21000,21000,20000,20000,21000,20002,20000,21000,20000,20001,20000,20002,22000,22000,22000,22000,20000,20002
geels,22002,20000,20002,21000,20000,21000,21000,21000,21010,21000,21002,21010,20010,20010,20000,21010,21000,21000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21010,21000,21000,20000,22000,22100,22100,22110,22000,22000,22000,22100,22000,22201,22200,22010,22000,22010,22100,22000,22000,22100,22000,22000,22000,22100,22010,22010,22110,22110,22110,22010,22010,22010,22010,22010,22010,22010,22010,22000,22100,22002,22000,22000,22000,22100,22100,22000,22100,22002,22000,22100,22100,22001,22001,22001,22111,22002,22011,22101,22010,22000,22000,22000,22100,22010,22000,22110,22100,22100,22020,22000,22000,22002,22100,22000,22000,22002,22000,22110,22100,22000,20002,21000,21000,21010,21010,20002,20001,20001,20000,20012,21210,20212,20210,20010,21010,21010,20010,20010,20202,20000,21000,20000,21200,21000,20000,21010,21000,20000,21000,21000,20000,20000,20000,20000,20010,20000,20000,20000,21200,21200,20200,20202,21000,21000,21010,21000,21002,21000,20000,20002,20020,21000,20000,20000,20000,21000,21000,21000,21000,21000,20000,20000,21000,20002,20000,21000,20000,20001,20000,20002,22000,22000,22010,22000,20000,20002
geelt,22001,20000,20000,21000,20000,21000,21000,21000,21010,21000,21000,21010,20010,20010,20000,21010,21000,21000,20000,21000,21000,21000,21000,21000,21000,21001,21000,21010,21000,21002,20000,22000,22100,22100,22110,22002,22000,22000,22100,22000,22202,22200,22010,22000,22010,22100,22002,22000,22100,22000,22000,22000,22101,22010,22010,22110,22110,22110,22010,22010,22010,22010,22010,22010,22010,22010,22000,22102,22000,22000,22000,22002,22102,22100,22002,22100,22000,22000,22100,22100,22002,22000,22000,22110,22000,22010,22101,22011,22001,22001,22001,22100,22010,22002,22110,22100,22100,22020,22000,22000,22000,22100,22000,22000,22000,22000,22110,22102,22000,20000,21000,21000,21010,21012,20000,20002,20000,20000,20010,21210,20210,20210,20010,21010,21010,20010,20010,20200,20000,21000,20000,21200,21000,20000,21010,21000,20000,21000,21000,20000,20000,20000,20000,20010,20000,20002,20000,21200,21200,20200,20200,21000,21000,21010,21000,21000,21002,20002,20000,20020,21000,20000,20002,20002,21000,21000,21000,21000,21002,20000,20002,21001,20000,20000,21000,20000,20002,20000,20000,22000,22000,22010,22000,20000,20000
geert,22001,20000,20000,21010,20020,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,21000,21000,21010,20000,21000,21010,21010,21010,21010,21010,21001,21000,21000,21000,21002,20000,22000,22100,22100,22100,22002,22000,22000,22100,22000,22202,22200,22000,22000,22000,22100,22002,22000,22100,22000,22010,22000,22101,22000,22000,22100,22100,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22102,22000,22000,22010,22002,22102,22100,22002,22120,22000,22000,22110,22110,22012,22010,22000,22100,22000,22000,22101,22001,22001,22001,22001,22100,22000,22002,22100,22100,22110,22000,22020,22000,22000,22100,22000,22000,22000,22000,22100,22102,22000,20000,21000,21000,21000,21002,20000,20002,20000,20010,20000,21200,20200,20200,20000,21000,21000,20000,20010,20200,20000,21000,20000,21200,21000,20000,21000,21000,20010,21000,21010,20010,20010,20010,20010,20010,20010,20012,20010,21210,21210,20210,20210,21010,21010,21010,21010,21010,21012,20012,20010,20010,21010,20010,20012,20012,21010,21010,21010,21010,21012,20010,20012,21011,20010,20000,21000,20000,20002,20000,20010,22010,22010,22000,22000,20000,20000
gehad,22000,20110,20001,21000,20012,21010,21011,21010,21010,21010,21010,21010,20010,20010,20010,21010,21010,21010,20010,21010,21010,21011,21010,21010,21010,21010,21010,21010,21010,21010,20010,22020,22000,22002,22000,22000,22002,22021,22001,22001,22000,22000,22000,22200,22200,22000,22000,22000,22000,22000,22000,22000,22000,22020,22020,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22020,22020,22000,22000,22000,22000,22000,22020,22020,22000,22002,22000,22000,22020,22000,22000,22000,20000,21000,21000,21001,21000,20001,20000,20000,20020,20010,21002,21000,21000,20000,21000,21002,20000,20000,21000,20000,21001,20001,21001,21000,20000,21000,21000,20000,21000,21000,20022,20020,20020,20020,20020,20020,20020,20010,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,20000,20000,21000,20002,20000,20000,21000,21000,21000,21000,21000,20002,20000,21000,20000,20010,21010,20000,20000,20000,20000,22000,22020,22020,22110,20010,20010
gehot,22001,20100,20010,21000,20000,21000,21000,21000,21000,21000,21000,21000,20020,20020,20000,21000,21000,21000,20000,21000,21000,21000,21000,21020,21000,21001,21000,21000,21000,21002,20020,22000,22000,22000,22000,22002,22020,22000,22020,22000,22002,22000,22000,22200,22220,22000,22002,22020,22000,22000,22000,22010,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22020,22020,22022,22002,22000,22022,22000,22000,22000,22000,22000,22002,22000,22010,22000,22000,22020,22001,22001,22001,22021,22011,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,20000,21000,21000,21000,21002,20000,20002,20000,20000,20000,21000,21000,21000,20000,21010,21010,20020,20020,21000,20020,21010,20010,21010,21010,20010,21010,21010,20010,21010,21010,20000,20000,20000,20000,20000,20000,20002,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21002,20002,20000,20000,21000,20000,20002,20022,21010,21010,21010,21010,21012,20010,20022,21011,20000,20010,21000,20000,20002,20000,20020,22000,22000,22000,22110,20010,20000
geide,22000,20000,20020,21200,20010,20002,21010,20002,21000,20202,21000,21100,20000,20000,20000,21000,21000,21000,20000,21000,21000,20022,21000,20002,20002,21000,21000,21000,21000,21000,20000,22000,22002,22011,22001,22100,22010,22010,22012,22010,22001,22001,22100,22000,22000,22201,22000,22000,22001,22000,22100,22000,22002,22000,22000,22002,22101,22001,22110,22100,22000,22100,22100,22000,22000,22000,22000,22001,22100,22000,22000,22000,22001,22102,22000,22002,22000,22000,22101,22001,22000,22000,22000,22001,22100,22000,22002,22000,22100,22000,22000,22002,22000,22000,22001,22001,22001,22000,22000,22000,22000,22101,22010,22100,22100,22000,22001,22001,22100,20100,20102,21000,20122,21100,20120,20100,20100,20100,20000,21011,21100,21000,20200,20002,21010,20000,20000,21100,20000,21010,20110,21022,20002,20100,21000,20002,20100,20002,21000,20010,20000,20000,20100,20000,20000,20000,20000,21001,21001,21100,21000,21200,21200,21200,21200,21200,21200,20200,20000,20200,20202,20210,20200,20200,21000,21100,21000,21000,21000,20010,20000,20002,20100,20000,20002,20100,20000,20000,20000,22000,22000,22000,22000,20000,20000
ge1ld,22000,20000,20001,21000,20002,21000,21001,21000,21010,21000,21000,21010,20010,20010,20000,21010,21000,21000,20000,21000,21000,21001,21000,21000,21000,21000,21000,21010,21000,21000,20000,22000,22000,22002,22010,22000,22002,22001,22001,22001,22000,22000,22010,22100,22010,22000,22200,22000,22000,22100,22000,22000,22000,22010,22010,22010,22010,22010,22012,22010,22110,22010,22010,22010,22010,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22000,22010,22000,22010,22000,22000,22000,22000,22010,22000,22010,22000,22000,22120,22100,22000,22000,22000,22102,22000,22000,22000,22010,22000,22000,20000,21000,21100,21011,21010,20001,20000,20000,20000,20010,21012,21010,21010,20010,21010,21012,20010,20010,21000,20000,21001,20001,21001,21000,20000,21010,21000,20000,21000,21000,20002,20000,20000,20000,20010,20000,20000,20000,21000,21000,21000,21000,21000,21000,21010,21000,21000,21000,20000,20200,20020,21000,20002,20000,20000,21000,21000,21000,21000,21000,20002,20000,21000,20000,20000,21000,20000,20000,20000,20000,22100,22000,22010,22000,20000,20000
ge1sd,22010,20000,20011,21000,20002,21000,21001,21000,21000,21000,21010,21000,20000,20000,20000,21000,21000,21000,20000,21000,21000,21001,21000,21000,21000,21000,21000,21000,21000,21000,20000,22000,22000,22002,22000,22000,22002,22001,22001,22001,22020,22000,22000,22100,22000,22000,22200,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22100,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22020,22010,22010,22010,22010,22010,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22100,22000,22010,22000,22102,22000,22010,22000,22000,22000,22000,20010,21000,21100,21001,21000,20011,20020,20020,20000,20010,21002,21010,21000,20000,21000,21002,20000,20000,21010,20000,21001,20001,21001,21000,20000,21000,21000,20000,21000,21000,20002,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21010,21000,21000,21000,21000,21010,21000,20000,20210,20000,21000,20002,20000,20000,21000,21000,21000,21000,21000,20002,20000,21000,20010,20000,21000,20000,20020,20000,20010,22100,22000,22000,22000,20000,20020
geile,22000,20000,20000,21200,20000,20002,21000,20002,21010,20202,21000,21110,20010,20010,20000,21010,21000,21000,20000,21000,21000,20002,21000,20002,20002,21000,21000,21010,21000,21000,20000,22000,22002,22001,22011,22100,22000,22000,22002,22000,22001,22001,22110,22000,22010,22201,22000,22000,22001,22000,22100,22000,22002,22010,22010,22012,22111,22011,22110,22110,22010,22110,22110,22010,22010,22010,22000,22001,22100,22000,22000,22000,22001,22102,22000,22002,22000,22000,22101,22001,22000,22000,22000,22011,22100,22010,22002,22010,22100,22000,22000,22002,22010,22000,22011,22001,22001,22020,22000,22000,22000,22101,22000,22100,22100,22000,22011,22001,22100,20100,20102,21000,20112,21110,20100,20100,20100,20100,20010,21011,21110,21010,20210,20012,21010,20010,20010,21100,20000,21000,20100,21002,20002,20100,21010,20002,20100,20002,21000,20000,20000,20000,20100,20010,20000,20000,20000,21001,21001,21100,21000,21200,21200,21210,21200,21200,21200,20200,20000,20220,20202,20200,20200,20200,21000,21100,21000,21000,21000,20000,20000,20002,20100,20000,20002,20100,20000,20000,20000,22000,22000,22010,22000,20000,20000
geilt,22001,20000,20000,21200,20000,21000,21000,21000,21010,21200,21000,21110,20010,20010,20000,21010,21000,21000,20000,21000,21000,21000,21000,21000,21000,21001,21000,21010,21000,21002,20000,22000,22000,22000,22010,22102,22000,22000,22000,22000,22002,22000,22110,22000,22010,22200,22002,22000,22000,22000,22100,22000,22001,22010,22010,22010,22110,22010,22110,22110,22010,22110,22110,22010,22010,22010,22000,22002,22100,22000,22000,22002,22002,22100,22002,22000,22000,22000,22100,22000,22002,22000,22000,22010,22100,22010,22001,22011,22101,22001,22001,22000,22010,22002,22010,22000,22000,22020,22000,22000,22000,22100,22000,22100,22100,22000,22010,22002,22100,20100,21100,21000,21110,21112,20100,20102,20100,20100,20010,21010,21110,21010,20210,21010,21010,20010,20010,21100,20000,21000,20100,21000,21000,20100,21010,21000,20100,21000,21000,20000,20000,20000,20100,20010,20000,20002,20000,21000,21000,21100,21000,21200,21200,21210,21200,21200,21202,20202,20000,20220,21200,20200,20202,20202,21000,21100,21000,21000,21002,20000,20002,21001,20100,20000,21000,20100,20002,20000,20000,22000,22000,22010,22000,20000,20000
gejat,22001,20010,20000,21000,20010,21010,21010,21010,21010,21010,21210,21010,20010,20010,20010,21010,21010,21010,20010,21010,21010,21010,21010,21010,21010,21011,21010,21010,21010,21012,20010,22020,22000,22000,22000,22002,22000,22020,22000,22000,22002,22000,22000,22000,22000,22000,22002,22200,22000,22000,22000,22000,22001,22020,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22002,22000,22000,22000,22002,22002,22000,22002,22000,22000,22000,22000,22000,22002,22020,22000,22000,22000,22000,22001,22021,22001,22001,22001,22000,22020,22022,22000,22000,22000,22000,22000,22020,22020,22000,22000,22000,22000,22020,22000,22002,22000,20000,21000,21000,21000,21002,20000,20002,20000,20020,20010,21000,21000,21000,20000,21000,21000,20000,20000,21000,20000,21000,20000,21000,21000,20200,21000,21100,20000,21000,21000,20020,20020,20020,20020,20020,20020,20022,20010,21000,21000,21000,21000,21000,21000,21000,21000,21000,21002,20002,20000,20000,21000,20000,20002,20002,21000,21000,21000,21000,21002,20000,20002,21001,20000,20010,21010,20000,20002,20000,20000,22000,22020,22020,22010,20010,20010
gej1d,22000,20000,20001,21000,20002,21000,21001,21000,21000,21000,21200,21000,20000,20000,20000,21000,21000,21000,20000,21000,21000,21001,21000,21000,21000,21000,21000,21000,21000,21000,20000,22000,22000,22002,22000,22000,22002,22001,22001,22001,22000,22000,22000,22020,22000,22000,22010,22200,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22010,22000,22000,22000,22022,22000,22000,22000,22000,22000,22000,20000,21000,21010,21001,21000,20001,20000,20000,20000,20000,21002,21000,21000,20000,21000,21002,20000,20000,21000,20000,21001,20001,21001,21000,20200,21000,21100,20000,21000,21000,20002,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,20010,20000,21000,20002,20000,20000,21000,21000,21000,21000,21000,20002,20000,21000,20000,20000,21000,20000,20000,20000,20000,22020,22000,22000,22000,20000,20000
gejut,22001,20000,20010,21000,20000,21000,21000,21000,21000,21000,21200,21000,20000,20000,20000,21000,21000,21000,20000,21000,21000,21000,21000,21000,21000,21001,21000,21000,21000,21002,20000,22000,22000,22000,22000,22002,22000,22000,22000,22020,22002,22020,22000,22000,22000,22000,22002,22210,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22020,22020,22020,22000,22002,22000,22000,22000,22002,22002,22000,22002,22000,22020,22020,22000,22000,22002,22000,22000,22000,22000,22000,22001,22001,22001,22001,22001,22010,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,20020,21020,21000,21000,21002,20000,20002,20000,20000,20000,21000,21000,21020,20000,21000,21000,20000,20000,21000,20000,21000,20000,21000,21000,20200,21000,21100,20000,21010,21000,20000,20000,20000,20000,20000,20000,20002,20020,21000,21000,21000,21000,21000,21000,21000,21000,21000,21002,20002,20000,20000,21000,20000,20002,20002,21000,21000,21000,21000,21002,20000,20002,21001,20010,20010,21010,20010,20012,20010,20000,22000,22000,22000,22000,20000,20010
gekat,22001,20010,20000,21100,20010,21010,21010,21010,21010,21010,21010,21010,20010,20010,20010,21010,21010,21010,20010,21010,21010,21010,21010,21010,21010,21011,21010,21010,21010,21012,20010,22120,22000,22000,22000,22002,22000,22020,22000,22000,22002,22000,22000,22000,22000,22000,22102,22000,22200,22200,22200,22200,22201,22020,22020,22000,22000,22000,22000,22000,22100,22100,22000,22100,22000,22000,22120,22002,22000,22100,22000,22002,22002,22000,22002,22000,22000,22000,22000,22000,22002,22020,22000,22000,22000,22000,22001,22021,22101,22001,22001,22000,22020,22022,22000,22000,22000,22000,22000,22020,22020,22000,22000,22000,22000,22020,22000,22002,22000,20000,21000,21000,21000,21002,20000,20002,20000,20020,20010,21000,21000,21000,20000,21000,21000,20000,20000,21000,20000,21000,20000,21000,21000,20000,21000,21000,20000,21000,21000,20020,20020,20020,20020,20020,20020,20022,20010,21000,21000,21000,21000,21000,21100,21000,21000,21000,21002,20002,20000,20000,21000,20000,20002,20002,21000,21000,21000,21000,21002,20000,20002,21001,20000,20010,21010,20000,20002,20000,20000,22000,22020,22020,22010,20010,20010
gekit,22001,20000,20000,21110,20000,21000,21000,21000,21000,21010,21000,21010,20000,20000,20000,21000,21000,21000,20000,21000,21000,21000,21000,21000,21000,21001,21000,21000,21000,21002,20000,22100,22000,22000,22000,22022,22000,22000,22000,22000,22002,22000,22020,22000,22000,22010,22102,22000,22200,22200,22220,22200,22201,22000,22000,22000,22010,22000,22020,22020,22100,22120,22010,22100,22000,22000,22100,22002,22020,22100,22000,22002,22002,22020,22002,22000,22000,22000,22010,22000,22002,22000,22000,22000,22020,22000,22001,22001,22121,22001,22001,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22010,22000,22020,22020,22000,22000,22002,22020,20010,21010,21000,21010,21012,20010,20012,20010,20010,20000,21000,21020,21000,20010,21000,21000,20000,20000,21020,20000,21000,20020,21000,21000,20020,21000,21000,20020,21000,21000,20000,20000,20000,20010,20000,20000,20002,20000,21000,21000,21020,21000,21010,21110,21010,21010,21010,21012,20012,20000,20010,21010,20010,20012,20012,21000,21010,21000,21000,21002,20000,20002,21001,20020,20000,21000,20010,20002,20000,20000,22000,22000,22000,22000,20000,20000
gekke,22000,20000,20000,21100,20000,20002,21000,20002,21000,20002,21000,21000,20000,20000,20000,21000,21000,21000,20000,21000,21000,20002,21000,20002,20002,21000,21000,21000,21000,21000,20000,22100,22002,22001,22001,22000,22000,22000,22002,22000,22001,22001,22000,22000,22000,22001,22020,22000,22201,22200,22200,22220,22202,22000,22000,22002,22001,22001,22000,22000,22100,22100,22000,22100,22000,22000,22100,22001,22000,22100,22000,22000,22001,22002,22000,22002,22000,22000,22001,22001,22000,22000,22000,22001,22000,22000,22002,22000,22100,22000,22000,22002,22000,22000,22001,22001,22001,22000,22000,22000,22000,22001,22000,22000,22000,22000,22001,22001,22000,20000,20002,21000,20002,21000,20000,20000,20000,20000,20000,21001,21000,21000,20000,20002,21000,20000,20000,21000,20000,21000,20000,21002,20002,20000,21000,20002,20000,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,21001,21001,21000,21000,21000,21100,21000,21000,21000,21000,20000,20000,20000,20002,20000,20000,20000,21000,21000,21000,21000,21000,20000,20000,20002,20000,20000,20002,20000,20000,20000,20000,22000,22000,22000,22000,20000,20000
gekst,22011,20000,20010,21100,20000,21000,21000,21000,21000,21000,21010,21000,20000,20000,20000,21000,21000,21000,20000,21000,21000,21000,21000,21000,21000,21001,21000,21000,21000,21002,20000,22100,22000,22000,22000,22002,22000,22000,22000,22000,22022,22000,22000,22000,22000,22000,22102,22000,22200,22200,22200,22200,22201,22000,22000,22000,22000,22000,22000,22000,22100,22100,22000,22100,22000,22000,22100,22002,22010,22100,22000,22002,22002,22000,22002,22000,22010,22000,22000,22000,22022,22010,22010,22010,22010,22010,22011,22001,22101,22001,22001,22000,22000,22002,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22010,22000,22000,22002,22000,20010,21000,21000,21000,21002,20010,20022,20020,20000,20010,21000,21010,21000,20000,21000,21000,20000,20000,21010,20000,21000,20000,21000,21000,20000,21000,21000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20002,20000,21000,21000,21000,21010,21000,21100,21000,21000,21010,21002,20002,20010,20000,21000,20000,20002,20002,21000,21000,21000,21000,21002,20000,20002,21001,20010,20000,21000,20000,20022,20000,20010,22000,22000,22000,22000,20000,20020
