Guess,haags,hamas,hanze,hindi,haagt,haaks,haard,haast,hab1t,hadji,hagel,hagen,haiku,haken,hakje,halal,halen,hallo,halma,halte,halve,hamam,hamas,hamei,hamel,hamer,hands,hanig,hapax,hapje,happy,haram,harem,haren,harig,harp1,harre,harst,haten,hater,haven,haver,havik,hazen,heavy,hecht,heden,heeft,heffe,hegge,heide,heien,heier,heiig,heila,heisa,hekel,helen,heler,helft,helix,hemel,henen,henna,henry,herig,herik,heros,hertz,hesen,heten,hetze,hetz1,hevea,hevel,hevig,hiaat,hield,hielp,hieuw,hihat,h1gen,h1ger,h1sen,hinde,hints,hitte,hobby,hoeks,hoera,hoeri,hoest,hoeve,hoezo,hofje,hogen,hoger,holen,holst,holte,honds,honen,honig,hoofd,hoofs,hoorn,hopen,hopje,hopla,hoppe,hopsa,horde,horen,horig,horst,hotel,house,hoven,hozen,https,hulde,hulst,humor,humus,huren,husky,huwen,hydra,hyena,hymen,hymne,hypen,hyper,hysop,hoede,hoela,hades,hiken,haker,haler
hepen,20000,20000,21001,20001,20000,20000,20000,20000,20000,20000,20020,20022,20000,20022,21000,20000,20022,20000,20000,21000,21000,20000,20000,20020,20020,20020,20001,20001,20200,21200,20200,20000,20020,20022,20000,20100,21000,20000,20022,20020,20022,20020,20000,20022,22000,22000,22022,22010,22010,22010,22010,22022,22020,22000,22000,22000,22020,22022,22020,22000,22000,22020,22022,22001,22001,22000,22000,22000,22000,22022,22022,22010,22000,22020,22020,22000,20000,21000,21100,21000,20000,20022,20020,20022,21001,20001,21000,20000,21000,21000,21000,21000,21010,21000,21000,20022,20020,20022,20000,21000,20001,20022,20001,20000,20000,20002,20222,21200,20200,21200,20200,21000,20022,20000,20000,20020,21000,20022,20022,20100,21000,20000,20000,20000,20022,20000,20022,20000,21001,20022,21001,20222,20220,20100,21010,21000,20020,20022,20020,20020
heren,20000,20000,21001,20001,20000,20000,20100,20000,20000,20000,20020,20022,20000,20022,21000,20000,20022,20000,20000,21000,21000,20000,20000,20020,20020,20120,20001,20001,20000,21000,20000,20200,20220,20222,20200,20200,21200,20200,20022,20120,20022,20120,20000,20022,22000,22000,22022,22010,22010,22010,22010,22022,22120,22000,22000,22000,22020,22022,22120,22000,22000,22020,22022,22001,22101,22200,22200,22200,22200,22022,22022,22010,22000,22020,22020,22000,20000,21000,21000,21000,20000,20022,20120,20022,21001,20001,21000,20000,21000,21100,21100,21000,21010,21000,21000,20022,20120,20022,20000,21000,20001,20022,20001,20000,20000,20102,20022,21000,20000,21000,20000,21200,20222,20200,20200,20020,21000,20022,20022,20000,21000,20000,20100,20000,20222,20000,20022,20100,21001,20022,21001,20022,20120,20000,21010,21000,20020,20022,20120,20120
her1k,20000,20000,21000,20000,20000,20001,20100,20000,20020,20000,21000,21000,20001,21001,21001,20000,21000,20000,20000,21000,21000,20000,20000,21000,21000,21100,20000,20000,20000,21000,20000,20200,21200,21200,20200,20210,21200,20200,21000,21100,21000,21100,20002,21000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22001,22000,22100,22000,22000,22000,22000,22000,22100,22200,22202,22200,22200,22000,22000,22000,22010,22000,22000,22000,20000,21000,21000,21000,20000,21010,21110,21010,21000,20000,21000,20000,21001,21100,21100,21000,21000,21000,21000,21000,21100,21000,20000,21000,20000,21000,20000,20000,20000,20100,21000,21000,20000,21000,20000,21200,21200,20200,20200,21000,21000,21000,21000,20000,21000,20000,20100,20000,21200,20001,21000,20100,21000,21000,21000,21000,21100,20000,21000,21000,21000,21001,21101,21100
heser,20100,20100,21000,20000,20000,20100,20001,20100,20000,20000,20020,20020,20000,20020,21000,20000,20020,20000,20000,21000,21000,20000,20100,20020,20020,20022,20100,20000,20000,21000,20000,20001,20021,20021,20001,20001,21001,20101,20020,20022,20020,20022,20000,20020,22000,22000,22020,22010,22010,22010,22010,22020,22022,22000,22000,22100,22020,22020,22022,22000,22000,22020,22020,22000,22001,22001,22001,22101,22001,22220,22020,22010,22000,22020,22020,22000,20000,21000,21000,21000,20000,20020,20022,20220,21000,20100,21000,20000,21100,21001,21001,21100,21010,21000,21000,20020,20022,20020,20100,21000,20100,20020,20000,20000,20100,20001,20020,21000,20000,21000,20100,21001,20021,20001,20101,20020,21100,20020,20020,20100,21000,20100,20002,20100,20021,20200,20020,20001,21000,20020,21000,20020,20022,20200,21010,21000,20120,20020,20022,20022
hesje,20100,20100,20002,20000,20000,20100,20000,20100,20000,20020,21000,21000,20000,21000,20022,20000,21000,20000,20000,20002,20002,20000,20100,21000,21000,21000,20100,20000,20000,20022,20000,20000,21000,21000,20000,20000,20002,20100,21000,21000,21000,21000,20000,21000,22000,22000,22001,22001,22002,22002,22002,22001,22001,22000,22000,22100,22001,22001,22001,22000,22000,22001,22001,22000,22000,22000,22000,22100,22000,22201,22001,22002,22000,22001,22001,22000,20000,21000,21000,21000,20000,21000,21000,21200,20002,20100,20002,20000,21100,21000,21000,21100,21002,21000,20022,21000,21000,21000,20100,20002,20100,21000,20000,20000,20100,20000,21000,20022,20000,20002,20100,20002,21000,20000,20100,21000,20102,21000,21000,20100,20002,20100,20000,20100,21000,20200,21000,20000,21000,21000,20002,21000,21000,20200,21002,21000,21100,21000,21000,21000
heter,20000,20000,21000,20000,20100,20000,20001,20100,20100,20000,20020,20020,20000,20020,21000,20000,20020,20000,20000,21100,21000,20000,20000,20020,20020,20022,20000,20000,20000,21000,20000,20001,20021,20021,20001,20001,21001,20101,20220,20222,20020,20022,20000,20020,22000,22100,22020,22110,22010,22010,22010,22020,22022,22000,22000,22000,22020,22020,22022,22100,22000,22020,22020,22000,22001,22001,22001,22001,22101,22020,22220,22210,22200,22020,22020,22000,20100,21000,21000,21000,20100,20020,20022,20020,21000,20100,21200,20000,21000,21001,21001,21100,21010,21000,21000,20020,20022,20020,20100,21100,20000,20020,20000,20000,20000,20001,20020,21000,20000,21000,20000,21001,20021,20001,20101,20220,21000,20020,20020,20200,21000,20100,20002,20000,20021,20000,20020,20001,21000,20020,21000,20020,20022,20000,21010,21000,20020,20020,20022,20022
heugt,20020,20000,21000,20000,20022,20000,20000,20002,20002,20000,21010,21010,20100,21000,21000,20000,21000,20000,20000,21001,21000,20000,20000,21000,21000,21000,20000,20010,20000,21000,20000,20000,21000,21000,20010,20000,21000,20002,21001,21001,21000,21000,20000,21000,22000,22002,22000,22002,22000,22020,22000,22000,22000,22010,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22010,22000,22000,22001,22000,22001,22001,22001,22000,22000,22010,20002,21000,21000,21100,20002,21010,21010,21000,21000,20001,21001,20000,21000,21000,21000,21002,21000,21000,21000,21010,21010,21000,20002,21001,20000,21000,20010,20000,20000,20000,21000,21000,20000,21000,20000,21000,21000,20010,20002,21001,21200,21000,21000,20001,21100,20102,20100,20100,21100,20100,21100,20000,21000,21000,21000,21000,21000,20000,21000,21000,21000,21000,21000,21000
heult,20000,20000,21000,20000,20002,20000,20000,20002,20002,20000,21010,21000,20100,21000,21000,20010,21010,20020,20010,21011,21010,20000,20000,21000,21010,21000,20000,20000,20000,21000,20000,20000,21000,21000,20000,20000,21000,20002,21001,21001,21000,21000,20000,21000,22000,22002,22000,22002,22000,22000,22000,22000,22000,22000,22020,22000,22010,22010,22010,22012,22010,22010,22000,22000,22000,22000,22000,22000,22001,22000,22001,22001,22001,22000,22010,22000,20002,21020,21020,21100,20002,21000,21000,21000,21000,20001,21001,20000,21000,21000,21000,21002,21000,21000,21000,21000,21000,21010,20012,21011,20000,21000,20000,20000,20000,20000,21000,21000,20020,21000,20000,21000,21000,20000,20002,21011,21200,21000,21000,20001,21110,20112,20100,20100,21100,20100,21100,20000,21000,21000,21000,21000,21000,20000,21000,21020,21000,21000,21000,21010
heuse,20010,20010,20002,20000,20000,20010,20000,20020,20000,20000,21000,21000,20100,21000,20002,20000,21000,20000,20000,20002,20002,20000,20010,21000,21000,21000,20010,20000,20000,20002,20000,20000,21000,21000,20000,20000,20002,20020,21000,21000,21000,21000,20000,21000,22000,22000,22001,22001,22002,22002,22002,22001,22001,22000,22000,22020,22001,22001,22001,22000,22000,22001,22001,22000,22000,22000,22000,22010,22000,22011,22001,22002,22000,22001,22001,22000,20000,21000,21000,21100,20000,21000,21000,21010,20002,20010,20002,20000,21010,21000,21000,21020,21002,21000,20002,21000,21000,21000,20020,20002,20010,21000,20000,20000,20010,20000,21000,20002,20000,20002,20020,20002,21000,20000,20020,21000,20222,21000,21000,20010,20102,20120,20100,20110,21100,20110,21100,20000,21000,21000,20002,21000,21000,20010,21002,21000,21010,21000,21000,21000
heust,20010,20010,21000,20000,20002,20010,20000,20022,20002,20000,21000,21000,20100,21000,21000,20000,21000,20000,20000,21001,21000,20000,20010,21000,21000,21000,20010,20000,20000,21000,20000,20000,21000,21000,20000,20000,21000,20022,21001,21001,21000,21000,20000,21000,22000,22002,22000,22002,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22010,22001,22010,22001,22001,22001,22000,22000,22000,20002,21000,21000,21100,20002,21000,21000,21010,21000,20011,21001,20000,21010,21000,21000,21022,21000,21000,21000,21000,21000,21000,20022,21001,20010,21000,20000,20000,20010,20000,21000,21000,20000,21000,20020,21000,21000,20000,20022,21001,21220,21000,21000,20011,21100,20122,20100,20110,21100,20110,21100,20000,21000,21000,21000,21000,21000,20010,21000,21000,21010,21000,21000,21000
hielt,20000,20000,20100,22000,20002,20000,20000,20002,20002,21000,20110,20100,21000,20100,20100,20010,20110,20020,20010,20111,20110,20000,20000,21100,20110,20100,20000,21000,20000,20100,20000,20000,20100,20100,21000,20000,20100,20002,20101,20101,20100,20100,21000,20100,20100,20102,20100,20202,20100,20100,21100,21100,21100,21100,21120,21100,20110,20110,20110,20112,21110,20110,20100,20100,20100,21100,21100,20100,20101,20100,20101,20101,20101,20100,20110,21100,22002,22220,22220,22200,22002,20100,20100,20100,22100,22001,22101,20000,20200,20200,21200,20202,20200,20200,20100,20100,20100,20110,20012,20111,20000,20100,21000,20000,20000,20000,20100,20100,20020,20100,20000,20100,20100,21000,20002,20111,20100,20100,20100,20001,20110,20012,20000,20000,20100,20000,20100,20000,20200,20100,20100,20100,20100,20000,20200,20220,20100,22100,20100,20110
highe,20100,20000,20002,22000,20100,20000,20000,20000,20000,21000,20201,20201,21000,20001,20002,20000,20001,20000,20000,20002,20002,20000,20000,21001,20001,20001,20000,21100,20000,20002,20000,20000,20001,20001,21100,20000,20002,20000,20001,20001,20001,20001,21000,20001,20001,20021,20001,20001,20002,20202,21002,21001,21001,21101,21001,21001,20001,20001,20001,20001,21001,20001,20001,20001,20001,21101,21001,20001,20001,20001,20001,20002,20001,20001,20001,21101,22000,22001,22001,22001,22010,20201,20201,20001,22002,22000,22002,20000,20001,20001,21001,20001,20002,20001,20002,20201,20201,20001,20000,20002,20000,20001,21100,20000,20000,20000,20001,20002,20000,20002,20000,20002,20001,21100,20000,20001,20002,20001,20001,20000,20002,20000,20000,20000,20001,20000,20001,20000,20001,20001,20002,20001,20001,20000,20002,20001,20001,22001,20001,20001
h1gde,20100,20000,20002,20020,20100,20000,20010,20000,21000,20010,20201,20201,20000,20001,20002,20000,20001,20000,20000,20002,20002,20000,20000,20001,20001,20001,20020,20100,20000,20002,20000,20000,20001,20001,20100,21000,20002,20000,20001,20001,20001,20001,20000,20001,20001,20001,20011,20001,20002,20202,20022,20001,20001,20101,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20101,20001,20001,20001,20001,20001,20002,21001,20001,20001,20101,20000,20011,20001,20001,20000,22201,22201,22001,20022,20000,20002,20000,20001,20001,20001,20001,20002,20001,20002,20201,20201,20001,20000,20002,20020,20001,20100,20010,20000,20000,20001,20002,20000,20002,20000,20022,20001,20100,20000,20001,20002,20001,20001,20000,20022,20000,20000,20000,20001,20000,20001,20010,20001,20001,20002,20001,20001,20000,20022,20001,20011,20001,20001,20001
hikte,20000,20000,20002,22000,20010,20100,20000,20010,20010,21000,20001,20001,21100,20201,20202,20000,20001,20000,20000,20022,20002,20000,20000,21001,20001,20001,20000,21000,20000,20002,20000,20000,20001,20001,21000,20000,20002,20010,20011,20011,20001,20001,21100,20001,20001,20011,20001,20011,20002,20002,21002,21001,21001,21001,21001,21001,20201,20001,20001,20011,21001,20001,20001,20001,20001,21001,21101,20001,20021,20001,20011,20012,20011,20001,20001,21001,22010,22001,22001,22001,22010,20001,20001,20001,22002,22020,22022,20000,20101,20001,21001,20011,20002,20001,20002,20001,20001,20001,20010,20022,20000,20001,21000,20000,20000,20000,20001,20002,20000,20002,20000,20002,20001,21000,20010,20011,20002,20001,20001,20010,20002,20010,20000,20000,20001,20100,20001,20000,20001,20001,20002,20001,20001,20000,20002,20001,20001,22201,20201,20001
hinkt,20000,20000,20200,22200,20002,20020,20000,20002,20002,21000,20000,20100,21020,20110,20010,20000,20100,20000,20000,20001,20000,20000,20000,21000,20000,20000,20200,21200,20000,20000,20000,20000,20000,20100,21000,20000,20000,20002,20101,20001,20100,20000,21010,20100,20000,20002,20100,20002,20000,20000,21000,21100,21000,21000,21000,21000,20010,20100,20000,20002,21000,20000,20200,20200,20200,21000,21010,20000,20001,20100,20101,20001,20001,20000,20000,21000,22002,22000,22000,22000,22002,20100,20000,20100,22200,22201,22001,20000,20020,20000,21000,20002,20000,20000,20000,20100,20000,20100,20002,20001,20200,20200,21200,20000,20000,20100,20100,20000,20000,20000,20000,20000,20100,21000,20002,20001,20000,20100,20100,20001,20000,20002,20000,20000,20100,20020,20100,20000,20100,20100,20100,20100,20000,20000,20000,20000,20000,22110,20010,20000
hippe,20000,20000,20002,22000,20000,20000,20000,20000,20000,21000,20001,20001,21000,20001,20002,20000,20001,20000,20000,20002,20002,20000,20000,21001,20001,20001,20000,21000,20200,20202,20220,20000,20001,20001,21000,20020,20002,20000,20001,20001,20001,20001,21000,20001,20001,20001,20001,20001,20002,20002,21002,21001,21001,21001,21001,21001,20001,20001,20001,20001,21001,20001,20001,20001,20001,21001,21001,20001,20001,20001,20001,20002,20001,20001,20001,21001,22000,22001,22101,22001,22000,20001,20001,20001,22002,22000,22002,20000,20001,20001,21001,20001,20002,20001,20002,20001,20001,20001,20000,20002,20000,20001,21000,20000,20000,20000,20201,20202,20200,20222,20200,20002,20001,21000,20000,20001,20002,20001,20001,20020,20002,20000,20000,20000,20001,20000,20001,20000,20001,20001,20002,20201,20201,20100,20002,20001,20001,22001,20001,20001
hipst,20010,20010,20000,22000,20002,20010,20000,20022,20002,21000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20010,21000,20000,20000,20010,21000,20200,20200,20200,20000,20000,20000,21000,20100,20000,20022,20001,20001,20000,20000,21000,20000,20000,20002,20000,20002,20000,20000,21000,21000,21000,21000,21000,21020,20000,20000,20000,20002,21000,20000,20000,20000,20000,21000,21000,20010,20001,20010,20001,20001,20001,20000,20000,21000,22002,22000,22100,22000,22002,20000,20000,20010,22000,22011,22001,20000,20010,20000,21000,20022,20000,20000,20000,20000,20000,20000,20022,20001,20010,20000,21000,20000,20010,20000,20200,20200,20200,20200,20220,20000,20000,21000,20022,20001,20020,20000,20000,20111,20000,20022,20000,20010,20000,20010,20000,20000,20000,20000,20000,20200,20200,20110,20000,20000,20010,22000,20000,20000
hipte,20000,20000,20002,22000,20010,20000,20000,20010,20010,21000,20001,20001,21000,20001,20002,20000,20001,20000,20000,20022,20002,20000,20000,21001,20001,20001,20000,21000,20200,20202,20200,20000,20001,20001,21000,20100,20002,20010,20011,20011,20001,20001,21000,20001,20001,20011,20001,20011,20002,20002,21002,21001,21001,21001,21001,21001,20001,20001,20001,20011,21001,20001,20001,20001,20001,21001,21001,20001,20021,20001,20011,20012,20011,20001,20001,21001,22010,22001,22101,22001,22010,20001,20001,20001,22002,22020,22022,20000,20001,20001,21001,20011,20002,20001,20002,20001,20001,20001,20010,20022,20000,20001,21000,20000,20000,20000,20201,20202,20200,20202,20200,20002,20001,21000,20010,20011,20002,20001,20001,20110,20002,20010,20000,20000,20001,20000,20001,20000,20001,20001,20002,20201,20201,20100,20002,20001,20001,22001,20001,20001
hitje,20000,20000,20002,22000,20100,20000,20000,20100,20100,21020,20001,20001,21000,20001,20022,20000,20001,20000,20000,20102,20002,20000,20000,21001,20001,20001,20000,21000,20000,20022,20000,20000,20001,20001,21000,20000,20002,20100,20201,20201,20001,20001,21000,20001,20001,20101,20001,20101,20002,20002,21002,21001,21001,21001,21001,21001,20001,20001,20001,20101,21001,20001,20001,20001,20001,21001,21001,20001,20101,20001,20201,20202,20201,20001,20001,21001,22100,22001,22001,22001,22100,20001,20001,20001,22002,22100,22202,20000,20001,20001,21001,20101,20002,20001,20022,20001,20001,20001,20100,20102,20000,20001,21000,20000,20000,20000,20001,20022,20000,20002,20000,20002,20001,21000,20100,20201,20002,20001,20001,20200,20002,20100,20000,20000,20001,20000,20001,20000,20001,20001,20002,20001,20001,20000,20002,20001,20001,22001,20001,20001
hitst,20010,20010,20000,22000,20002,20010,20000,20022,20002,21000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20010,21000,20000,20000,20010,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20022,20200,20200,20000,20000,21000,20000,20000,20002,20000,20002,20000,20000,21000,21000,21000,21000,21000,21020,20000,20000,20000,20002,21000,20000,20000,20000,20000,21000,21000,20010,20100,20010,20200,20200,20200,20000,20000,21000,22002,22000,22000,22000,22002,20000,20000,20010,22000,22110,22201,20000,20010,20000,21000,20022,20000,20000,20000,20000,20000,20000,20022,20100,20010,20000,21000,20000,20010,20000,20000,20000,20000,20000,20020,20000,20000,21000,20022,20200,20020,20000,20000,20211,20000,20022,20000,20010,20000,20010,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20010,22000,20000,20000
hoedt,20000,20000,20100,20020,20002,20000,20010,20002,20002,20010,20100,20100,20000,20100,20100,20000,20100,21000,20000,20101,20100,20000,20000,20100,20100,20100,20020,20000,20000,20100,20000,20000,20100,20100,20000,20000,20100,20002,20101,20101,20100,20100,20000,20100,20100,20102,20110,20202,20100,20100,20120,20100,20100,20100,20100,20100,20100,20100,20100,20102,20100,20100,20100,20100,20100,20100,20100,21100,20101,20100,20101,20101,20101,20100,20100,20100,20002,20210,20200,20200,20002,20100,20100,20100,20120,20001,20101,22000,22200,22200,22200,22202,22200,22200,22100,22100,22100,22100,22002,22101,22020,22100,22000,22010,22000,22000,22100,22100,22000,22100,22000,22120,22100,22000,22002,22101,22100,22100,22100,20001,20120,20002,21000,20000,20100,20000,20100,20010,20200,20100,20100,20100,20100,21000,22220,22200,20110,20100,20100,20100
hoeft,20000,20000,20100,20000,20002,20000,20000,20002,20002,20000,20100,20100,20000,20100,20100,20000,20100,21000,20000,20101,20100,20000,20000,20100,20100,20100,20000,20000,20000,20100,20000,20000,20100,20100,20000,20000,20100,20002,20101,20101,20100,20100,20000,20100,20100,20102,20100,20222,20120,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20122,20100,20100,20100,20100,20100,20100,20100,21100,20101,20100,20101,20101,20101,20100,20100,20100,20002,20200,20200,20200,20002,20100,20100,20100,20100,20001,20101,22000,22200,22200,22200,22202,22200,22200,22110,22100,22100,22100,22002,22101,22000,22100,22000,22020,22020,22000,22100,22100,22000,22100,22000,22100,22100,22000,22002,22101,22100,22100,22100,20001,20100,20002,21000,20000,20100,20000,20100,20000,20200,20100,20100,20100,20100,21000,22200,22200,20100,20100,20100,20100
hoekt,20000,20000,20100,20000,20002,20020,20000,20002,20002,20000,20100,20100,20020,20110,20110,20000,20100,21000,20000,20101,20100,20000,20000,20100,20100,20100,20000,20000,20000,20100,20000,20000,20100,20100,20000,20000,20100,20002,20101,20101,20100,20100,20010,20100,20100,20102,20100,20202,20100,20100,20100,20100,20100,20100,20100,20100,20110,20100,20100,20102,20100,20100,20100,20100,20100,20100,20110,21100,20101,20100,20101,20101,20101,20100,20100,20100,20002,20200,20200,20200,20002,20100,20100,20100,20100,20001,20101,22000,22220,22200,22200,22202,22200,22200,22100,22100,22100,22100,22002,22101,22000,22100,22000,22000,22000,22000,22100,22100,22000,22100,22000,22100,22100,22000,22002,22101,22100,22100,22100,20001,20100,20002,21000,20000,20100,20020,20100,20000,20200,20100,20100,20100,20100,21000,22200,22200,20100,20110,20110,20100
