Guess,waals,wales,walin,welsh,waaks,waard,wacht,waden,wafel,wagen,wagon,waken,waker,wakke,walen,wamen,wanen,want1,wants,wapen,waren,wasem,wasz1,water,watje,wazig,webbe,wedde,weder,weegs,weeps,wegel,wegen,weger,wegge,weide,weids,weken,welig,welke,welnu,wende,wenen,wener,wepel,weren,werst,wessi,weten,weven,wever,wezel,wezen,whist,wicht,wieme,wiens,wierf,wierp,wigge,w1den,w1dte,w1fie,w1fje,w1ken,w1len,w1sje,w1ten,w1zen,w1zer,wikke,wilde,winch,winde,winst,winti,wisse,witje,witte,wodka,woede,woerd,woest,wogen,wonde,wonen,woord,worst,wraak,wrake,wrang,wreed,wreef,wrong,wulps,warau,washi,wasco
w1ten,20000,20020,20002,20010,20000,20000,20100,20022,20020,20022,20002,20022,20020,20010,20022,20022,20022,21101,20101,20022,20022,20020,21000,20220,20210,20000,20010,20010,20020,20010,20010,20020,20022,20020,20010,20010,20010,20022,20010,20010,20011,20011,20022,20021,20020,20022,20110,20010,20222,20022,20020,20020,20022,20100,20100,20010,20011,20010,20010,20010,22022,22110,22010,22010,22022,22022,22010,22222,22022,22020,20010,20010,20001,20011,20101,20101,20010,20210,20210,20000,20010,20010,20110,20022,20011,20022,20000,20100,20000,20010,20001,20020,20020,20001,20000,20000,20000,20000
w1zen,20000,20020,20002,20010,20000,20000,20000,20022,20020,20022,20002,20022,20020,20010,20022,20022,20022,21001,20001,20022,20022,20020,21100,20020,20010,20200,20010,20010,20020,20010,20010,20020,20022,20020,20010,20010,20010,20022,20010,20010,20011,20011,20022,20021,20020,20022,20010,20010,20022,20022,20020,20220,20222,20000,20000,20010,20011,20010,20010,20010,22022,22010,22010,22010,22022,22022,22010,22022,22222,22220,20010,20010,20001,20011,20001,20001,20010,20010,20010,20000,20010,20010,20010,20022,20011,20022,20000,20000,20000,20010,20001,20020,20020,20001,20000,20000,20000,20000
w1zer,20000,20020,20000,20010,20000,20001,20000,20020,20020,20020,20000,20020,20022,20010,20020,20020,20020,21000,20000,20020,20021,20020,21100,20022,20010,20200,20010,20010,20022,20010,20010,20020,20020,20022,20010,20010,20010,20020,20010,20010,20010,20010,20020,20022,20020,20021,20011,20010,20020,20020,20022,20220,20220,20000,20000,20010,20010,20011,20011,20010,22020,22010,22010,22010,22020,22020,22010,22020,22220,22222,20010,20010,20000,20010,20000,20000,20010,20010,20010,20000,20010,20011,20010,20020,20010,20020,20001,20001,20001,20011,20001,20021,20021,20001,20000,20001,20000,20000
wikke,20000,20001,21000,20001,20020,20000,20000,20001,20001,20001,20000,20201,20201,20222,20001,20001,20001,20000,20000,20001,20001,20001,20000,20001,20002,21000,20002,20002,20001,20001,20001,20001,20001,20001,20002,21002,21001,20201,21001,20022,20001,20002,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,21000,22000,22002,22001,22001,22001,22002,20001,20002,21002,20002,20201,20001,20002,20001,20001,20001,22222,22002,22000,22002,22000,22000,22002,22002,22002,20020,20002,20001,20001,20001,20002,20001,20000,20000,20100,20022,20000,20001,20001,20000,20000,20000,21000,20000
wilde,20100,20201,21200,20201,20000,20010,20000,20011,20101,20001,20000,20001,20001,20002,20201,20001,20001,20000,20000,20001,20001,20001,20000,20001,20002,21000,20002,20022,20011,20001,20001,20101,20001,20001,20002,21022,21021,20001,21201,20202,20201,20022,20001,20001,20101,20001,20001,21001,20001,20001,20001,20101,20001,21000,22000,22002,22001,22001,22001,22002,20011,20012,21002,20002,20001,20201,20002,20001,20001,20001,22002,22222,22000,22022,22000,22000,22002,22002,22002,20010,20022,20011,20001,20001,20022,20001,20010,20000,20000,20002,20000,20011,20001,20000,20200,20000,21000,20000
winch,20000,20000,21100,20002,20000,20000,20011,20100,20000,20100,20100,20100,20000,20000,20100,20100,20200,20200,20200,20100,20100,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20100,20000,20000,21000,21000,20100,21000,20000,20100,20200,20200,20200,20000,20100,20000,21000,20100,20100,20000,20000,20100,21001,22011,22000,22100,22000,22000,22000,20100,20000,21000,20000,20100,20100,20000,20100,20100,20000,22000,22000,22222,22200,22200,22200,22000,22000,22000,20000,20000,20000,20000,20100,20200,20200,20000,20000,20000,20000,20100,20000,20000,20100,20000,20000,21001,20020
winde,20000,20001,21100,20001,20000,20010,20000,20111,20001,20101,20100,20101,20001,20002,20101,20101,20201,20200,20200,20101,20101,20001,20000,20001,20002,21000,20002,20022,20011,20001,20001,20001,20101,20001,20002,21022,21021,20101,21001,20002,20101,20222,20201,20201,20001,20101,20001,21001,20101,20101,20001,20001,20101,21000,22000,22002,22101,22001,22001,22002,20111,20012,21002,20002,20101,20101,20002,20101,20101,20001,22002,22022,22200,22222,22200,22200,22002,22002,22002,20010,20022,20011,20001,20101,20222,20201,20010,20000,20000,20002,20100,20011,20001,20100,20000,20000,21000,20000
winst,20010,20010,21100,20020,20010,20000,20002,20100,20000,20100,20100,20100,20000,20000,20100,20100,20200,20201,20211,20100,20100,20010,20010,20001,20001,21000,20000,20000,20000,20010,20010,20000,20100,20000,20000,21000,21010,20100,21000,20000,20100,20200,20200,20200,20000,20100,20022,21020,20101,20100,20000,20000,20100,21022,22002,22000,22110,22000,22000,22000,20100,20001,21000,20000,20100,20100,20010,20101,20100,20000,22000,22000,22200,22200,22222,22201,22020,22001,22001,20000,20000,20000,20022,20100,20200,20200,20000,20022,20000,20000,20100,20000,20000,20100,20010,20000,21010,20010
winti,20000,20000,21100,20000,20000,20000,20010,20100,20000,20100,20100,20100,20000,20000,20100,20100,20200,20220,20220,20100,20100,20000,20000,20010,20010,21000,20000,20000,20000,20000,20000,20000,20100,20000,20000,21000,21000,20100,21000,20000,20100,20200,20200,20200,20000,20100,20010,20002,20110,20100,20000,20000,20100,21010,22010,22000,22100,22000,22000,22000,20100,20020,21000,20000,20100,20100,20000,20110,20100,20000,22000,22000,22200,22200,22210,22222,22000,22010,22020,20000,20000,20000,20010,20100,20200,20200,20000,20010,20000,20000,20100,20000,20000,20100,20000,20000,20002,20000
wisse,20100,20101,21000,20021,20100,20000,20000,20001,20001,20001,20000,20001,20001,20002,20001,20001,20001,20000,20100,20001,20001,20201,20200,20001,20002,21000,20002,20002,20001,20101,20101,20001,20001,20001,20002,21002,21101,20001,21001,20002,20001,20002,20001,20001,20001,20001,20021,21221,20001,20001,20001,20001,20001,21020,22000,22002,22101,22001,22001,22002,20001,20002,21002,20002,20001,20001,20202,20001,20001,20001,22002,22002,22000,22002,22020,22000,22222,22002,22002,20000,20002,20001,20021,20001,20002,20001,20000,20020,20000,20002,20000,20001,20001,20000,20100,20000,21200,20200
witje,20000,20001,21000,20001,20000,20000,20100,20001,20001,20001,20000,20001,20001,20002,20001,20001,20001,20100,20100,20001,20001,20001,20000,20201,20222,21000,20002,20002,20001,20001,20001,20001,20001,20001,20002,21002,21001,20001,21001,20002,20001,20002,20001,20001,20001,20001,20101,21001,20201,20001,20001,20001,20001,21100,22100,22002,22001,22001,22001,22002,20001,20102,21002,20022,20001,20001,20022,20201,20001,20001,22002,22002,22000,22002,22100,22100,22002,22222,22202,20000,20002,20001,20101,20001,20002,20001,20000,20100,20000,20002,20000,20001,20001,20000,20000,20000,21000,20000
witte,20000,20001,21000,20001,20000,20000,20100,20001,20001,20001,20000,20001,20001,20002,20001,20001,20001,20020,20020,20001,20001,20001,20000,20201,20202,21000,20002,20002,20001,20001,20001,20001,20001,20001,20002,21002,21001,20001,21001,20002,20001,20002,20001,20001,20001,20001,20101,21001,20201,20001,20001,20001,20001,21100,22100,22002,22001,22001,22001,22002,20001,20022,21002,20002,20001,20001,20002,20201,20001,20001,22002,22002,22000,22002,22100,22020,22002,22202,22222,20000,20002,20001,20101,20001,20002,20001,20000,20100,20000,20002,20000,20001,20001,20000,20000,20000,21000,20000
wodka,20001,20001,20001,20000,20021,20101,20001,20201,20001,20001,21001,20011,20011,20021,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20200,20200,20000,20000,20000,20000,20000,20000,20100,20100,20010,20000,20020,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20000,20000,20010,20000,20000,20000,20000,20000,20020,20100,20000,20100,20000,20000,20000,20000,20000,22222,22100,22100,22000,22000,22100,22000,22100,22000,20011,20021,20001,20100,20000,21000,20000,20001,20001,21001
woede,20000,20100,20000,20100,20000,20010,20000,20110,20100,20100,21000,20100,20100,20002,20100,20100,20100,20000,20000,20100,20100,20100,20000,20100,20002,20000,20102,20122,20111,20201,20201,20101,20101,20101,20102,20122,20120,20101,20100,20102,20100,20122,20101,20101,20101,20101,20100,20100,20101,20101,20101,20101,20101,20000,20000,20202,20200,20200,20200,20002,20110,20012,20002,20002,20100,20100,20002,20100,20100,20100,20002,20022,20000,20022,20000,20000,20002,20002,20002,22010,22222,22210,22200,22100,22022,22100,22010,22000,20000,20002,20000,20211,20201,21000,20000,20000,20000,21000
woerd,20000,20100,20000,20100,20000,20022,20000,20101,20100,20100,21000,20100,20110,20100,20100,20100,20100,20000,20000,20100,20110,20100,20000,20110,20100,20000,20100,20101,20111,20200,20200,20100,20100,20110,20100,20101,20101,20100,20100,20100,20100,20101,20100,20110,20100,20110,20110,20100,20100,20100,20110,20100,20100,20000,20000,20200,20200,20220,20220,20100,20101,20101,20100,20100,20100,20100,20100,20100,20100,20110,20100,20101,20000,20101,20000,20000,20100,20100,20100,22001,22201,22222,22200,22100,22101,22100,22022,22010,20010,20110,20010,20212,20210,21010,20000,20010,20000,21000
woest,20010,20110,20000,20120,20010,20000,20002,20100,20100,20100,21000,20100,20100,20100,20100,20100,20100,20001,20011,20100,20100,20110,20010,20101,20101,20000,20100,20100,20100,20210,20210,20100,20100,20100,20100,20100,20110,20100,20100,20100,20100,20100,20100,20100,20100,20100,20122,20120,20101,20100,20100,20100,20100,20022,20002,20200,20210,20200,20200,20100,20100,20101,20100,20100,20100,20100,20110,20101,20100,20100,20100,20100,20000,20100,20022,20001,20120,20101,20101,22000,22200,22200,22222,22100,22100,22100,22000,22022,20000,20100,20000,20200,20200,21000,20010,20000,20010,21010
wogen,20000,20020,20002,20010,20000,20000,20000,20022,20020,20222,21202,20022,20020,20010,20022,20022,20022,20001,20001,20022,20022,20020,20000,20020,20010,20100,20010,20010,20020,20110,20010,20220,20222,20220,20210,20010,20010,20022,20110,20010,20011,20011,20022,20021,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20011,20010,20010,20210,20022,20010,20010,20010,20022,20022,20010,20022,20022,20020,20010,20010,20001,20011,20001,20001,20010,20010,20010,22000,22010,22010,22010,22222,22011,22022,22000,22000,20000,20010,20101,20020,20020,21101,20000,20000,20000,21000
wonde,20000,20001,20100,20001,20000,20010,20000,20111,20001,20101,21100,20101,20001,20002,20101,20101,20201,20200,20200,20101,20101,20001,20000,20001,20002,20000,20002,20022,20011,20001,20001,20001,20101,20001,20002,20022,20021,20101,20001,20002,20101,20222,20201,20201,20001,20101,20001,20001,20101,20101,20001,20001,20101,20000,20000,20002,20101,20001,20001,20002,20111,20012,20002,20002,20101,20101,20002,20101,20101,20001,20002,20022,20200,20222,20200,20200,20002,20002,20002,22010,22022,22011,22001,22101,22222,22201,22010,22000,20000,20002,20100,20011,20001,21100,20000,20000,20000,21000
wonen,20000,20020,20002,20010,20000,20000,20000,20022,20020,20022,21002,20022,20020,20010,20022,20022,20222,20200,20200,20022,20022,20020,20000,20020,20010,20000,20010,20010,20020,20010,20010,20020,20022,20020,20010,20010,20010,20022,20010,20010,20110,20210,20222,20220,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20110,20010,20010,20010,20022,20010,20010,20010,20022,20022,20010,20022,20022,20020,20010,20010,20200,20210,20200,20200,20010,20010,20010,22000,22010,22010,22010,22022,22210,22222,22000,22000,20000,20010,20100,20020,20020,21100,20000,20000,20000,21000
woord,20000,20000,20000,20000,20000,20022,20000,20001,20000,20000,21000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20010,20000,20000,20000,20001,20011,20000,20000,20000,20000,20010,20000,20001,20001,20000,20000,20000,20000,20001,20000,20010,20000,20010,20010,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20020,20020,20000,20001,20001,20000,20000,20000,20000,20000,20000,20000,20010,20000,20001,20000,20001,20000,20000,20000,20000,20000,22001,22001,22022,22000,22000,22001,22000,22222,22010,20010,20010,20010,20012,20010,20210,20000,20010,20000,21000
worst,20010,20010,20000,20020,20010,20100,20002,20000,20000,20000,21000,20000,20100,20000,20000,20000,20000,20001,20011,20000,20200,20010,20010,20101,20001,20000,20000,20000,20100,20010,20010,20000,20000,20100,20000,20000,20010,20000,20000,20000,20000,20000,20000,20100,20000,20200,20222,20020,20001,20000,20100,20000,20000,20022,20002,20000,20010,20100,20100,20000,20000,20001,20000,20000,20000,20000,20010,20001,20000,20100,20000,20000,20000,20000,20022,20001,20020,20001,20001,22000,22000,22100,22022,22000,22000,22000,22100,22222,20100,20100,20100,20100,20100,21100,20010,20200,20010,21010
wraak,20210,20100,20100,20000,20211,21210,20100,20100,20100,20100,20100,20101,21101,20101,20100,20100,20100,20100,20100,20100,21100,20100,20100,21100,20100,20100,20000,20000,21000,20000,20000,20000,20000,21000,20000,20000,20000,20001,20000,20001,20000,20000,20000,21000,20000,21000,21000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,21000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20101,20000,21000,20000,20000,20000,20000,21000,21000,22222,22201,22200,22000,22000,22000,20000,21120,20100,20100
wrake,20200,20101,20100,20001,20220,21200,20100,20101,20101,20101,20100,20111,21111,20122,20101,20101,20101,20100,20100,20101,21101,20101,20100,21101,20102,20100,20002,20002,21001,20001,20001,20001,20001,21001,20002,20002,20001,20011,20001,20022,20001,20002,20001,21001,20001,21001,21001,20001,20001,20001,21001,20001,20001,20000,20000,20002,20001,21001,21001,20002,20001,20002,20002,20002,20011,20001,20002,20001,20001,21001,20022,20002,20000,20002,20000,20000,20002,20002,20002,20120,20002,21001,20001,20001,20002,20001,21000,21000,22210,22222,22200,22001,22001,22000,20000,21100,20100,20100
wrang,20200,20100,20110,20000,20200,21200,20100,20110,20100,20111,20111,20110,21100,20100,20110,20110,20110,20110,20110,20110,21110,20100,20100,21100,20100,20102,20000,20000,21000,20001,20000,20001,20011,21001,20001,20000,20000,20010,20002,20000,20020,20010,20010,21010,20000,21010,21000,20000,20010,20010,21000,20000,20010,20000,20000,20000,20020,21000,21000,20001,20010,20000,20000,20000,20010,20010,20000,20010,20010,21000,20000,20000,20010,20010,20010,20010,20000,20000,20000,20100,20000,21000,20000,20011,20010,20010,21000,21000,22200,22200,22222,22000,22000,22022,20000,21100,20100,20100
wreed,20000,20020,20000,20100,20000,21002,20000,20021,20020,20020,20000,20020,21020,20100,20020,20020,20020,20000,20000,20020,21020,20020,20000,21020,20100,20000,20110,20111,21121,20210,20210,20120,20120,21120,20110,20111,20101,20120,20100,20110,20100,20111,20120,21120,20120,21120,21100,20100,20120,20120,21120,20120,20120,20000,20000,20210,20200,21200,21200,20100,20021,20101,20100,20100,20020,20020,20100,20020,20020,21020,20100,20101,20000,20101,20000,20000,20100,20100,20100,20001,20211,21202,20200,20020,20101,20020,21002,21000,22000,22100,22000,22222,22220,22000,20000,21000,20000,20000
wreef,20000,20020,20000,20100,20000,21000,20000,20020,20021,20020,20000,20020,21020,20100,20020,20020,20020,20000,20000,20020,21020,20020,20000,21020,20100,20000,20110,20110,21120,20210,20210,20120,20120,21120,20110,20110,20100,20120,20100,20110,20100,20110,20120,21120,20120,21120,21100,20100,20120,20120,21120,20120,20120,20000,20000,20210,20200,21202,21200,20100,20020,20100,20101,20101,20020,20020,20100,20020,20020,21020,20100,20100,20000,20100,20000,20000,20100,20100,20100,20000,20210,21200,20200,20020,20100,20020,21000,21000,22000,22100,22000,22220,22222,22000,20000,21000,20000,20000
wrong,20000,20000,20010,20000,20000,21000,20000,20010,20000,20011,20111,20010,21000,20000,20010,20010,20010,20010,20010,20010,21010,20000,20000,21000,20000,20002,20000,20000,21000,20001,20000,20001,20011,21001,20001,20000,20000,20010,20002,20000,20020,20010,20010,21010,20000,21010,21000,20000,20010,20010,21000,20000,20010,20000,20000,20000,20020,21000,21000,20001,20010,20000,20000,20000,20010,20010,20000,20010,20010,21000,20000,20000,20010,20010,20010,20010,20000,20000,20000,20100,20100,21100,20100,20111,20110,20110,21200,21100,22000,22000,22022,22000,22000,22222,20000,21000,20000,20100
wulps,20102,20202,20200,20201,20002,20000,20000,20000,20100,20000,20000,20000,20000,20000,20200,20000,20000,20000,20002,20010,20000,20001,20001,20000,20000,20000,20000,20000,20000,20002,20022,20100,20000,20000,20000,20000,20002,20000,20200,20200,21200,20000,20000,20000,20110,20000,20001,20001,20000,20000,20000,20100,20000,20001,20000,20000,20002,20000,20010,20000,20000,20000,20000,20000,20000,20200,20001,20000,20000,20000,20000,20200,20000,20000,20001,20000,20001,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,22222,21000,20001,20001
warau,22010,22000,22000,20000,22010,22110,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22200,22000,22000,22100,22000,22000,20000,20000,20100,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20002,20000,20000,20100,20000,20200,20200,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20100,20000,20000,20000,20000,20100,20200,21120,21100,21100,20100,20100,20100,20001,22222,22000,22000
washi,22100,22100,22001,20110,22100,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22200,22200,22000,22000,22001,20000,20000,20000,20100,20100,20000,20000,20000,20000,20001,20101,20000,20001,20000,20000,20000,20000,20000,20000,20000,20100,20202,20000,20000,20000,20000,20000,20111,20021,20001,20101,20001,20001,20001,20000,20000,20001,20000,20000,20000,20200,20000,20000,20000,20001,20001,20011,20001,20101,20002,20201,20001,20001,21000,20000,20000,20100,20000,20000,20000,20000,20100,21000,21000,21000,20000,20000,20000,20100,22000,22222,22200
wasco,22100,22100,22000,20100,22100,22000,22010,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22200,22200,22000,22000,22000,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20200,20000,20000,20000,20000,20000,20100,20010,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20000,20000,20000,20000,20000,20020,20000,20100,20000,20200,20000,20000,21001,20001,20001,20101,20001,20001,20001,20001,20101,21000,21000,21000,20000,20000,20001,20100,22000,22200,22222
