Guess,parbo,par1s,pasen,polen,pools,pruis,paaps,paard,paars,paart,pacen,pacht,paddo,paddy,paden,padie,pager,pages,pak1s,pakje,palen,palet,palts,pampa,panda,panel,panen,panna,panne,panty,paper,papil,papje,pappa,parel,paren,paret,paria,parka,part1,party,pasar,pasja,pasje,passe,pasta,patat,patch,pater,patio,pauze,pedel,pedis,pegel,pekel,pelen,peluw,penis,penny,peper,peren,pesto,peter,pezen,pezig,piano,piepa,p1len,p1ler,p1nen,p1pen,p1per,p1pje,piket,pikol,pilav,pinas,pinda,pioen,pipet,piste,pitje,pitte,pixel,pizza,plaag,plaat,plaid,plane,plank,plano,plant,plebs,pleet,plein,pleit,plemp,plens,plint,ploeg,plomp,plons,plooi,ploos,ploot,plots,pluim,pluis,poeha,poema,poets,pogen,poger,poken,poker,polak,polio,polis,polka,ponem,poort,popel,porem,porie,porno,porto,porum,poses,potas,poten,poter,potig,potje,poule,pover,power,pozen,praal,praam,praat,prang,prauw,preek,prent,priel,priem,prima,prime,primo,prins,print,prion,prior,proef,promo,pronk,pront,prooi,prove,provo,proxy,proza,pruik,pruim,prune,pruts,psalm,puber,pubis,puist,punch,pupil,puppy,puree,puren,putse,putto,pylon,pingo,plurk,pangi,parwa,peies
perkt,20200,20200,21000,21000,20000,20100,20000,20100,20100,20102,21000,20002,20000,20000,21000,21000,21100,21000,20010,21010,21000,21002,20001,20000,20000,21000,21000,20000,21000,20001,21100,20000,21000,20000,21200,21200,21202,20200,20220,20201,20201,20100,20000,21000,21000,20001,20002,20001,21101,20001,21000,22000,22000,22000,22010,22000,22000,22000,22000,22100,22200,22001,22101,22000,22000,20000,21000,21000,21100,21000,21000,21100,21000,21012,20010,20000,20000,20000,21000,21002,21001,21001,21001,21000,20000,20000,20002,20000,21000,20010,20000,20002,21000,21002,21000,21002,21000,21000,20002,21000,20000,20000,20000,20000,20002,20001,20000,20000,21000,21000,21001,21000,21100,21010,21110,20010,20000,20000,20020,21000,20102,21000,21200,21200,20200,20201,20200,21000,20001,21001,21101,20001,21001,21000,21100,21100,21000,20100,20100,20102,20100,20100,21110,21102,21100,21100,20100,21100,20100,20100,20102,20100,20100,21100,20100,20110,20102,20100,21100,20100,20100,20100,20110,20100,21100,20101,20000,21100,20000,20002,20000,20000,20000,21200,21200,21001,20001,20000,20000,20110,20000,20200,22000
perst,20200,20210,21010,21000,20010,20110,20010,20100,20110,20102,21000,20002,20000,20000,21000,21000,21100,21010,20010,21000,21000,21002,20011,20000,20000,21000,21000,20000,21000,20001,21100,20000,21000,20000,21200,21200,21202,20200,20200,20201,20201,20110,20010,21010,21020,20011,20002,20001,21101,20001,21000,22000,22010,22000,22000,22000,22000,22010,22000,22100,22200,22011,22101,22000,22000,20000,21000,21000,21100,21000,21000,21100,21000,21002,20000,20000,20010,20000,21000,21002,21011,21001,21001,21000,20000,20000,20002,20000,21000,20000,20000,20002,21010,21002,21000,21002,21000,21010,20002,21000,20000,20010,20000,20010,20002,20011,20000,20010,21000,21000,21011,21000,21100,21000,21100,20000,20000,20010,20000,21000,20102,21000,21200,21200,20200,20201,20200,21010,20011,21001,21101,20001,21001,21000,21100,21100,21000,20100,20100,20102,20100,20100,21100,21102,21100,21100,20100,21100,20100,20110,20102,20100,20100,21100,20100,20100,20102,20100,21100,20100,20100,20100,20100,20100,21100,20111,20010,21100,20010,20022,20000,20000,20000,21200,21200,21021,20001,20000,20000,20100,20000,20200,22010
peten,20000,20000,20022,20022,20000,20000,20000,20000,20000,20100,20022,20100,20000,20000,20022,21000,20020,20020,20000,21000,20022,20120,20100,20000,20001,20021,20022,20001,21001,20101,20020,20000,21000,20000,20020,20022,20120,20000,20000,20100,20100,20000,20000,21000,21000,20100,20200,20200,20220,20200,21000,22020,22000,22020,22020,22022,22000,22001,22001,22020,22022,22100,22220,22022,22000,20001,21000,20022,20020,20022,20022,20020,21000,20120,20000,20000,20001,20001,20022,20120,21100,21200,21200,20020,20000,20000,20100,20000,21001,20001,20001,20101,21000,21120,21002,21100,21000,21001,20101,20020,20000,20001,20000,20000,20100,20100,20000,20000,21000,21000,21100,20022,20020,20022,20020,20000,20000,20000,20000,20021,20100,20020,20020,21000,20001,20100,20000,20020,20200,20222,20220,20200,21200,21000,20020,20020,20022,20000,20000,20100,20001,20000,21020,21101,20020,20020,20000,21000,20000,20001,20101,20002,20000,20020,20000,20001,20101,20000,21000,20000,20000,20000,20000,20000,21001,20100,20000,20020,20000,20100,20001,20000,20000,21020,20022,21200,20200,20002,20001,20000,20001,20000,22020
petje,20000,20000,21000,21000,20000,20000,20000,20000,20000,20100,21000,20100,20000,20000,21000,20002,21000,21000,20000,20022,21000,21100,20100,20000,20000,21000,21000,20000,20002,20100,21000,20000,20022,20000,21000,21000,21100,20000,20000,20100,20100,20000,20020,20022,20002,20100,20200,20200,21200,20200,20002,22001,22000,22001,22001,22001,22000,22000,22000,22001,22001,22100,22201,22001,22000,20000,21000,21000,21000,21000,21000,21000,20022,21100,20000,20000,20000,20000,21000,21100,20102,20222,20202,21000,20000,20000,20100,20000,20002,20000,20000,20100,21000,21101,21000,21100,21000,21000,20100,21000,20000,20000,20000,20000,20100,20100,20000,20000,21000,21000,21100,21000,21000,21000,21000,20000,20000,20000,20000,21000,20100,21000,21000,20002,20000,20100,20000,21000,20200,21200,21200,20200,20222,20002,21000,21000,21000,20000,20000,20100,20000,20000,21001,21100,21000,21000,20000,20002,20000,20000,20100,20000,20000,21000,20000,20000,20100,20000,20002,20000,20000,20000,20000,20000,20002,20100,20000,21000,20000,20100,20000,20000,20000,21002,21000,20202,20200,20000,20000,20000,20000,20000,22001
peurt,20010,20010,21000,21000,20000,20210,20000,20020,20020,20022,21000,20002,20000,20000,21000,21000,21010,21000,20000,21000,21000,21002,20001,20000,20000,21000,21000,20000,21000,20001,21010,20000,21000,20000,21010,21010,21012,20010,20010,20011,20011,20010,20000,21000,21000,20001,20002,20001,21011,20001,21200,22000,22000,22000,22000,22000,22100,22000,22000,22010,22010,22001,22011,22000,22000,20000,21000,21000,21010,21000,21000,21010,21000,21002,20000,20000,20000,20000,21000,21002,21001,21001,21001,21000,20000,20000,20002,20000,21000,20000,20000,20002,21000,21002,21000,21002,21000,21000,20002,21000,20000,20000,20000,20000,20002,20001,20200,20200,21000,21000,21001,21000,21010,21000,21010,20000,20000,20000,20000,21000,20022,21000,21010,21010,20010,20011,20110,21000,20001,21001,21011,20001,21001,21200,21010,21010,21000,20010,20010,20012,20010,20110,21010,21012,21010,21010,20010,21010,20010,20010,20012,20010,20010,21010,20010,20010,20012,20010,21010,20010,20010,20010,20210,20210,21210,20211,20000,21110,20100,20102,20100,20100,20100,21110,21110,21101,20101,20000,20000,20220,20000,20010,22000
piept,20000,20000,20100,20100,20000,21000,20020,20000,20000,20002,20100,20002,20000,20000,20100,21100,20100,20100,20000,20100,20100,20102,20001,20020,20000,20100,20100,20000,20100,20001,20110,21010,20110,20020,20100,20100,20102,21000,20000,20001,20001,20000,20000,20100,20100,20001,20002,20001,20101,21001,20100,20100,21100,20100,20100,20100,20100,21100,20100,20110,20100,20101,20101,20100,21100,22000,22220,20100,20100,20100,20110,20110,20110,22102,22000,22000,22000,22000,22100,22112,22101,22101,22101,22100,22000,20000,20002,21000,20100,20000,20000,20002,20200,20202,21200,21202,20210,20200,21002,20100,20010,20000,21000,20000,20002,20001,21000,21000,20200,20200,20201,20100,20100,20100,20100,20000,21000,21000,20000,20100,20002,20110,20100,21100,20000,20001,20000,20100,20001,20101,20101,21001,20101,20100,20100,20100,20100,20000,20000,20002,20000,20000,20200,20202,21100,21100,21000,21100,21000,21000,21002,21000,21000,20100,20000,20000,20002,21000,20100,20000,20000,20000,21000,21000,20100,20001,20000,20100,21000,21002,20000,21010,20020,20100,20100,20101,20001,20000,22000,20000,21000,20000,21100
piert,20010,20010,20100,20100,20000,21010,20000,20020,20020,20022,20100,20002,20000,20000,20100,21100,20110,20100,20000,20100,20100,20102,20001,20000,20000,20100,20100,20000,20100,20001,20110,21000,20100,20000,20110,20110,20112,21010,20010,20011,20011,20010,20000,20100,20100,20001,20002,20001,20111,21001,20100,20100,21100,20100,20100,20100,20100,21100,20100,20110,20110,20101,20111,20100,21100,22000,22200,20100,20110,20100,20100,20110,20100,22102,22000,22000,22000,22000,22100,22102,22101,22101,22101,22100,22000,20000,20002,21000,20100,20000,20000,20002,20200,20202,21200,21202,20200,20200,21002,20100,20000,20000,21000,20000,20002,20001,21000,21000,20200,20200,20201,20100,20110,20100,20110,20000,21000,21000,20000,20100,20022,20100,20110,21110,20010,20011,20010,20100,20001,20101,20111,21001,20101,20100,20110,20110,20100,20010,20010,20012,20010,20010,20210,20212,21110,21110,21010,21110,21010,21010,21012,21010,21010,20110,20010,20010,20012,21010,20110,20010,20010,20010,21010,21010,20110,20011,20000,20110,21000,21002,20000,21000,20000,20110,20110,20101,20001,20000,22000,20020,21000,20010,21100
piest,20000,20010,20110,20100,20010,21010,20010,20000,20010,20002,20100,20002,20000,20000,20100,21100,20100,20110,20010,20100,20100,20102,20011,20000,20000,20100,20100,20000,20100,20001,20100,21000,20100,20000,20100,20100,20102,21000,20000,20001,20001,20010,20010,20110,20120,20011,20002,20001,20101,21001,20100,20100,21110,20100,20100,20100,20100,21110,20100,20100,20100,20111,20101,20100,21100,22000,22200,20100,20100,20100,20100,20100,20100,22102,22000,22000,22010,22000,22100,22102,22111,22101,22101,22100,22000,20000,20002,21000,20100,20000,20000,20002,20210,20202,21200,21202,20200,20210,21002,20100,20000,20010,21000,20010,20002,20011,21000,21010,20200,20200,20211,20100,20100,20100,20100,20000,21000,21010,20000,20100,20002,20100,20100,21100,20000,20001,20000,20110,20011,20101,20101,21001,20101,20100,20100,20100,20100,20000,20000,20002,20000,20000,20200,20202,21100,21100,21000,21100,21000,21010,21002,21000,21000,20100,20000,20000,20002,21000,20100,20000,20000,20000,21000,21000,20100,20011,20010,20100,21010,21022,20000,21000,20000,20100,20100,20121,20001,20000,22000,20000,21000,20000,21110
p1ken,20000,21000,20022,20022,20000,20000,20000,20000,20000,20000,20022,20000,20000,20000,20022,20010,20020,20020,21200,20210,20022,20020,20000,20000,20001,20021,20022,20001,20011,20001,20020,20000,20010,20000,20020,20022,20020,20000,20100,21000,20000,20000,20000,20010,20010,20000,20000,20000,20020,20000,20010,20020,20010,20020,20220,20022,20010,20011,20011,20020,20022,20010,20020,20022,20010,20001,20010,22022,22020,22022,22022,22020,22010,20220,20200,20000,20001,20001,20022,20020,20010,20010,20010,20020,20000,20000,20000,20000,20011,20101,20001,20001,20010,20020,20012,20010,20010,20011,20001,20020,20000,20001,20000,20000,20000,20000,20000,20000,20010,20010,20010,20022,20020,20222,20220,20100,20000,20000,20100,20021,20000,20020,20020,20010,20001,20000,20000,20020,20000,20022,20020,20000,20010,20010,20020,20020,20022,20000,20000,20000,20001,20000,20120,20011,20020,20020,20000,20010,20000,20001,20001,20002,20000,20020,20000,20101,20001,20000,20010,20000,20000,20000,20100,20000,20011,20000,20000,20020,20000,20000,20001,20000,20000,20020,20022,20010,20000,20002,20001,20100,20001,20000,20020
p1nde,20000,21000,20101,20101,20000,20000,20000,20010,20000,20000,20101,20000,20020,20020,20111,20012,20001,20001,21000,20002,20101,20001,20000,20000,20220,20201,20201,20200,20202,20200,20001,20000,20002,20000,20001,20101,20001,20000,20000,21000,20000,20000,20000,20002,20002,20000,20000,20000,20001,20000,20002,20011,20011,20001,20001,20101,20001,20201,20201,20001,20101,20001,20001,20101,20001,20100,20001,22101,22001,22201,22101,22001,22002,20001,20000,20000,20200,20220,20101,20001,20002,20002,20002,20001,20000,20000,20000,20010,20102,20100,20100,20100,20001,20001,20101,20001,20001,20101,20100,20001,20000,20100,20000,20000,20000,20000,20000,20000,20001,20001,20001,20101,20001,20101,20001,20000,20000,20000,20000,20201,20000,20001,20001,20002,20100,20000,20000,20001,20000,20101,20001,20000,20002,20002,20001,20001,20101,20000,20000,20000,20100,20000,20001,20101,20001,20001,20000,20002,20000,20100,20100,20100,20000,20001,20000,20100,20100,20000,20002,20000,20000,20000,20000,20000,20102,20000,20000,20001,20000,20000,20200,20000,20000,20002,20101,20002,20000,20100,20200,20000,20200,20000,20001
p1nig,20000,21000,20100,20100,20000,20020,20000,20000,20000,20000,20100,20000,20000,20000,20100,20020,20001,20001,21000,20000,20100,20000,20000,20000,20200,20200,20200,20200,20200,20200,20000,20020,20000,20000,20000,20100,20000,20020,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20020,20001,20000,20100,20000,20220,20200,20000,20100,20000,20000,20100,20022,20110,20010,22100,22000,22200,22100,22000,22000,20010,20010,20010,20210,20210,20110,20010,20010,20010,20010,20010,20010,20002,20000,20020,20100,20100,20100,20100,20000,20000,20120,20020,20000,20100,20110,20002,20000,20100,20010,20000,20000,20000,20020,20020,20000,20000,20000,20101,20001,20100,20000,20000,20020,20020,20000,20200,20000,20000,20000,20020,20100,20000,20000,20000,20000,20100,20000,20022,20000,20000,20000,20000,20100,20000,20000,20000,20102,20000,20000,20100,20010,20010,20010,20010,20010,20110,20110,20110,20010,20000,20000,20100,20100,20010,20000,20000,20000,20000,20020,20020,20100,20000,20000,20000,20020,20010,20200,20020,20000,20000,20100,20000,20000,20100,20211,20000,20211,20000,20010
p1pte,20000,21000,20001,20001,20000,20000,20100,20000,20000,20010,20001,20010,20000,20000,20001,20002,20001,20001,21000,20002,20001,20011,20020,20100,20000,20001,20001,20000,20002,20020,20201,20200,20202,20200,20001,20001,20011,20000,20000,21020,20020,20000,20000,20002,20002,20020,20010,20010,20011,20010,20002,20001,20001,20001,20001,20001,20001,20001,20001,20201,20001,20021,20011,20001,20001,20000,20101,22001,22001,22001,22201,22201,22202,20011,20000,20000,20000,20000,20001,20211,20022,20012,20022,20001,20000,20000,20010,20000,20002,20000,20000,20010,20001,20011,20001,20011,20101,20001,20010,20001,20100,20000,20000,20000,20010,20020,20000,20000,20001,20001,20021,20001,20001,20001,20001,20000,20000,20000,20000,20001,20010,20201,20001,20002,20000,20020,20000,20001,20010,20011,20011,20010,20012,20002,20001,20001,20001,20000,20000,20010,20000,20000,20001,20011,20001,20001,20000,20002,20000,20000,20010,20000,20000,20001,20000,20000,20010,20000,20002,20000,20000,20000,20000,20000,20002,20020,20000,20001,20000,20010,20000,20200,20200,20002,20001,20012,20020,20000,20000,20000,20000,20000,20001
p1tje,20000,21000,20001,20001,20000,20000,20000,20000,20000,20100,20001,20100,20000,20000,20001,20002,20001,20001,21000,20022,20001,20101,20100,20000,20000,20001,20001,20000,20002,20100,20001,20000,20022,20000,20001,20001,20101,20000,20000,21100,20100,20000,20020,20022,20002,20100,20200,20200,20201,20200,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20101,20201,20001,20001,20000,20001,22001,22001,22001,22001,22001,22022,20101,20000,20000,20000,20000,20001,20101,20102,20222,20202,20001,20000,20000,20100,20000,20002,20000,20000,20100,20001,20101,20001,20101,20001,20001,20100,20001,20000,20000,20000,20000,20100,20100,20000,20000,20001,20001,20101,20001,20001,20001,20001,20000,20000,20000,20000,20001,20100,20001,20001,20002,20000,20100,20000,20001,20200,20201,20201,20200,20222,20002,20001,20001,20001,20000,20000,20100,20000,20000,20001,20101,20001,20001,20000,20002,20000,20000,20100,20000,20000,20001,20000,20000,20100,20000,20002,20000,20000,20000,20000,20000,20002,20100,20000,20001,20000,20100,20000,20000,20000,20002,20001,20202,20200,20000,20000,20000,20000,20000,20001
pikte,20000,20000,20001,20001,20000,21000,20000,20000,20000,20010,20001,20010,20000,20000,20001,21002,20001,20001,20200,20202,20001,20011,20020,20000,20000,20001,20001,20000,20002,20020,20001,21000,20002,20000,20001,20001,20011,21000,20100,20020,20020,20000,20000,20002,20002,20020,20010,20010,20011,21010,20002,20001,21001,20001,20201,20001,20001,21001,20001,20001,20001,20021,20011,20001,21001,22000,22001,20001,20001,20001,20001,20001,20002,22211,22200,22000,22000,22000,22001,22011,22022,22012,22022,22001,22000,20000,20010,21000,20002,20100,20000,20010,20001,20011,21001,21011,20001,20001,21010,20001,20000,20000,21000,20000,20010,20020,21000,21000,20001,20001,20021,20001,20001,20201,20201,20100,21000,21000,20100,20001,20010,20001,20001,21002,20000,20020,20000,20001,20010,20011,20011,21010,20012,20002,20001,20001,20001,20000,20000,20010,20000,20000,20101,20011,21001,21001,21000,21002,21000,21000,21010,21000,21000,20001,20000,20100,20010,21000,20002,20000,20000,20000,21100,21000,20002,20020,20000,20001,21000,21010,20000,21000,20000,20002,20001,20012,20020,20000,22000,20100,21000,20000,21001
pinde,20000,20000,20101,20101,20000,21000,20000,20010,20000,20000,20101,20000,20020,20020,20111,21012,20001,20001,20000,20002,20101,20001,20000,20000,20220,20201,20201,20200,20202,20200,20001,21000,20002,20000,20001,20101,20001,21000,20000,20000,20000,20000,20000,20002,20002,20000,20000,20000,20001,21000,20002,20011,21011,20001,20001,20101,20001,21201,20201,20001,20101,20001,20001,20101,21001,22100,22001,20101,20001,20201,20101,20001,20002,22001,22000,22000,22200,22220,22101,22001,22002,22002,22002,22001,22000,20000,20000,21010,20102,20100,20100,20100,20001,20001,21101,21001,20001,20101,21100,20001,20000,20100,21000,20000,20000,20000,21000,21000,20001,20001,20001,20101,20001,20101,20001,20000,21000,21000,20000,20201,20000,20001,20001,21002,20100,20000,20000,20001,20000,20101,20001,21000,20002,20002,20001,20001,20101,20000,20000,20000,20100,20000,20001,20101,21001,21001,21000,21002,21000,21100,21100,21100,21000,20001,20000,20100,20100,21000,20002,20000,20000,20000,21000,21000,20102,20000,20000,20001,21000,21000,20200,21000,20000,20002,20101,20002,20000,20100,22200,20000,21200,20000,21001
pinkt,20000,20000,20100,20100,20000,21000,20000,20000,20000,20002,20100,20002,20000,20000,20100,21000,20000,20000,20010,20010,20100,20002,20001,20000,20200,20200,20200,20200,20200,20201,20000,21000,20000,20000,20000,20100,20002,21000,20020,20001,20001,20000,20000,20000,20000,20001,20002,20001,20001,21001,20000,20000,21000,20000,20010,20100,20000,21200,20200,20000,20100,20001,20001,20100,21000,22100,22000,20100,20000,20200,20100,20000,20000,22012,22010,22000,22200,22200,22100,22002,22001,22001,22001,22000,22000,20000,20002,21000,20100,20110,20100,20102,20000,20002,21100,21002,20000,20100,21102,20000,20000,20100,21000,20000,20002,20001,21000,21000,20000,20000,20001,20100,20000,20110,20010,20010,21000,21000,20020,20200,20002,20000,20000,21000,20100,20001,20000,20000,20001,20101,20001,21001,20001,20000,20000,20000,20100,20000,20000,20002,20100,20000,20010,20102,21000,21000,21000,21000,21000,21100,21102,21100,21000,20000,20000,20110,20102,21000,20000,20000,20000,20000,21010,21000,20100,20001,20000,20000,21000,21002,20200,21000,20000,20000,20100,20001,20001,20100,22200,20010,21200,20000,21000
pions,20100,20002,20011,20110,20202,21002,20002,20000,20002,20000,20010,20000,20100,20000,20010,21000,20000,20002,20002,20000,20010,20000,20002,20000,20010,20010,20010,20020,20020,20010,20000,21000,20000,20000,20000,20010,20000,21000,20000,20000,20000,20001,20001,20001,20001,20001,20000,20000,20000,21100,20000,20000,21002,20000,20000,20010,20000,21012,20020,20000,20010,20101,20000,20010,21000,22120,22000,20010,20000,20010,20010,20000,20000,22000,22100,22000,22012,22010,22210,22000,22001,22000,22000,22000,22000,20000,20000,21000,20020,20020,20120,20020,20002,20000,21010,21000,20000,20022,21020,20200,20200,20222,21200,20202,20200,20202,21000,21002,20100,20100,20102,20110,20100,20110,20100,20100,21100,21102,20100,20110,20200,20100,20100,21100,20120,20100,20100,20102,20102,20110,20100,21100,20100,20100,20100,20100,20110,20000,20000,20000,20020,20000,20000,20020,21000,21000,21000,21000,21100,21022,21020,21110,21100,20200,20200,20220,20220,21200,20200,20200,20200,20200,21000,21000,20020,20002,20001,20000,21002,21001,20010,21000,20000,20000,20010,20001,20100,20110,22110,20000,21010,20000,21002
