Guess,vinex,vaalt,vaars,vaart,vaats,vacht,vadem,vader,vagen,vaker,valig,vamen,vanaf,varen,varia,vaste,vaten,vazal,vedel,veder,veest,vegen,veger,veine,velen,vel1n,velum,vemen,vendu,venen,venig,ven1n,vents,veraf,veren,verre,verso,verst,verte,veste,veter,vette,vezel,vezen,video,vieux,vieze,v1and,v1fde,v1fje,v1len,v1ver,v1zel,v1zen,villa,vinyl,viool,virus,visie,visum,vitse,vivat,vlaag,vlaai,vlade,vlees,vleet,vlerk,vleug,vlieg,vliem,vlier,vlies,vliet,vl1en,vloed,vloei,vloek,vloer,vlood,vloog,vloot,vlouw,vocht,vodde,vogel,voile,volks,volle,volop,volta,volte,voogd,voord,voorn,voort,voren,vorig,vorst,votum,voute,vozen,vraag,vraat,vrank,vrede,vrees,vreze,vr1af,vr1en,vr1er,vrind,vroed,vroeg,vrome,vroom,vroon,vroor,vrouw,vuist,vulgo,vulva,vuren,vurig,vanop
v1len,20021,20100,20000,20000,20000,20000,20020,20020,20022,20020,20200,20022,20001,20022,20000,20010,20022,20100,20120,20020,20010,20022,20020,20011,20222,21212,20210,20022,20011,20022,20011,21012,20011,20010,20022,20010,20010,20010,20010,20010,20020,20010,20120,20022,20020,20010,20010,22001,22010,22010,22222,22020,22120,22022,20200,20101,20100,20000,20010,20000,20010,20000,20100,20100,20110,20120,20120,20110,20110,20120,20120,20120,20120,20120,21122,20120,20120,20120,20120,20100,20100,20100,20100,20000,20010,20120,20110,20200,20210,20200,20200,20210,20000,20000,20002,20000,20022,20000,20000,20000,20010,20022,20000,20000,20001,20010,20020,20010,21000,21022,21020,20001,20020,20020,20010,20000,20002,20000,20000,20000,20200,20200,20022,20000,20001
v1ver,20020,20000,20001,20001,20000,20000,20020,20022,20020,20022,20000,20020,20000,20021,20001,20010,20020,20000,20020,20022,20010,20020,20022,20010,20020,21010,20010,20020,20010,20020,20010,21010,20010,20011,20021,20011,20011,20011,20011,20010,20022,20010,20020,20020,20020,20010,20010,22000,22010,22010,22020,22222,22020,22020,20000,20000,20000,20001,20010,20000,20010,20200,20000,20000,20010,20020,20020,20011,20010,20020,20020,20022,20020,20020,21020,20020,20020,20020,20022,20000,20000,20000,20000,20000,20010,20020,20010,20000,20010,20000,20000,20010,20000,20001,20001,20001,20021,20001,20001,20000,20010,20020,20001,20001,20001,20011,20021,20011,21001,21021,21022,20001,20021,20021,20011,20001,20001,20002,20001,20000,20000,20100,20021,20001,20000
v1zel,20020,20001,20000,20000,20000,20000,20020,20020,20020,20020,20001,20020,20000,20020,20000,20010,20020,20202,20022,20020,20010,20020,20020,20010,20021,21011,20011,20020,20010,20020,20010,21010,20010,20010,20020,20010,20010,20010,20010,20010,20020,20010,20222,20220,20020,20010,20110,22000,22010,22010,22021,22020,22222,22220,20001,20002,20002,20000,20010,20000,20010,20000,20001,20001,20011,20021,20021,20011,20011,20021,20021,20021,20021,20021,21021,20021,20021,20021,20021,20001,20001,20001,20001,20000,20010,20022,20011,20001,20011,20001,20001,20011,20000,20000,20000,20000,20020,20000,20000,20000,20010,20220,20000,20000,20000,20010,20020,20110,21000,21020,21020,20000,20020,20020,20010,20000,20000,20000,20000,20000,20001,20001,20020,20000,20000
v1zen,20021,20000,20000,20000,20000,20000,20020,20020,20022,20020,20000,20022,20001,20022,20000,20010,20022,20200,20020,20020,20010,20022,20020,20011,20022,21012,20010,20022,20011,20022,20011,21012,20011,20010,20022,20010,20010,20010,20010,20010,20020,20010,20220,20222,20020,20010,20110,22001,22010,22010,22022,22020,22220,22222,20000,20001,20000,20000,20010,20000,20010,20000,20000,20000,20010,20020,20020,20010,20010,20020,20020,20020,20020,20020,21022,20020,20020,20020,20020,20000,20000,20000,20000,20000,20010,20020,20010,20000,20010,20000,20000,20010,20000,20000,20002,20000,20022,20000,20000,20000,20010,20222,20000,20000,20001,20010,20020,20110,21000,21022,21020,20001,20020,20020,20010,20000,20002,20000,20000,20000,20000,20000,20022,20000,20001
villa,22000,20021,20001,20001,20001,20001,20001,20001,20001,20001,21201,20001,20001,20001,21002,20001,20001,20101,20100,20000,20000,20000,20000,21000,20200,20200,20200,20000,20000,20000,21000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,22000,22000,22000,20001,20000,20000,20200,20000,20100,20000,22222,22100,22100,22000,22000,22000,22000,22001,20101,21101,20101,20100,20100,20100,20100,21100,21100,21100,21100,21100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20000,20000,20100,21020,20200,20220,20200,20202,20200,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20001,20001,20001,20000,20000,20000,20001,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20200,20202,20000,21000,20001
vinyl,22200,20001,20000,20000,20000,20000,20000,20000,20100,20000,21001,20100,20200,20100,21000,20000,20100,20002,20002,20000,20000,20100,20000,21100,20101,20101,20001,20100,20200,20200,21200,20200,20200,20000,20100,20000,20000,20000,20000,20000,20000,20000,20002,20100,22000,22000,22000,20100,20000,20000,20101,20000,20002,20100,22001,22222,22002,22000,22000,22000,22000,22000,20001,21001,20001,20001,20001,20001,20001,21001,21001,21001,21001,21001,20101,20001,21001,20001,20001,20001,20001,20001,20001,20000,20000,20002,21001,20001,20001,20001,20001,20001,20000,20000,20100,20000,20100,21000,20000,20000,20000,20100,20000,20000,20100,20000,20000,20000,20000,20100,20000,21100,20000,20000,20000,20000,20100,20000,20000,21000,20001,20001,20100,21000,20200
viool,22000,20001,20000,20000,20000,20000,20000,20000,20000,20000,21001,20000,20000,20000,21000,20000,20000,20002,20002,20000,20000,20000,20000,21000,20001,20001,20001,20000,20000,20000,21000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20002,20000,22100,22000,22000,20000,20000,20000,20001,20000,20002,20000,22001,22002,22222,22000,22000,22000,22000,22000,20001,21001,20001,20001,20001,20001,20001,21001,21001,21001,21001,21001,20001,20201,21201,20201,20201,20221,20221,20221,20201,20100,20100,20102,21101,20101,20101,20121,20101,20101,20210,20210,20210,20210,20100,21100,20100,20100,20100,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20200,20200,20200,20220,20220,20220,20200,21000,20101,20001,20000,21000,20020
virus,22000,20000,20102,20100,20002,20000,20000,20100,20000,20100,21000,20000,20000,20200,21200,20001,20000,20000,20000,20100,20001,20000,20100,21000,20000,20000,20020,20000,20010,20000,21000,20000,20002,20200,20200,20200,20201,20201,20200,20001,20100,20000,20000,20000,22000,22020,22000,20000,20000,20000,20000,20100,20000,20000,22000,22000,22000,22222,22001,22021,22001,22000,20000,21000,20000,20002,20000,20100,20020,21000,21000,21100,21002,21000,20000,20000,21000,20000,20100,20000,20000,20000,20020,20000,20000,20000,21000,20002,20000,20000,20000,20000,20000,20100,20100,20100,20200,21200,20201,20020,20010,20000,20100,20100,20100,20100,20102,20100,20100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20120,21011,20010,20010,20210,21210,20000
visie,22001,20000,20100,20000,20100,20000,20001,20001,20001,20001,20020,20001,20000,20001,20020,20202,20001,20000,20001,20001,20101,20001,20001,21002,20001,20001,20001,20001,20001,20001,20021,20001,20101,20001,20001,20002,20101,20101,20002,20202,20001,20002,20001,20001,22001,22001,22002,20000,20002,20002,20001,20001,20001,20001,22000,22000,22000,22100,22222,22200,22102,22000,20000,21000,20002,20101,20001,20001,20001,21001,21001,21001,21101,21001,20001,20001,21001,20001,20001,20000,20000,20000,20000,20000,20002,20001,21002,20100,20002,20000,20000,20002,20000,20000,20000,20000,20001,20020,20100,20000,20002,20001,20000,20000,20000,20002,20101,20002,20000,20001,20001,21000,20001,20001,20002,20000,20000,20000,20000,21100,20000,20000,20001,20020,20000
visum,22000,20000,20100,20000,20100,20000,20002,20000,20000,20000,21000,20001,20000,20000,21000,20200,20000,20000,20000,20000,20100,20000,20000,21000,20000,20000,20022,20001,20010,20000,21000,20000,20100,20000,20000,20000,20100,20100,20000,20200,20000,20000,20000,20000,22000,22020,22000,20000,20000,20000,20000,20000,20000,20000,22000,22000,22000,22120,22200,22222,22100,22000,20000,21000,20000,20100,20000,20000,20020,21000,21002,21000,21100,21000,20000,20000,21000,20000,20000,20000,20000,20000,20020,20000,20000,20000,21000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20100,20022,20010,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,21000,20000,20000,20001,20002,20000,20000,20020,21110,20010,20010,20010,21010,20000
vitse,22001,20100,20010,20100,20110,20100,20001,20001,20001,20001,21000,20001,20000,20001,21000,20112,20201,20000,20001,20001,20121,20001,20001,21002,20001,20001,20001,20001,20001,20001,21001,20001,20111,20001,20001,20002,20021,20121,20102,20112,20201,20202,20001,20001,22001,22001,22002,20000,20002,20002,20001,20001,20001,20001,22000,22000,22000,22010,22012,22010,22222,22100,20000,21000,20002,20011,20101,20001,20001,21001,21001,21001,21011,21101,20001,20001,21001,20001,20001,20000,20000,20100,20000,20100,20002,20001,21002,20010,20002,20000,20100,20102,20000,20000,20000,20100,20001,21000,20120,20200,20102,20001,20000,20100,20000,20002,20011,20002,20000,20001,20001,21000,20001,20001,20002,20000,20000,20000,20000,21120,20000,20000,20001,21000,20000
vivat,22000,20012,20010,20012,20011,20012,20010,20010,20010,20010,21010,20010,20020,20010,21010,20011,20011,20020,20000,20000,20002,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20001,20020,20000,20000,20000,20002,20001,20001,20001,20001,20000,20000,22000,22000,22000,20010,20000,20000,20000,20200,20000,20000,22010,22000,22000,22000,22000,22000,22001,22222,20020,21020,20010,20000,20002,20000,20000,21000,21000,21000,21000,21002,20000,20000,21000,20000,20000,20000,20000,20002,20000,20002,20000,20000,21000,20000,20000,20000,20011,20001,20000,20000,20000,20002,20000,21000,20002,20001,20001,20000,20020,20022,20010,20000,20000,20000,20020,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,21002,20000,20110,20000,21000,20010
vlaag,20000,21210,20210,20210,20210,20100,20100,20100,20101,20100,21102,20100,20120,20100,20110,20100,20100,21120,21000,20000,20000,20001,20001,20000,21000,21000,21000,20000,20000,20000,20002,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20200,20000,20000,21000,20000,21000,20000,21100,21000,21000,20000,20000,20000,20000,20020,22222,22220,22200,22000,22000,22000,22002,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,20000,20000,21001,21000,21000,21000,21000,21100,21000,20001,20000,20000,20000,20000,20002,20000,20000,20000,20000,20222,20220,20200,20000,20000,20000,20020,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,21001,21100,20000,20002,20100
vlaai,20001,21210,20210,20210,20210,20100,20100,20100,20100,20100,21101,20100,20120,20100,20111,20100,20100,21120,21000,20000,20000,20000,20000,20001,21000,21000,21000,20000,20000,20000,20001,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20001,20001,20001,20200,20000,20000,21000,20000,21000,20000,21101,21001,21001,20001,20001,20001,20001,20021,22220,22222,22200,22000,22000,22000,22000,22001,22001,22001,22001,22001,22000,22000,22002,22000,22000,22000,22000,22000,22000,20000,20000,21000,21001,21000,21000,21000,21100,21000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20220,20220,20200,20000,20000,20000,20020,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20001,21000,21100,20000,20001,20100
vlade,20001,21200,20200,20200,20200,20100,20111,20111,20101,20101,21100,20101,20100,20101,20100,20102,20101,21100,21011,20011,20001,20001,20001,20002,21001,21001,21001,20001,20021,20001,20001,20001,20001,20101,20001,20002,20001,20001,20002,20002,20001,20002,21001,20001,20011,20001,20002,20210,20022,20002,21001,20001,21001,20001,21100,21000,21000,20000,20002,20000,20002,20100,22200,22200,22222,22001,22001,22001,22001,22001,22001,22001,22001,22001,22001,22011,22001,22001,22001,22010,22000,22000,22000,20000,20022,21001,21002,21000,21002,21000,21100,21002,20010,20010,20000,20000,20001,20000,20000,20000,20002,20001,20200,20200,20200,20022,20001,20002,20100,20001,20001,20010,20011,20001,20002,20000,20000,20000,20000,20000,21000,21100,20001,20000,20100
vlees,20020,21000,20002,20000,20002,20000,20020,20020,20020,20020,21000,20020,20000,20020,20000,20101,20020,21000,21120,20120,20211,20120,20120,20110,21120,21100,21100,20120,20100,20120,20100,20100,20102,20100,20120,20110,20101,20101,20110,20111,20120,20110,21120,20120,20020,20200,20210,20000,20100,20100,21020,20020,21020,20020,21000,21000,21000,20002,20101,20001,20101,20000,22000,22000,22100,22222,22220,22200,22200,22020,22020,22020,22022,22020,22020,22020,22020,22020,22020,22000,22000,22000,22000,20000,20100,21020,21100,21002,21100,21000,21000,21100,20000,20000,20000,20000,20020,20000,20001,20000,20100,20020,20000,20000,20000,20210,20222,20210,20000,20020,20020,20000,20020,20020,20100,20000,20000,20000,20000,20001,21000,21000,20020,20000,20000
vleet,20020,21002,20000,20002,20001,20002,20020,20020,20020,20020,21000,20020,20000,20020,20000,20101,20021,21000,21120,20120,20212,20120,20120,20110,21120,21100,21100,20120,20100,20120,20100,20100,20101,20100,20120,20110,20100,20102,20111,20111,20121,20111,21120,20120,20020,20200,20210,20000,20100,20100,21020,20020,21020,20020,21000,21000,21000,20000,20100,20000,20101,20002,22000,22000,22100,22220,22222,22200,22200,22020,22020,22020,22020,22022,22020,22020,22020,22020,22020,22000,22000,22002,22000,20002,20100,21020,21100,21000,21100,21000,21001,21101,20000,20000,20000,20002,20020,20000,20002,20001,20101,20020,20000,20002,20000,20210,20220,20210,20000,20020,20020,20000,20020,20020,20100,20000,20000,20000,20000,20002,21000,21000,20020,20000,20000
vlerk,20100,21000,20020,20020,20000,20000,20100,20110,20100,20111,21000,20100,20000,20110,20010,20100,20100,21000,21100,20110,20200,20100,20110,20100,21100,21100,21100,20100,20100,20100,20100,20100,20100,20110,20110,20120,20110,20110,20110,20100,20110,20100,21100,20100,20100,20200,20200,20000,20100,20100,21100,20110,21100,20100,21000,21000,21000,20010,20100,20000,20100,20000,22000,22000,22100,22200,22200,22222,22200,22100,22100,22110,22100,22100,22100,22100,22100,22102,22110,22000,22000,22000,22000,20000,20100,21100,21100,21001,21100,21000,21000,21100,20000,20020,20020,20020,20110,20010,20010,20000,20100,20100,20010,20010,20012,20210,20210,20210,20010,20110,20110,20010,20110,20110,20110,20010,20010,20010,20010,20000,21000,21000,20110,20010,20000
vleug,20100,21000,20000,20000,20000,20000,20100,20100,20101,20100,21002,20100,20000,20100,20000,20100,20100,21000,21100,20100,20200,20101,20101,20100,21100,21100,21120,20100,20110,20100,20102,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20220,20200,20000,20100,20100,21100,20100,21100,20100,21000,21000,21000,20020,20100,20020,20100,20000,22002,22000,22100,22200,22200,22200,22222,22102,22100,22100,22100,22100,22100,22100,22100,22100,22100,22000,22002,22000,22020,20000,20100,21101,21100,21000,21100,21000,21000,21100,20001,20000,20000,20000,20100,20002,20000,20020,20110,20100,20002,20000,20000,20200,20200,20200,20000,20100,20100,20000,20100,20102,20100,20000,20000,20000,20020,20010,21011,21010,20110,20012,20000
vlieg,20120,21000,20000,20000,20000,20000,20020,20020,20021,20020,21102,20020,20000,20020,20100,20010,20020,21000,21020,20020,20010,20021,20021,20210,21020,21010,21010,20020,20010,20020,20112,20010,20010,20010,20020,20010,20010,20010,20010,20010,20020,20010,21020,20020,20120,20110,20110,20000,20010,20010,21020,20020,21020,20020,21100,21100,21100,20100,20110,20100,20110,20100,22002,22100,22010,22020,22020,22010,22012,22222,22220,22220,22220,22220,22020,22020,22120,22020,22020,22000,22002,22000,22000,20000,20010,21021,21210,21000,21010,21000,21000,21010,20001,20000,20000,20000,20020,20102,20000,20000,20010,20020,20002,20000,20000,20010,20020,20010,20000,20020,20020,20200,20020,20022,20010,20000,20000,20000,20000,20200,21001,21000,20020,20102,20000
vliem,20120,21000,20000,20000,20000,20000,20022,20020,20020,20020,21100,20021,20000,20020,20100,20010,20020,21000,21020,20020,20010,20020,20020,20210,21020,21010,21012,20021,20010,20020,20110,20010,20010,20010,20020,20010,20010,20010,20010,20010,20020,20010,21020,20020,20120,20110,20110,20000,20010,20010,21020,20020,21020,20020,21100,21100,21100,20100,20110,20102,20110,20100,22000,22100,22010,22020,22020,22010,22010,22220,22222,22220,22220,22220,22020,22020,22120,22020,22020,22000,22000,22000,22000,20000,20010,21020,21210,21000,21010,21000,21000,21010,20000,20000,20000,20000,20020,20100,20000,20002,20010,20020,20000,20000,20000,20010,20020,20010,20000,20020,20020,20200,20020,20020,20011,20002,20000,20000,20000,20200,21000,21000,20020,20100,20000
vlier,20120,21000,20001,20001,20000,20000,20020,20022,20020,20022,21100,20020,20000,20021,20101,20010,20020,21000,21020,20022,20010,20020,20022,20210,21020,21010,21010,20020,20010,20020,20110,20010,20010,20011,20021,20011,20011,20011,20011,20010,20022,20010,21020,20020,20120,20110,20110,20000,20010,20010,21020,20022,21020,20020,21100,21100,21100,20101,20110,20100,20110,20100,22000,22100,22010,22020,22020,22011,22010,22220,22220,22222,22220,22220,22020,22020,22120,22020,22022,22000,22000,22000,22000,20000,20010,21020,21210,21000,21010,21000,21000,21010,20000,20001,20001,20001,20021,20101,20001,20000,20010,20020,20001,20001,20001,20011,20021,20011,20001,20021,20022,20201,20021,20021,20011,20001,20001,20002,20001,20200,21000,21000,20021,20101,20000
vlies,20120,21000,20002,20000,20002,20000,20020,20020,20020,20020,21100,20020,20000,20020,20100,20011,20020,21000,21020,20020,20011,20020,20020,20210,21020,21010,21010,20020,20010,20020,20110,20010,20012,20010,20020,20010,20011,20011,20010,20011,20020,20010,21020,20020,20120,20110,20110,20000,20010,20010,21020,20020,21020,20020,21100,21100,21100,20102,20111,20101,20111,20100,22000,22100,22010,22022,22020,22010,22010,22220,22220,22220,22222,22220,22020,22020,22120,22020,22020,22000,22000,22000,22000,20000,20010,21020,21210,21002,21010,21000,21000,21010,20000,20000,20000,20000,20020,20100,20001,20000,20010,20020,20000,20000,20000,20010,20022,20010,20000,20020,20020,20200,20020,20020,20010,20000,20000,20000,20000,20201,21000,21000,20020,20100,20000
vliet,20120,21002,20000,20002,20001,20002,20020,20020,20020,20020,21100,20020,20000,20020,20100,20011,20021,21000,21020,20020,20012,20020,20020,20210,21020,21010,21010,20020,20010,20020,20110,20010,20011,20010,20020,20010,20010,20012,20011,20011,20021,20011,21020,20020,20120,20110,20110,20000,20010,20010,21020,20020,21020,20020,21100,21100,21100,20100,20110,20100,20111,20102,22000,22100,22010,22020,22022,22010,22010,22220,22220,22220,22220,22222,22020,22020,22120,22020,22020,22000,22000,22002,22000,20002,20010,21020,21210,21000,21010,21000,21001,21011,20000,20000,20000,20002,20020,20100,20002,20001,20011,20020,20000,20002,20000,20010,20020,20010,20000,20020,20020,20200,20020,20020,20010,20000,20000,20000,20000,20202,21000,21000,20020,20100,20000
vl1en,20021,21000,20000,20000,20000,20000,20020,20020,20022,20020,21000,20022,20001,20022,20000,20010,20022,21000,21020,20020,20010,20022,20020,20011,21022,21112,21010,20022,20011,20022,20011,20112,20011,20010,20022,20010,20010,20010,20010,20010,20020,20010,21020,20022,20020,20010,20010,20101,20110,20110,21122,20120,21120,20122,21000,21001,21000,20000,20010,20000,20010,20000,22000,22000,22010,22020,22020,22010,22010,22020,22020,22020,22020,22020,22222,22020,22020,22020,22020,22000,22000,22000,22000,20000,20010,21020,21010,21000,21010,21000,21000,21010,20000,20000,20002,20000,20022,20000,20000,20000,20010,20022,20000,20000,20001,20010,20020,20010,20200,20222,20220,20001,20020,20020,20010,20000,20002,20000,20000,20000,21000,21000,20022,20000,20001
vloed,20020,21000,20000,20000,20000,20000,20021,20021,20020,20020,21000,20020,20000,20020,20000,20010,20020,21000,21021,20021,20010,20020,20020,20010,21020,21010,21010,20020,20011,20020,20010,20010,20010,20010,20020,20010,20110,20010,20010,20010,20020,20010,21020,20020,20121,20010,20010,20002,20011,20010,21020,20020,21020,20020,21000,21000,21200,20000,20010,20000,20010,20000,22000,22000,22011,22020,22020,22010,22010,22020,22020,22020,22020,22020,22020,22222,22220,22220,22220,22202,22200,22200,22200,20100,20111,21120,21110,21100,21110,21100,21100,21110,20202,20202,20200,20200,20120,20100,20100,20100,20110,20120,20000,20000,20000,20011,20020,20010,20000,20020,20020,20002,20222,20220,20210,20200,20200,20200,20200,20000,21100,21000,20020,20000,20100
vloei,20021,21000,20000,20000,20000,20000,20020,20020,20020,20020,21001,20020,20000,20020,20001,20010,20020,21000,21020,20020,20010,20020,20020,20011,21020,21010,21010,20020,20010,20020,20011,20010,20010,20010,20020,20010,20110,20010,20010,20010,20020,20010,21020,20020,20121,20011,20011,20000,20010,20010,21020,20020,21020,20020,21001,21001,21201,20001,20011,20001,20011,20001,22000,22002,22010,22020,22020,22010,22010,22021,22021,22021,22021,22021,22020,22220,22222,22220,22220,22200,22200,22200,22200,20100,20110,21120,21111,21100,21110,21100,21100,21110,20200,20200,20200,20200,20120,20101,20100,20100,20110,20120,20000,20000,20000,20010,20020,20010,20000,20020,20020,20001,20220,20220,20210,20200,20200,20200,20200,20001,21100,21000,20020,20001,20100
vloek,20020,21000,20000,20000,20000,20000,20020,20020,20020,20021,21000,20020,20000,20020,20000,20010,20020,21000,21020,20020,20010,20020,20020,20010,21020,21010,21010,20020,20010,20020,20010,20010,20010,20010,20020,20010,20110,20010,20010,20010,20020,20010,21020,20020,20120,20010,20010,20000,20010,20010,21020,20020,21020,20020,21000,21000,21200,20000,20010,20000,20010,20000,22000,22000,22010,22020,22020,22012,22010,22020,22020,22020,22020,22020,22020,22220,22220,22222,22220,22200,22200,22200,22200,20100,20110,21120,21110,21101,21110,21100,21100,21110,20200,20200,20200,20200,20120,20100,20100,20100,20110,20120,20000,20000,20002,20010,20020,20010,20000,20020,20020,20000,20220,20220,20210,20200,20200,20200,20200,20000,21100,21000,20020,20000,20100
vloer,20020,21000,20001,20001,20000,20000,20020,20022,20020,20022,21000,20020,20000,20021,20001,20010,20020,21000,21020,20022,20010,20020,20022,20010,21020,21010,21010,20020,20010,20020,20010,20010,20010,20011,20021,20011,20111,20011,20011,20010,20022,20010,21020,20020,20120,20010,20010,20000,20010,20010,21020,20022,21020,20020,21000,21000,21200,20001,20010,20000,20010,20000,22000,22000,22010,22020,22020,22011,22010,22020,22020,22022,22020,22020,22020,22220,22220,22220,22222,22200,22200,22200,22200,20100,20110,21120,21110,21100,21110,21100,21100,21110,20200,20201,20201,20201,20121,20101,20101,20100,20110,20120,20001,20001,20001,20011,20021,20011,20001,20021,20022,20001,20221,20221,20211,20201,20201,20202,20201,20000,21100,21000,20021,20001,20100
vlood,20000,21000,20000,20000,20000,20000,20001,20001,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,21001,20001,20000,20000,20000,20000,21000,21000,21000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,20000,20101,20000,20000,20002,20001,20000,21000,20000,21000,20000,21000,21000,21220,20000,20000,20000,20000,20000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22202,22200,22200,22200,22222,22220,22220,22200,20100,20101,21100,21100,21100,21100,21120,21100,21100,20212,20212,20210,20210,20100,20100,20100,20100,20100,20100,20000,20000,20000,20001,20000,20000,20000,20000,20000,20002,20202,20200,20200,20220,20220,20220,20200,20000,21100,21000,20000,20000,20020
vloog,20000,21000,20000,20000,20000,20000,20000,20000,20001,20000,21002,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20001,20001,20000,21000,21000,21000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,20000,20100,20000,20000,20000,20000,20000,21000,20000,21000,20000,21000,21000,21220,20000,20000,20000,20000,20000,22002,22000,22000,22000,22000,22000,22002,22002,22000,22000,22000,22000,22000,22200,22200,22200,22200,22220,22222,22220,22200,20100,20100,21101,21100,21100,21100,21120,21100,21100,20211,20210,20210,20210,20100,20102,20100,20100,20100,20100,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20202,20200,20220,20220,20220,20200,20000,21101,21000,20000,20002,20020
vloot,20000,21002,20000,20002,20001,20002,20000,20000,20000,20000,21000,20000,20000,20000,20000,20001,20001,21000,21000,20000,20002,20000,20000,20000,21000,21000,21000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20100,20002,20001,20001,20001,20001,21000,20000,20100,20000,20000,20000,20000,20000,21000,20000,21000,20000,21000,21000,21220,20000,20000,20000,20001,20002,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22002,22000,22200,22200,22200,22200,22220,22220,22222,22200,20102,20100,21100,21100,21100,21100,21120,21101,21101,20210,20210,20210,20212,20100,20100,20102,20101,20101,20100,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20220,20220,20220,20200,20002,21100,21000,20000,20000,20020
vlouw,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,21000,21000,21020,20000,20010,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,20000,20100,20020,20000,20000,20000,20000,21000,20000,21000,20000,21000,21000,21200,20020,20000,20020,20000,20000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22200,22200,22200,22200,22200,22200,22200,22222,20100,20100,21100,21100,21100,21100,21100,21100,21100,20200,20200,20200,20200,20100,20100,20100,20120,20110,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20200,20200,20200,20222,20010,21110,21010,20010,20010,20100
vocht,20000,20002,20000,20002,20001,20222,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,21000,20002,20001,20001,20001,20001,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20001,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20002,20000,21000,21000,21000,21000,21000,21000,21002,21000,22222,22000,22000,22000,22000,22000,22000,22001,22001,22000,22000,22000,22002,22000,22000,22002,22001,22001,22000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,21000,21000,20002,21000,20000,20000,20000,21000
vodde,20001,20000,20000,20000,20000,20000,20201,20201,20001,20001,20000,20001,20000,20001,20000,20002,20001,20000,20201,20201,20001,20001,20001,20002,20001,20001,20001,20001,20021,20001,20001,20001,20001,20001,20001,20002,21001,20001,20002,20002,20001,20002,20001,20001,21201,20001,20002,20100,20022,20002,20001,20001,20001,20001,20000,20000,21000,20000,20002,20000,20002,20000,20000,20000,20022,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21101,21001,21001,21001,21100,21000,21000,21000,22000,22222,22001,22002,22000,22002,22000,22000,22002,22100,22100,22000,22000,22001,22000,22000,22000,22002,22001,20000,20000,20000,20022,20001,20002,20000,20001,20001,20100,21101,21001,21002,21000,21000,21000,21000,20000,21000,20000,20001,20000,21000
